county,precinct,office,district,candidate,party,votes,election_day,mail,provisional
Perry,TOBOYNE TOWNSHIP 1ST,U.S. Senate,,DAVE MCCORMICK,REP,149,135,12,2
Perry,TOBOYNE TOWNSHIP 1ST,U.S. Senate,,ROBERT P CASEY JR,DEM,34,23,11,0
Perry,TOBOYNE TOWNSHIP 1ST,U.S. Senate,,JOHN C THOMAS,LIB,1,1,0,0
Perry,TOBOYNE TOWNSHIP 1ST,U.S. Senate,,LEILA HAZOU,GRN,0,0,0,0
Perry,TOBOYNE TOWNSHIP 1ST,U.S. Senate,,MARTY SELKER,CST,0,0,0,0
Perry,TOBOYNE TOWNSHIP 1ST,U.S. Senate,,Write-ins,,0,0,0,0
Perry,TOBOYNE TOWNSHIP 1ST,U.S. Senate,,Over Votes,,0,,,
Perry,TOBOYNE TOWNSHIP 1ST,U.S. Senate,,Under Votes,,4,,,
Perry,TOBOYNE TOWNSHIP 1ST,Attorney General,,DAVE SUNDAY,REP,150,135,13,2
Perry,TOBOYNE TOWNSHIP 1ST,Attorney General,,EUGENE DEPASQUALE,DEM,31,21,10,0
Perry,TOBOYNE TOWNSHIP 1ST,Attorney General,,ROBERT COWBURN,LIB,2,2,0,0
Perry,TOBOYNE TOWNSHIP 1ST,Attorney General,,RICHARD L WEISS,GRN,0,0,0,0
Perry,TOBOYNE TOWNSHIP 1ST,Attorney General,,JUSTIN L MAGILL,CST,0,0,0,0
Perry,TOBOYNE TOWNSHIP 1ST,Attorney General,,ERIC L SETTLE,FWD,0,0,0,0
Perry,TOBOYNE TOWNSHIP 1ST,Attorney General,,Write-ins,,0,0,0,0
Perry,TOBOYNE TOWNSHIP 1ST,Attorney General,,Over Votes,,0,,,
Perry,TOBOYNE TOWNSHIP 1ST,Attorney General,,Under Votes,,5,,,
Perry,TOBOYNE TOWNSHIP 1ST,Auditor General,,TIM DEFOOR,REP,146,131,13,2
Perry,TOBOYNE TOWNSHIP 1ST,Auditor General,,MALCOLM KENYATTA,DEM,26,16,10,0
Perry,TOBOYNE TOWNSHIP 1ST,Auditor General,,REECE SMITH,LIB,2,2,0,0
Perry,TOBOYNE TOWNSHIP 1ST,Auditor General,,BOB GOODRICH,CST,2,2,0,0
Perry,TOBOYNE TOWNSHIP 1ST,Auditor General,,ERIC K ANTON,ASP,0,0,0,0
Perry,TOBOYNE TOWNSHIP 1ST,Auditor General,,Write-ins,,0,0,0,0
Perry,TOBOYNE TOWNSHIP 1ST,Auditor General,,Over Votes,,0,,,
Perry,TOBOYNE TOWNSHIP 1ST,Auditor General,,Under Votes,,12,,,
Perry,TOBOYNE TOWNSHIP 1ST,State Treasurer,,STACY GARRITY,REP,149,134,13,2
Perry,TOBOYNE TOWNSHIP 1ST,State Treasurer,,ERIN MCCLELLAND,DEM,25,15,10,0
Perry,TOBOYNE TOWNSHIP 1ST,State Treasurer,,NICKOLAS CIESIELSKI,LIB,4,4,0,0
Perry,TOBOYNE TOWNSHIP 1ST,State Treasurer,,TROY BOWMAN,CST,0,0,0,0
Perry,TOBOYNE TOWNSHIP 1ST,State Treasurer,,CHRIS FOSTER,FWD,0,0,0,0
Perry,TOBOYNE TOWNSHIP 1ST,State Treasurer,,Write-ins,,0,0,0,0
Perry,TOBOYNE TOWNSHIP 1ST,State Treasurer,,Over Votes,,0,,,
Perry,TOBOYNE TOWNSHIP 1ST,State Treasurer,,Under Votes,,10,,,
Perry,TOBOYNE TOWNSHIP 1ST,U.S. House,13,JOHN JOYCE,REP,149,135,12,2
Perry,TOBOYNE TOWNSHIP 1ST,U.S. House,13,BETH FARNHAM,DEM,28,17,11,0
Perry,TOBOYNE TOWNSHIP 1ST,U.S. House,13,Write-ins,,0,0,0,0
Perry,TOBOYNE TOWNSHIP 1ST,U.S. House,13,Over Votes,,0,,,
Perry,TOBOYNE TOWNSHIP 1ST,U.S. House,13,Under Votes,,11,,,
Perry,TOBOYNE TOWNSHIP 1ST,State House,86,PERRY A STAMBAUGH,REP,155,137,16,2
Perry,TOBOYNE TOWNSHIP 1ST,State House,86,Write-ins,,0,0,0,0
Perry,TOBOYNE TOWNSHIP 1ST,State House,86,Over Votes,,0,,,
Perry,TOBOYNE TOWNSHIP 1ST,State House,86,Under Votes,,33,,,
Perry,TOBOYNE TOWNSHIP 2ND,Registered Voters,,,,56,,,
Perry,TOBOYNE TOWNSHIP 2ND,Ballots Cast,,,,47,,,
Perry,TOBOYNE TOWNSHIP 2ND,President,,DONALD J TRUMP,REP,41,39,2,0
Perry,TOBOYNE TOWNSHIP 2ND,President,,KAMALA D HARRIS,DEM,6,5,0,1
Perry,TOBOYNE TOWNSHIP 2ND,President,,CHASE OLIVER,LIB,0,0,0,0
Perry,TOBOYNE TOWNSHIP 2ND,President,,JILL STEIN,GRN,0,0,0,0
Perry,TOBOYNE TOWNSHIP 2ND,President,,Write-ins,,0,0,0,0
Perry,TOBOYNE TOWNSHIP 2ND,President,,Over Votes,,0,,,
Perry,TOBOYNE TOWNSHIP 2ND,President,,Under Votes,,0,,,
Perry,TOBOYNE TOWNSHIP 2ND,U.S. Senate,,DAVE MCCORMICK,REP,40,38,2,0
Perry,TOBOYNE TOWNSHIP 2ND,U.S. Senate,,ROBERT P CASEY JR,DEM,6,5,0,1
Perry,TOBOYNE TOWNSHIP 2ND,U.S. Senate,,JOHN C THOMAS,LIB,0,0,0,0
Perry,TOBOYNE TOWNSHIP 2ND,U.S. Senate,,LEILA HAZOU,GRN,0,0,0,0
Perry,TOBOYNE TOWNSHIP 2ND,U.S. Senate,,MARTY SELKER,CST,0,0,0,0
Perry,TOBOYNE TOWNSHIP 2ND,U.S. Senate,,Write-ins,,0,0,0,0
Perry,TOBOYNE TOWNSHIP 2ND,U.S. Senate,,Over Votes,,0,,,
Perry,TOBOYNE TOWNSHIP 2ND,U.S. Senate,,Under Votes,,1,,,
Perry,TOBOYNE TOWNSHIP 2ND,Attorney General,,DAVE SUNDAY,REP,37,35,2,0
Perry,TOBOYNE TOWNSHIP 2ND,Attorney General,,EUGENE DEPASQUALE,DEM,6,6,0,0
Perry,TOBOYNE TOWNSHIP 2ND,Attorney General,,RICHARD L WEISS,GRN,2,1,0,1
Perry,TOBOYNE TOWNSHIP 2ND,Attorney General,,ROBERT COWBURN,LIB,0,0,0,0
Perry,TOBOYNE TOWNSHIP 2ND,Attorney General,,JUSTIN L MAGILL,CST,0,0,0,0
Perry,TOBOYNE TOWNSHIP 2ND,Attorney General,,ERIC L SETTLE,FWD,0,0,0,0
Perry,TOBOYNE TOWNSHIP 2ND,Attorney General,,Write-ins,,0,0,0,0
Perry,TOBOYNE TOWNSHIP 2ND,Attorney General,,Over Votes,,0,,,
Perry,TOBOYNE TOWNSHIP 2ND,Attorney General,,Under Votes,,2,,,
Perry,TOBOYNE TOWNSHIP 2ND,Auditor General,,TIM DEFOOR,REP,38,36,2,0
Perry,TOBOYNE TOWNSHIP 2ND,Auditor General,,MALCOLM KENYATTA,DEM,6,5,0,1
Perry,TOBOYNE TOWNSHIP 2ND,Auditor General,,REECE SMITH,LIB,1,1,0,0
Perry,TOBOYNE TOWNSHIP 2ND,Auditor General,,ERIC K ANTON,ASP,0,0,0,0
Perry,TOBOYNE TOWNSHIP 2ND,Auditor General,,BOB GOODRICH,CST,0,0,0,0
Perry,TOBOYNE TOWNSHIP 2ND,Auditor General,,Write-ins,,0,0,0,0
Perry,TOBOYNE TOWNSHIP 2ND,Auditor General,,Over Votes,,0,,,
Perry,TOBOYNE TOWNSHIP 2ND,Auditor General,,Under Votes,,2,,,
Perry,TOBOYNE TOWNSHIP 2ND,State Treasurer,,STACY GARRITY,REP,38,36,2,0
Perry,TOBOYNE TOWNSHIP 2ND,State Treasurer,,ERIN MCCLELLAND,DEM,6,5,0,1
Perry,TOBOYNE TOWNSHIP 2ND,State Treasurer,,NICKOLAS CIESIELSKI,LIB,0,0,0,0
Perry,TOBOYNE TOWNSHIP 2ND,State Treasurer,,TROY BOWMAN,CST,0,0,0,0
Perry,TOBOYNE TOWNSHIP 2ND,State Treasurer,,CHRIS FOSTER,FWD,0,0,0,0
Perry,TOBOYNE TOWNSHIP 2ND,State Treasurer,,Write-ins,,0,0,0,0
Perry,TOBOYNE TOWNSHIP 2ND,State Treasurer,,Over Votes,,0,,,
Perry,TOBOYNE TOWNSHIP 2ND,State Treasurer,,Under Votes,,3,,,
Perry,TOBOYNE TOWNSHIP 2ND,U.S. House,13,JOHN JOYCE,REP,39,37,2,0
Perry,TOBOYNE TOWNSHIP 2ND,U.S. House,13,BETH FARNHAM,DEM,6,5,0,1
Perry,TOBOYNE TOWNSHIP 2ND,U.S. House,13,Write-ins,,0,0,0,0
Perry,TOBOYNE TOWNSHIP 2ND,U.S. House,13,Over Votes,,0,,,
Perry,TOBOYNE TOWNSHIP 2ND,U.S. House,13,Under Votes,,2,,,
Perry,TOBOYNE TOWNSHIP 2ND,State House,86,PERRY A STAMBAUGH,REP,37,34,2,1
Perry,TOBOYNE TOWNSHIP 2ND,State House,86,Write-ins,,0,0,0,0
Perry,TOBOYNE TOWNSHIP 2ND,State House,86,Over Votes,,0,,,
Perry,TOBOYNE TOWNSHIP 2ND,State House,86,Under Votes,,10,,,
Perry,TUSCARORA TOWNSHIP,Registered Voters,,,,833,,,
Perry,TUSCARORA TOWNSHIP,Ballots Cast,,,,706,,,
Perry,TUSCARORA TOWNSHIP,President,,DONALD J TRUMP,REP,545,447,96,2
Perry,TUSCARORA TOWNSHIP,President,,KAMALA D HARRIS,DEM,145,84,58,3
Perry,TUSCARORA TOWNSHIP,President,,CHASE OLIVER,LIB,7,5,2,0
Perry,TUSCARORA TOWNSHIP,President,,JILL STEIN,GRN,5,4,1,0
Perry,TUSCARORA TOWNSHIP,President,,Write-ins,,1,1,0,0
Perry,TUSCARORA TOWNSHIP,President,,Over Votes,,2,,,
Perry,TUSCARORA TOWNSHIP,President,,Under Votes,,1,,,
Perry,TUSCARORA TOWNSHIP,U.S. Senate,,DAVE MCCORMICK,REP,534,438,95,1
Perry,TUSCARORA TOWNSHIP,U.S. Senate,,ROBERT P CASEY JR,DEM,143,83,57,3
Perry,TUSCARORA TOWNSHIP,U.S. Senate,,JOHN C THOMAS,LIB,13,12,1,0
Perry,TUSCARORA TOWNSHIP,U.S. Senate,,LEILA HAZOU,GRN,7,3,4,0
Perry,TUSCARORA TOWNSHIP,U.S. Senate,,Write-ins,,1,1,0,0
Perry,TUSCARORA TOWNSHIP,U.S. Senate,,MARTY SELKER,CST,0,0,0,0
Perry,TUSCARORA TOWNSHIP,U.S. Senate,,Over Votes,,0,,,
Perry,TUSCARORA TOWNSHIP,U.S. Senate,,Under Votes,,8,,,
Perry,TUSCARORA TOWNSHIP,Attorney General,,DAVE SUNDAY,REP,549,447,101,1
Perry,TUSCARORA TOWNSHIP,Attorney General,,EUGENE DEPASQUALE,DEM,128,75,51,2
Perry,TUSCARORA TOWNSHIP,Attorney General,,ROBERT COWBURN,LIB,12,12,0,0
Perry,TUSCARORA TOWNSHIP,Attorney General,,RICHARD L WEISS,GRN,5,2,3,0
Perry,TUSCARORA TOWNSHIP,Attorney General,,JUSTIN L MAGILL,CST,3,3,0,0
Perry,TUSCARORA TOWNSHIP,Attorney General,,Write-ins,,1,1,0,0
Perry,TUSCARORA TOWNSHIP,Attorney General,,ERIC L SETTLE,FWD,0,0,0,0
Perry,TUSCARORA TOWNSHIP,Attorney General,,Over Votes,,0,,,
Perry,TUSCARORA TOWNSHIP,Attorney General,,Under Votes,,8,,,
Perry,TUSCARORA TOWNSHIP,Auditor General,,TIM DEFOOR,REP,559,452,106,1
Perry,TUSCARORA TOWNSHIP,Auditor General,,MALCOLM KENYATTA,DEM,109,61,45,3
Perry,TUSCARORA TOWNSHIP,Auditor General,,REECE SMITH,LIB,12,11,1,0
Perry,TUSCARORA TOWNSHIP,Auditor General,,BOB GOODRICH,CST,4,3,1,0
Perry,TUSCARORA TOWNSHIP,Auditor General,,ERIC K ANTON,ASP,2,2,0,0
Perry,TUSCARORA TOWNSHIP,Auditor General,,Write-ins,,1,1,0,0
Perry,TUSCARORA TOWNSHIP,Auditor General,,Over Votes,,0,,,
Perry,TUSCARORA TOWNSHIP,Auditor General,,Under Votes,,19,,,
Perry,TUSCARORA TOWNSHIP,State Treasurer,,STACY GARRITY,REP,563,454,107,2
Perry,TUSCARORA TOWNSHIP,State Treasurer,,ERIN MCCLELLAND,DEM,107,62,44,1
Perry,TUSCARORA TOWNSHIP,State Treasurer,,NICKOLAS CIESIELSKI,LIB,12,11,1,0
Perry,TUSCARORA TOWNSHIP,State Treasurer,,TROY BOWMAN,CST,2,2,0,0
Perry,TUSCARORA TOWNSHIP,State Treasurer,,Write-ins,,1,1,0,0
Perry,TUSCARORA TOWNSHIP,State Treasurer,,CHRIS FOSTER,FWD,0,0,0,0
Perry,TUSCARORA TOWNSHIP,State Treasurer,,Over Votes,,0,,,
Perry,TUSCARORA TOWNSHIP,State Treasurer,,Under Votes,,21,,,
Perry,TUSCARORA TOWNSHIP,U.S. House,13,JOHN JOYCE,REP,558,453,103,2
Perry,TUSCARORA TOWNSHIP,U.S. House,13,BETH FARNHAM,DEM,128,76,51,1
Perry,TUSCARORA TOWNSHIP,U.S. House,13,Write-ins,,1,1,0,0
Perry,TUSCARORA TOWNSHIP,U.S. House,13,Over Votes,,0,,,
Perry,TUSCARORA TOWNSHIP,U.S. House,13,Under Votes,,19,,,
Perry,TUSCARORA TOWNSHIP,State House,86,PERRY A STAMBAUGH,REP,599,478,119,2
Perry,TUSCARORA TOWNSHIP,State House,86,Write-ins,,14,7,7,0
Perry,TUSCARORA TOWNSHIP,State House,86,Over Votes,,0,,,
Perry,TUSCARORA TOWNSHIP,State House,86,Under Votes,,93,,,
Perry,TYRONE TOWNSHIP,Registered Voters,,,,1159,,,
Perry,TYRONE TOWNSHIP,Ballots Cast,,,,943,,,
Perry,TYRONE TOWNSHIP,President,,DONALD J TRUMP,REP,734,619,113,2
Perry,TYRONE TOWNSHIP,President,,KAMALA D HARRIS,DEM,191,129,62,0
Perry,TYRONE TOWNSHIP,President,,CHASE OLIVER,LIB,9,9,0,0
Perry,TYRONE TOWNSHIP,President,,Write-ins,,6,6,0,0
Perry,TYRONE TOWNSHIP,President,,JILL STEIN,GRN,3,3,0,0
Perry,TYRONE TOWNSHIP,President,,Over Votes,,0,,,
Perry,TYRONE TOWNSHIP,President,,Under Votes,,0,,,
Perry,TYRONE TOWNSHIP,U.S. Senate,,DAVE MCCORMICK,REP,686,579,105,2
Perry,TYRONE TOWNSHIP,U.S. Senate,,ROBERT P CASEY JR,DEM,208,142,66,0
Perry,TYRONE TOWNSHIP,U.S. Senate,,JOHN C THOMAS,LIB,16,15,1,0
Perry,TYRONE TOWNSHIP,U.S. Senate,,MARTY SELKER,CST,13,11,2,0
Perry,TYRONE TOWNSHIP,U.S. Senate,,LEILA HAZOU,GRN,9,9,0,0
Perry,TYRONE TOWNSHIP,U.S. Senate,,Write-ins,,0,0,0,0
Perry,TYRONE TOWNSHIP,U.S. Senate,,Over Votes,,0,,,
Perry,TYRONE TOWNSHIP,U.S. Senate,,Under Votes,,11,,,
Perry,TYRONE TOWNSHIP,Attorney General,,DAVE SUNDAY,REP,720,606,112,2
Perry,TYRONE TOWNSHIP,Attorney General,,EUGENE DEPASQUALE,DEM,175,116,59,0
Perry,TYRONE TOWNSHIP,Attorney General,,ROBERT COWBURN,LIB,18,17,1,0
Perry,TYRONE TOWNSHIP,Attorney General,,JUSTIN L MAGILL,CST,9,8,1,0
Perry,TYRONE TOWNSHIP,Attorney General,,RICHARD L WEISS,GRN,8,8,0,0
Perry,TYRONE TOWNSHIP,Attorney General,,ERIC L SETTLE,FWD,1,1,0,0
Perry,TYRONE TOWNSHIP,Attorney General,,Write-ins,,0,0,0,0
Perry,TYRONE TOWNSHIP,Attorney General,,Over Votes,,0,,,
Perry,TYRONE TOWNSHIP,Attorney General,,Under Votes,,12,,,
Perry,TYRONE TOWNSHIP,Auditor General,,TIM DEFOOR,REP,727,612,113,2
Perry,TYRONE TOWNSHIP,Auditor General,,MALCOLM KENYATTA,DEM,152,97,55,0
Perry,TYRONE TOWNSHIP,Auditor General,,REECE SMITH,LIB,17,16,1,0
Perry,TYRONE TOWNSHIP,Auditor General,,BOB GOODRICH,CST,14,12,2,0
Perry,TYRONE TOWNSHIP,Auditor General,,ERIC K ANTON,ASP,2,1,1,0
Perry,TYRONE TOWNSHIP,Auditor General,,Write-ins,,0,0,0,0
Perry,TYRONE TOWNSHIP,Auditor General,,Over Votes,,0,,,
Perry,TYRONE TOWNSHIP,Auditor General,,Under Votes,,31,,,
Perry,TYRONE TOWNSHIP,State Treasurer,,STACY GARRITY,REP,726,612,112,2
Perry,TYRONE TOWNSHIP,State Treasurer,,ERIN MCCLELLAND,DEM,157,99,58,0
Perry,TYRONE TOWNSHIP,State Treasurer,,NICKOLAS CIESIELSKI,LIB,17,16,1,0
Perry,TYRONE TOWNSHIP,State Treasurer,,TROY BOWMAN,CST,13,11,2,0
Perry,TYRONE TOWNSHIP,State Treasurer,,CHRIS FOSTER,FWD,4,3,1,0
Perry,TYRONE TOWNSHIP,State Treasurer,,Write-ins,,0,0,0,0
Perry,TYRONE TOWNSHIP,State Treasurer,,Over Votes,,0,,,
Perry,TYRONE TOWNSHIP,State Treasurer,,Under Votes,,26,,,
Perry,TYRONE TOWNSHIP,U.S. House,13,JOHN JOYCE,REP,726,611,113,2
Perry,TYRONE TOWNSHIP,U.S. House,13,BETH FARNHAM,DEM,184,123,61,0
Perry,TYRONE TOWNSHIP,U.S. House,13,Write-ins,,1,1,0,0
Perry,TYRONE TOWNSHIP,U.S. House,13,Over Votes,,0,,,
Perry,TYRONE TOWNSHIP,U.S. House,13,Under Votes,,32,,,
Perry,TYRONE TOWNSHIP,State House,86,PERRY A STAMBAUGH,REP,807,669,136,2
Perry,TYRONE TOWNSHIP,State House,86,Write-ins,,22,16,6,0
Perry,TYRONE TOWNSHIP,State House,86,Over Votes,,0,,,
Perry,TYRONE TOWNSHIP,State House,86,Under Votes,,114,,,
Perry,WATTS TOWNSHIP,Registered Voters,,,,957,,,
Perry,WATTS TOWNSHIP,Ballots Cast,,,,828,,,
Perry,WATTS TOWNSHIP,President,,DONALD J TRUMP,REP,608,528,75,5
Perry,WATTS TOWNSHIP,President,,KAMALA D HARRIS,DEM,207,146,61,0
Perry,WATTS TOWNSHIP,President,,Write-ins,,6,4,2,0
Perry,WATTS TOWNSHIP,President,,CHASE OLIVER,LIB,3,3,0,0
Perry,WATTS TOWNSHIP,President,,JILL STEIN,GRN,3,3,0,0
Perry,WATTS TOWNSHIP,President,,Over Votes,,0,,,
Perry,WATTS TOWNSHIP,President,,Under Votes,,1,,,
Perry,WATTS TOWNSHIP,U.S. Senate,,DAVE MCCORMICK,REP,595,516,74,5
Perry,WATTS TOWNSHIP,U.S. Senate,,ROBERT P CASEY JR,DEM,203,144,59,0
Perry,WATTS TOWNSHIP,U.S. Senate,,JOHN C THOMAS,LIB,12,10,2,0
Perry,WATTS TOWNSHIP,U.S. Senate,,LEILA HAZOU,GRN,7,7,0,0
Perry,WATTS TOWNSHIP,U.S. Senate,,MARTY SELKER,CST,6,4,2,0
Perry,WATTS TOWNSHIP,U.S. Senate,,Write-ins,,1,1,0,0
Perry,WATTS TOWNSHIP,U.S. Senate,,Over Votes,,0,,,
Perry,WATTS TOWNSHIP,U.S. Senate,,Under Votes,,4,,,
Perry,WATTS TOWNSHIP,Attorney General,,DAVE SUNDAY,REP,613,529,79,5
Perry,WATTS TOWNSHIP,Attorney General,,EUGENE DEPASQUALE,DEM,189,134,55,0
Perry,WATTS TOWNSHIP,Attorney General,,JUSTIN L MAGILL,CST,8,6,2,0
Perry,WATTS TOWNSHIP,Attorney General,,ROBERT COWBURN,LIB,7,5,2,0
Perry,WATTS TOWNSHIP,Attorney General,,RICHARD L WEISS,GRN,6,6,0,0
Perry,WATTS TOWNSHIP,Attorney General,,ERIC L SETTLE,FWD,0,0,0,0
Perry,WATTS TOWNSHIP,Attorney General,,Write-ins,,0,0,0,0
Perry,WATTS TOWNSHIP,Attorney General,,Over Votes,,0,,,
Perry,WATTS TOWNSHIP,Attorney General,,Under Votes,,5,,,
Perry,WATTS TOWNSHIP,Auditor General,,TIM DEFOOR,REP,624,537,82,5
Perry,WATTS TOWNSHIP,Auditor General,,MALCOLM KENYATTA,DEM,173,118,55,0
Perry,WATTS TOWNSHIP,Auditor General,,REECE SMITH,LIB,14,13,1,0
Perry,WATTS TOWNSHIP,Auditor General,,BOB GOODRICH,CST,6,6,0,0
Perry,WATTS TOWNSHIP,Auditor General,,ERIC K ANTON,ASP,1,1,0,0
Perry,WATTS TOWNSHIP,Auditor General,,Write-ins,,0,0,0,0
Perry,WATTS TOWNSHIP,Auditor General,,Over Votes,,0,,,
Perry,WATTS TOWNSHIP,Auditor General,,Under Votes,,10,,,
Perry,WATTS TOWNSHIP,State Treasurer,,STACY GARRITY,REP,633,544,85,4
Perry,WATTS TOWNSHIP,State Treasurer,,ERIN MCCLELLAND,DEM,171,118,53,0
Perry,WATTS TOWNSHIP,State Treasurer,,NICKOLAS CIESIELSKI,LIB,10,9,0,1
Perry,WATTS TOWNSHIP,State Treasurer,,TROY BOWMAN,CST,3,3,0,0
Perry,WATTS TOWNSHIP,State Treasurer,,CHRIS FOSTER,FWD,1,1,0,0
Perry,WATTS TOWNSHIP,State Treasurer,,Write-ins,,0,0,0,0
Perry,WATTS TOWNSHIP,State Treasurer,,Over Votes,,0,,,
Perry,WATTS TOWNSHIP,State Treasurer,,Under Votes,,10,,,
Perry,WATTS TOWNSHIP,U.S. House,13,JOHN JOYCE,REP,622,538,79,5
Perry,WATTS TOWNSHIP,U.S. House,13,BETH FARNHAM,DEM,190,132,58,0
Perry,WATTS TOWNSHIP,U.S. House,13,Write-ins,,2,1,1,0
Perry,WATTS TOWNSHIP,U.S. House,13,Over Votes,,0,,,
Perry,WATTS TOWNSHIP,U.S. House,13,Under Votes,,14,,,
Perry,WATTS TOWNSHIP,State House,86,PERRY A STAMBAUGH,REP,702,587,110,5
Perry,WATTS TOWNSHIP,State House,86,Write-ins,,22,16,6,0
Perry,WATTS TOWNSHIP,State House,86,Over Votes,,0,,,
Perry,WATTS TOWNSHIP,State House,86,Under Votes,,104,,,
Perry,WHEATFIELD TOWNSHIP,Registered Voters,,,,2337,,,
Perry,WHEATFIELD TOWNSHIP,Ballots Cast,,,,1963,,,
Perry,WHEATFIELD TOWNSHIP,President,,DONALD J TRUMP,REP,1526,1166,357,3
Perry,WHEATFIELD TOWNSHIP,President,,KAMALA D HARRIS,DEM,417,213,202,2
Perry,WHEATFIELD TOWNSHIP,President,,JILL STEIN,GRN,9,6,3,0
Perry,WHEATFIELD TOWNSHIP,President,,CHASE OLIVER,LIB,7,7,0,0
Perry,WHEATFIELD TOWNSHIP,President,,Write-ins,,1,1,0,0
Perry,WHEATFIELD TOWNSHIP,President,,Over Votes,,1,,,
Perry,WHEATFIELD TOWNSHIP,President,,Under Votes,,2,,,
Perry,WHEATFIELD TOWNSHIP,U.S. Senate,,DAVE MCCORMICK,REP,1470,1120,347,3
Perry,WHEATFIELD TOWNSHIP,U.S. Senate,,ROBERT P CASEY JR,DEM,420,218,200,2
Perry,WHEATFIELD TOWNSHIP,U.S. Senate,,JOHN C THOMAS,LIB,31,24,7,0
Perry,WHEATFIELD TOWNSHIP,U.S. Senate,,LEILA HAZOU,GRN,23,18,5,0
Perry,WHEATFIELD TOWNSHIP,U.S. Senate,,MARTY SELKER,CST,7,6,1,0
Perry,WHEATFIELD TOWNSHIP,U.S. Senate,,Write-ins,,1,1,0,0
Perry,WHEATFIELD TOWNSHIP,U.S. Senate,,Over Votes,,0,,,
Perry,WHEATFIELD TOWNSHIP,U.S. Senate,,Under Votes,,11,,,
Perry,WHEATFIELD TOWNSHIP,Attorney General,,DAVE SUNDAY,REP,1479,1124,352,3
Perry,WHEATFIELD TOWNSHIP,Attorney General,,EUGENE DEPASQUALE,DEM,401,213,186,2
Perry,WHEATFIELD TOWNSHIP,Attorney General,,ROBERT COWBURN,LIB,30,21,9,0
Perry,WHEATFIELD TOWNSHIP,Attorney General,,RICHARD L WEISS,GRN,14,11,3,0
Perry,WHEATFIELD TOWNSHIP,Attorney General,,JUSTIN L MAGILL,CST,10,9,1,0
Perry,WHEATFIELD TOWNSHIP,Attorney General,,ERIC L SETTLE,FWD,6,4,2,0
Perry,WHEATFIELD TOWNSHIP,Attorney General,,Write-ins,,0,0,0,0
Perry,WHEATFIELD TOWNSHIP,Attorney General,,Over Votes,,0,,,
Perry,WHEATFIELD TOWNSHIP,Attorney General,,Under Votes,,23,,,
Perry,WHEATFIELD TOWNSHIP,Auditor General,,TIM DEFOOR,REP,1500,1138,358,4
Perry,WHEATFIELD TOWNSHIP,Auditor General,,MALCOLM KENYATTA,DEM,364,189,174,1
Perry,WHEATFIELD TOWNSHIP,Auditor General,,REECE SMITH,LIB,38,25,13,0
Perry,WHEATFIELD TOWNSHIP,Auditor General,,BOB GOODRICH,CST,21,16,5,0
Perry,WHEATFIELD TOWNSHIP,Auditor General,,ERIC K ANTON,ASP,3,2,1,0
Perry,WHEATFIELD TOWNSHIP,Auditor General,,Write-ins,,0,0,0,0
Perry,WHEATFIELD TOWNSHIP,Auditor General,,Over Votes,,0,,,
Perry,WHEATFIELD TOWNSHIP,Auditor General,,Under Votes,,37,,,
Perry,WHEATFIELD TOWNSHIP,State Treasurer,,STACY GARRITY,REP,1525,1157,365,3
Perry,WHEATFIELD TOWNSHIP,State Treasurer,,ERIN MCCLELLAND,DEM,352,178,172,2
Perry,WHEATFIELD TOWNSHIP,State Treasurer,,NICKOLAS CIESIELSKI,LIB,28,23,5,0
Perry,WHEATFIELD TOWNSHIP,State Treasurer,,TROY BOWMAN,CST,15,11,4,0
Perry,WHEATFIELD TOWNSHIP,State Treasurer,,CHRIS FOSTER,FWD,5,2,3,0
Perry,WHEATFIELD TOWNSHIP,State Treasurer,,Write-ins,,2,2,0,0
Perry,WHEATFIELD TOWNSHIP,State Treasurer,,Over Votes,,0,,,
Perry,WHEATFIELD TOWNSHIP,State Treasurer,,Under Votes,,36,,,
Perry,WHEATFIELD TOWNSHIP,U.S. House,13,JOHN JOYCE,REP,1521,1157,361,3
Perry,WHEATFIELD TOWNSHIP,U.S. House,13,BETH FARNHAM,DEM,398,209,187,2
Perry,WHEATFIELD TOWNSHIP,U.S. House,13,Write-ins,,2,0,2,0
Perry,WHEATFIELD TOWNSHIP,U.S. House,13,Over Votes,,0,,,
Perry,WHEATFIELD TOWNSHIP,U.S. House,13,Under Votes,,42,,,
Perry,WHEATFIELD TOWNSHIP,State House,86,PERRY A STAMBAUGH,REP,1623,1202,417,4
Perry,WHEATFIELD TOWNSHIP,State House,86,Write-ins,,33,20,13,0
Perry,WHEATFIELD TOWNSHIP,State House,86,Over Votes,,0,,,
Perry,WHEATFIELD TOWNSHIP,State House,86,Under Votes,,307,,,
