county,precinct,office,office,party,candidate,votes,election_day,mail,provisional
Wayne,PALMYRA TOWNSHIP,AUDITOR GENERAL,,,Write-ins,1,1,0,0
Wayne,PALMYRA TOWNSHIP,AUDITOR GENERAL,,,Over Votes,0,,,
Wayne,PALMYRA TOWNSHIP,AUDITOR GENERAL,,,Under Votes,20,,,
Wayne,PALMYRA TOWNSHIP,STATE TREASURER,,DEM,ERIN MCCLELLAND,194,120,74,0
Wayne,PALMYRA TOWNSHIP,STATE TREASURER,,REP,STACY GARRITY,563,436,124,3
Wayne,PALMYRA TOWNSHIP,STATE TREASURER,,LIB,NICKOLAS CIESIELSKI,7,7,0,0
Wayne,PALMYRA TOWNSHIP,STATE TREASURER,,CST,TROY BOWMAN,6,5,1,0
Wayne,PALMYRA TOWNSHIP,STATE TREASURER,,FWD,CHRIS FOSTER,3,1,2,0
Wayne,PALMYRA TOWNSHIP,STATE TREASURER,,,Write-ins,0,0,0,0
Wayne,PALMYRA TOWNSHIP,STATE TREASURER,,,Over Votes,1,,,
Wayne,PALMYRA TOWNSHIP,STATE TREASURER,,,Under Votes,22,,,
Wayne,PALMYRA TOWNSHIP,U.S. House,8,DEM,MATT CARTWRIGHT,244,151,93,0
Wayne,PALMYRA TOWNSHIP,U.S. House,8,REP,ROB BRESNAHAN JR,542,425,114,3
Wayne,PALMYRA TOWNSHIP,U.S. House,8,,Write-ins,1,1,0,0
Wayne,PALMYRA TOWNSHIP,U.S. House,8,,Over Votes,2,,,
Wayne,PALMYRA TOWNSHIP,U.S. House,8,,Under Votes,10,,,
Wayne,PALMYRA TOWNSHIP,State House,139,DEM,ROBIN SCHOOLEY SKIBBER,209,128,81,0
Wayne,PALMYRA TOWNSHIP,State House,139,REP,JEFF OLSOMMER,573,448,122,3
Wayne,PALMYRA TOWNSHIP,State House,139,,Write-ins,0,0,0,0
Wayne,PALMYRA TOWNSHIP,State House,139,,Over Votes,1,,,
Wayne,PALMYRA TOWNSHIP,State House,139,,Under Votes,13,,,
Wayne,PAUPACK TOWNSHIP,Registered Voters,,,,3237,,,
Wayne,PAUPACK TOWNSHIP,Ballots Cast,,,,2521,,,
Wayne,PAUPACK TOWNSHIP,President,,DEM,KAMALA D HARRIS,809,313,491,5
Wayne,PAUPACK TOWNSHIP,President,,REP,DONALD J TRUMP,1684,1023,645,16
Wayne,PAUPACK TOWNSHIP,President,,LIB,CHASE OLIVER,11,7,4,0
Wayne,PAUPACK TOWNSHIP,President,,GRN,JILL STEIN,5,5,0,0
Wayne,PAUPACK TOWNSHIP,President,,,Write-ins,2,1,1,0
Wayne,PAUPACK TOWNSHIP,President,,,Over Votes,3,,,
Wayne,PAUPACK TOWNSHIP,President,,,Under Votes,7,,,
Wayne,PAUPACK TOWNSHIP,U.S. Senate,,DEM,ROBERT P CASEY JR,826,326,495,5
Wayne,PAUPACK TOWNSHIP,U.S. Senate,,REP,DAVE MCCORMICK,1636,990,632,14
Wayne,PAUPACK TOWNSHIP,U.S. Senate,,LIB,JOHN C THOMAS,19,13,5,1
Wayne,PAUPACK TOWNSHIP,U.S. Senate,,GRN,LEILA HAZOU,10,9,1,0
Wayne,PAUPACK TOWNSHIP,U.S. Senate,,CST,MARTY SELKER,5,4,1,0
Wayne,PAUPACK TOWNSHIP,U.S. Senate,,,Write-ins,0,0,0,0
Wayne,PAUPACK TOWNSHIP,U.S. Senate,,,Over Votes,0,,,
Wayne,PAUPACK TOWNSHIP,U.S. Senate,,,Under Votes,25,,,
Wayne,PAUPACK TOWNSHIP,ATTORNEY GENERAL,,DEM,EUGENE DEPASQUALE,753,299,447,7
Wayne,PAUPACK TOWNSHIP,ATTORNEY GENERAL,,REP,DAVE SUNDAY,1659,987,659,13
Wayne,PAUPACK TOWNSHIP,ATTORNEY GENERAL,,LIB,ROBERT COWBURN,25,16,8,1
Wayne,PAUPACK TOWNSHIP,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,15,13,2,0
Wayne,PAUPACK TOWNSHIP,ATTORNEY GENERAL,,CST,JUSTIN L MAGILL,9,7,2,0
Wayne,PAUPACK TOWNSHIP,ATTORNEY GENERAL,,FWD,ERIC L SETTLE,4,2,2,0
Wayne,PAUPACK TOWNSHIP,ATTORNEY GENERAL,,,Write-ins,2,1,1,0
Wayne,PAUPACK TOWNSHIP,ATTORNEY GENERAL,,,Over Votes,3,,,
Wayne,PAUPACK TOWNSHIP,ATTORNEY GENERAL,,,Under Votes,44,,,
Wayne,PAUPACK TOWNSHIP,AUDITOR GENERAL,,DEM,MALCOLM KENYATTA,708,277,426,5
Wayne,PAUPACK TOWNSHIP,AUDITOR GENERAL,,REP,TIM DEFOOR,1674,985,673,16
Wayne,PAUPACK TOWNSHIP,AUDITOR GENERAL,,LIB,REECE SMITH,30,23,7,0
Wayne,PAUPACK TOWNSHIP,AUDITOR GENERAL,,ASP,ERIC K ANTON,8,6,2,0
Wayne,PAUPACK TOWNSHIP,AUDITOR GENERAL,,CST,BOB GOODRICH,27,20,7,0
Wayne,PAUPACK TOWNSHIP,AUDITOR GENERAL,,,Write-ins,1,0,1,0
Wayne,PAUPACK TOWNSHIP,AUDITOR GENERAL,,,Over Votes,0,,,
Wayne,PAUPACK TOWNSHIP,AUDITOR GENERAL,,,Under Votes,66,,,
Wayne,PAUPACK TOWNSHIP,STATE TREASURER,,DEM,ERIN MCCLELLAND,698,269,425,4
Wayne,PAUPACK TOWNSHIP,STATE TREASURER,,REP,STACY GARRITY,1690,1003,671,16
Wayne,PAUPACK TOWNSHIP,STATE TREASURER,,LIB,NICKOLAS CIESIELSKI,34,22,11,1
Wayne,PAUPACK TOWNSHIP,STATE TREASURER,,CST,TROY BOWMAN,19,15,4,0
Wayne,PAUPACK TOWNSHIP,STATE TREASURER,,FWD,CHRIS FOSTER,3,2,1,0
Wayne,PAUPACK TOWNSHIP,STATE TREASURER,,,Write-ins,1,0,1,0
Wayne,PAUPACK TOWNSHIP,STATE TREASURER,,,Over Votes,2,,,
Wayne,PAUPACK TOWNSHIP,STATE TREASURER,,,Under Votes,67,,,
Wayne,PAUPACK TOWNSHIP,U.S. House,8,DEM,MATT CARTWRIGHT,854,343,505,6
Wayne,PAUPACK TOWNSHIP,U.S. House,8,REP,ROB BRESNAHAN JR,1634,991,629,14
Wayne,PAUPACK TOWNSHIP,U.S. House,8,,Write-ins,1,1,0,0
Wayne,PAUPACK TOWNSHIP,U.S. House,8,,Over Votes,0,,,
Wayne,PAUPACK TOWNSHIP,U.S. House,8,,Under Votes,32,,,
Wayne,PAUPACK TOWNSHIP,State House,139,DEM,ROBIN SCHOOLEY SKIBBER,756,321,426,9
Wayne,PAUPACK TOWNSHIP,State House,139,REP,JEFF OLSOMMER,1698,1000,687,11
Wayne,PAUPACK TOWNSHIP,State House,139,,Write-ins,3,2,1,0
Wayne,PAUPACK TOWNSHIP,State House,139,,Over Votes,0,,,
Wayne,PAUPACK TOWNSHIP,State House,139,,Under Votes,57,,,
Wayne,PRESTON TOWNSHIP,Registered Voters,,,,796,,,
Wayne,PRESTON TOWNSHIP,Ballots Cast,,,,622,,,
Wayne,PRESTON TOWNSHIP,President,,DEM,KAMALA D HARRIS,175,87,88,0
Wayne,PRESTON TOWNSHIP,President,,REP,DONALD J TRUMP,436,359,77,0
Wayne,PRESTON TOWNSHIP,President,,LIB,CHASE OLIVER,2,1,1,0
Wayne,PRESTON TOWNSHIP,President,,GRN,JILL STEIN,3,2,1,0
Wayne,PRESTON TOWNSHIP,President,,,Write-ins,4,3,1,0
Wayne,PRESTON TOWNSHIP,President,,,Over Votes,0,,,
Wayne,PRESTON TOWNSHIP,President,,,Under Votes,2,,,
Wayne,PRESTON TOWNSHIP,U.S. Senate,,DEM,ROBERT P CASEY JR,177,95,82,0
Wayne,PRESTON TOWNSHIP,U.S. Senate,,REP,DAVE MCCORMICK,426,347,79,0
Wayne,PRESTON TOWNSHIP,U.S. Senate,,LIB,JOHN C THOMAS,7,6,1,0
Wayne,PRESTON TOWNSHIP,U.S. Senate,,GRN,LEILA HAZOU,2,0,2,0
Wayne,PRESTON TOWNSHIP,U.S. Senate,,CST,MARTY SELKER,2,2,0,0
Wayne,PRESTON TOWNSHIP,U.S. Senate,,,Write-ins,0,0,0,0
Wayne,PRESTON TOWNSHIP,U.S. Senate,,,Over Votes,0,,,
Wayne,PRESTON TOWNSHIP,U.S. Senate,,,Under Votes,8,,,
Wayne,PRESTON TOWNSHIP,ATTORNEY GENERAL,,DEM,EUGENE DEPASQUALE,163,82,81,0
Wayne,PRESTON TOWNSHIP,ATTORNEY GENERAL,,REP,DAVE SUNDAY,422,343,79,0
Wayne,PRESTON TOWNSHIP,ATTORNEY GENERAL,,LIB,ROBERT COWBURN,17,15,2,0
Wayne,PRESTON TOWNSHIP,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,5,4,1,0
Wayne,PRESTON TOWNSHIP,ATTORNEY GENERAL,,CST,JUSTIN L MAGILL,3,3,0,0
Wayne,PRESTON TOWNSHIP,ATTORNEY GENERAL,,FWD,ERIC L SETTLE,1,0,1,0
Wayne,PRESTON TOWNSHIP,ATTORNEY GENERAL,,,Write-ins,0,0,0,0
Wayne,PRESTON TOWNSHIP,ATTORNEY GENERAL,,,Over Votes,0,,,
Wayne,PRESTON TOWNSHIP,ATTORNEY GENERAL,,,Under Votes,11,,,
Wayne,PRESTON TOWNSHIP,AUDITOR GENERAL,,DEM,MALCOLM KENYATTA,158,79,79,0
Wayne,PRESTON TOWNSHIP,AUDITOR GENERAL,,REP,TIM DEFOOR,420,338,82,0
Wayne,PRESTON TOWNSHIP,AUDITOR GENERAL,,LIB,REECE SMITH,17,16,1,0
Wayne,PRESTON TOWNSHIP,AUDITOR GENERAL,,ASP,ERIC K ANTON,1,1,0,0
Wayne,PRESTON TOWNSHIP,AUDITOR GENERAL,,CST,BOB GOODRICH,7,6,1,0
Wayne,PRESTON TOWNSHIP,AUDITOR GENERAL,,,Write-ins,1,0,1,0
Wayne,PRESTON TOWNSHIP,AUDITOR GENERAL,,,Over Votes,0,,,
Wayne,PRESTON TOWNSHIP,AUDITOR GENERAL,,,Under Votes,18,,,
Wayne,PRESTON TOWNSHIP,STATE TREASURER,,DEM,ERIN MCCLELLAND,153,75,78,0
Wayne,PRESTON TOWNSHIP,STATE TREASURER,,REP,STACY GARRITY,427,342,85,0
Wayne,PRESTON TOWNSHIP,STATE TREASURER,,LIB,NICKOLAS CIESIELSKI,15,15,0,0
Wayne,PRESTON TOWNSHIP,STATE TREASURER,,CST,TROY BOWMAN,6,6,0,0
Wayne,PRESTON TOWNSHIP,STATE TREASURER,,FWD,CHRIS FOSTER,1,0,1,0
Wayne,PRESTON TOWNSHIP,STATE TREASURER,,,Write-ins,0,0,0,0
Wayne,PRESTON TOWNSHIP,STATE TREASURER,,,Over Votes,0,,,
Wayne,PRESTON TOWNSHIP,STATE TREASURER,,,Under Votes,20,,,
Wayne,PRESTON TOWNSHIP,U.S. House,8,DEM,MATT CARTWRIGHT,177,93,84,0
Wayne,PRESTON TOWNSHIP,U.S. House,8,REP,ROB BRESNAHAN JR,433,352,81,0
Wayne,PRESTON TOWNSHIP,U.S. House,8,,Write-ins,0,0,0,0
Wayne,PRESTON TOWNSHIP,U.S. House,8,,Over Votes,0,,,
Wayne,PRESTON TOWNSHIP,U.S. House,8,,Under Votes,12,,,
Wayne,PRESTON TOWNSHIP,State House,111,REP,JONATHAN FRITZ,518,405,113,0
Wayne,PRESTON TOWNSHIP,State House,111,,Write-ins,16,9,7,0
Wayne,PRESTON TOWNSHIP,State House,111,,Over Votes,0,,,
Wayne,PRESTON TOWNSHIP,State House,111,,Under Votes,88,,,
Wayne,PROMPTON BOROUGH,Registered Voters,,,,184,,,
Wayne,PROMPTON BOROUGH,Ballots Cast,,,,152,,,
Wayne,PROMPTON BOROUGH,President,,DEM,KAMALA D HARRIS,35,20,15,0
Wayne,PROMPTON BOROUGH,President,,REP,DONALD J TRUMP,116,105,11,0
Wayne,PROMPTON BOROUGH,President,,LIB,CHASE OLIVER,1,1,0,0
Wayne,PROMPTON BOROUGH,President,,GRN,JILL STEIN,0,0,0,0
Wayne,PROMPTON BOROUGH,President,,,Write-ins,0,0,0,0
Wayne,PROMPTON BOROUGH,President,,,Over Votes,0,,,
Wayne,PROMPTON BOROUGH,President,,,Under Votes,0,,,
Wayne,PROMPTON BOROUGH,U.S. Senate,,DEM,ROBERT P CASEY JR,38,23,15,0
Wayne,PROMPTON BOROUGH,U.S. Senate,,REP,DAVE MCCORMICK,110,99,11,0
Wayne,PROMPTON BOROUGH,U.S. Senate,,LIB,JOHN C THOMAS,2,2,0,0
Wayne,PROMPTON BOROUGH,U.S. Senate,,GRN,LEILA HAZOU,1,1,0,0
Wayne,PROMPTON BOROUGH,U.S. Senate,,CST,MARTY SELKER,0,0,0,0
Wayne,PROMPTON BOROUGH,U.S. Senate,,,Write-ins,0,0,0,0
Wayne,PROMPTON BOROUGH,U.S. Senate,,,Over Votes,0,,,
Wayne,PROMPTON BOROUGH,U.S. Senate,,,Under Votes,1,,,
Wayne,PROMPTON BOROUGH,ATTORNEY GENERAL,,DEM,EUGENE DEPASQUALE,33,18,15,0
Wayne,PROMPTON BOROUGH,ATTORNEY GENERAL,,REP,DAVE SUNDAY,114,103,11,0
Wayne,PROMPTON BOROUGH,ATTORNEY GENERAL,,LIB,ROBERT COWBURN,1,1,0,0
Wayne,PROMPTON BOROUGH,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,2,2,0,0
Wayne,PROMPTON BOROUGH,ATTORNEY GENERAL,,CST,JUSTIN L MAGILL,0,0,0,0
Wayne,PROMPTON BOROUGH,ATTORNEY GENERAL,,FWD,ERIC L SETTLE,0,0,0,0
Wayne,PROMPTON BOROUGH,ATTORNEY GENERAL,,,Write-ins,0,0,0,0
Wayne,PROMPTON BOROUGH,ATTORNEY GENERAL,,,Over Votes,0,,,
Wayne,PROMPTON BOROUGH,ATTORNEY GENERAL,,,Under Votes,2,,,
Wayne,PROMPTON BOROUGH,AUDITOR GENERAL,,DEM,MALCOLM KENYATTA,28,14,14,0
Wayne,PROMPTON BOROUGH,AUDITOR GENERAL,,REP,TIM DEFOOR,113,103,10,0
Wayne,PROMPTON BOROUGH,AUDITOR GENERAL,,LIB,REECE SMITH,0,0,0,0
Wayne,PROMPTON BOROUGH,AUDITOR GENERAL,,ASP,ERIC K ANTON,0,0,0,0
Wayne,PROMPTON BOROUGH,AUDITOR GENERAL,,CST,BOB GOODRICH,3,2,1,0
Wayne,PROMPTON BOROUGH,AUDITOR GENERAL,,,Write-ins,0,0,0,0
Wayne,PROMPTON BOROUGH,AUDITOR GENERAL,,,Over Votes,0,,,
Wayne,PROMPTON BOROUGH,AUDITOR GENERAL,,,Under Votes,8,,,
Wayne,PROMPTON BOROUGH,STATE TREASURER,,DEM,ERIN MCCLELLAND,29,16,13,0
Wayne,PROMPTON BOROUGH,STATE TREASURER,,REP,STACY GARRITY,115,103,12,0
Wayne,PROMPTON BOROUGH,STATE TREASURER,,LIB,NICKOLAS CIESIELSKI,1,0,1,0
Wayne,PROMPTON BOROUGH,STATE TREASURER,,CST,TROY BOWMAN,1,1,0,0
Wayne,PROMPTON BOROUGH,STATE TREASURER,,FWD,CHRIS FOSTER,0,0,0,0
Wayne,PROMPTON BOROUGH,STATE TREASURER,,,Write-ins,0,0,0,0
Wayne,PROMPTON BOROUGH,STATE TREASURER,,,Over Votes,0,,,
Wayne,PROMPTON BOROUGH,STATE TREASURER,,,Under Votes,6,,,
Wayne,PROMPTON BOROUGH,U.S. House,8,DEM,MATT CARTWRIGHT,36,21,15,0
Wayne,PROMPTON BOROUGH,U.S. House,8,REP,ROB BRESNAHAN JR,111,100,11,0
Wayne,PROMPTON BOROUGH,U.S. House,8,,Write-ins,0,0,0,0
Wayne,PROMPTON BOROUGH,U.S. House,8,,Over Votes,0,,,
Wayne,PROMPTON BOROUGH,U.S. House,8,,Under Votes,5,,,
Wayne,PROMPTON BOROUGH,State House,111,REP,JONATHAN FRITZ,131,113,18,0
Wayne,PROMPTON BOROUGH,State House,111,,Write-ins,3,2,1,0
Wayne,PROMPTON BOROUGH,State House,111,,Over Votes,0,,,
Wayne,PROMPTON BOROUGH,State House,111,,Under Votes,18,,,
Wayne,SALEM TOWNSHIP,Registered Voters,,,,3235,,,
Wayne,SALEM TOWNSHIP,Ballots Cast,,,,2522,,,
Wayne,SALEM TOWNSHIP,President,,DEM,KAMALA D HARRIS,777,424,349,4
Wayne,SALEM TOWNSHIP,President,,REP,DONALD J TRUMP,1709,1254,441,14
Wayne,SALEM TOWNSHIP,President,,LIB,CHASE OLIVER,11,7,4,0
Wayne,SALEM TOWNSHIP,President,,GRN,JILL STEIN,9,9,0,0
Wayne,SALEM TOWNSHIP,President,,,Write-ins,5,2,3,0
Wayne,SALEM TOWNSHIP,President,,,Over Votes,4,,,
Wayne,SALEM TOWNSHIP,President,,,Under Votes,7,,,
Wayne,SALEM TOWNSHIP,U.S. Senate,,DEM,ROBERT P CASEY JR,794,438,351,5
Wayne,SALEM TOWNSHIP,U.S. Senate,,REP,DAVE MCCORMICK,1640,1202,425,13
Wayne,SALEM TOWNSHIP,U.S. Senate,,LIB,JOHN C THOMAS,32,23,9,0
Wayne,SALEM TOWNSHIP,U.S. Senate,,GRN,LEILA HAZOU,14,10,4,0
Wayne,SALEM TOWNSHIP,U.S. Senate,,CST,MARTY SELKER,11,9,2,0
Wayne,SALEM TOWNSHIP,U.S. Senate,,,Write-ins,4,2,2,0
Wayne,SALEM TOWNSHIP,U.S. Senate,,,Over Votes,0,,,
Wayne,SALEM TOWNSHIP,U.S. Senate,,,Under Votes,27,,,
Wayne,SALEM TOWNSHIP,ATTORNEY GENERAL,,DEM,EUGENE DEPASQUALE,724,394,328,2
Wayne,SALEM TOWNSHIP,ATTORNEY GENERAL,,REP,DAVE SUNDAY,1666,1210,442,14
Wayne,SALEM TOWNSHIP,ATTORNEY GENERAL,,LIB,ROBERT COWBURN,27,20,7,0
Wayne,SALEM TOWNSHIP,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,18,15,3,0
Wayne,SALEM TOWNSHIP,ATTORNEY GENERAL,,CST,JUSTIN L MAGILL,18,15,2,1
Wayne,SALEM TOWNSHIP,ATTORNEY GENERAL,,FWD,ERIC L SETTLE,4,4,0,0
Wayne,SALEM TOWNSHIP,ATTORNEY GENERAL,,,Write-ins,6,3,3,0
Wayne,SALEM TOWNSHIP,ATTORNEY GENERAL,,,Over Votes,0,,,
Wayne,SALEM TOWNSHIP,ATTORNEY GENERAL,,,Under Votes,59,,,
Wayne,SALEM TOWNSHIP,AUDITOR GENERAL,,DEM,MALCOLM KENYATTA,679,355,321,3
Wayne,SALEM TOWNSHIP,AUDITOR GENERAL,,REP,TIM DEFOOR,1672,1211,448,13
Wayne,SALEM TOWNSHIP,AUDITOR GENERAL,,LIB,REECE SMITH,39,34,4,1
Wayne,SALEM TOWNSHIP,AUDITOR GENERAL,,ASP,ERIC K ANTON,8,8,0,0
Wayne,SALEM TOWNSHIP,AUDITOR GENERAL,,CST,BOB GOODRICH,24,19,5,0
Wayne,SALEM TOWNSHIP,AUDITOR GENERAL,,,Write-ins,5,2,3,0
Wayne,SALEM TOWNSHIP,AUDITOR GENERAL,,,Over Votes,1,,,
Wayne,SALEM TOWNSHIP,AUDITOR GENERAL,,,Under Votes,94,,,
Wayne,SALEM TOWNSHIP,STATE TREASURER,,DEM,ERIN MCCLELLAND,684,362,319,3
Wayne,SALEM TOWNSHIP,STATE TREASURER,,REP,STACY GARRITY,1685,1221,451,13
Wayne,SALEM TOWNSHIP,STATE TREASURER,,LIB,NICKOLAS CIESIELSKI,30,25,5,0
Wayne,SALEM TOWNSHIP,STATE TREASURER,,CST,TROY BOWMAN,23,17,5,1
Wayne,SALEM TOWNSHIP,STATE TREASURER,,FWD,CHRIS FOSTER,13,11,2,0
Wayne,SALEM TOWNSHIP,STATE TREASURER,,,Write-ins,4,3,1,0
Wayne,SALEM TOWNSHIP,STATE TREASURER,,,Over Votes,0,,,
Wayne,SALEM TOWNSHIP,STATE TREASURER,,,Under Votes,83,,,
Wayne,SALEM TOWNSHIP,U.S. House,8,DEM,MATT CARTWRIGHT,838,464,369,5
Wayne,SALEM TOWNSHIP,U.S. House,8,REP,ROB BRESNAHAN JR,1623,1190,420,13
Wayne,SALEM TOWNSHIP,U.S. House,8,,Write-ins,10,7,3,0
Wayne,SALEM TOWNSHIP,U.S. House,8,,Over Votes,0,,,
Wayne,SALEM TOWNSHIP,U.S. House,8,,Under Votes,51,,,
Wayne,SALEM TOWNSHIP,State House,139,DEM,ROBIN SCHOOLEY SKIBBER,668,361,304,3
Wayne,SALEM TOWNSHIP,State House,139,REP,JEFF OLSOMMER,1754,1269,470,15
Wayne,SALEM TOWNSHIP,State House,139,,Write-ins,8,5,3,0
Wayne,SALEM TOWNSHIP,State House,139,,Over Votes,0,,,
Wayne,SALEM TOWNSHIP,State House,139,,Under Votes,92,,,
Wayne,SCOTT TOWNSHIP,Registered Voters,,,,315,,,
Wayne,SCOTT TOWNSHIP,Ballots Cast,,,,237,,,
Wayne,SCOTT TOWNSHIP,President,,DEM,KAMALA D HARRIS,45,23,21,1
Wayne,SCOTT TOWNSHIP,President,,REP,DONALD J TRUMP,191,165,25,1
Wayne,SCOTT TOWNSHIP,President,,LIB,CHASE OLIVER,0,0,0,0
Wayne,SCOTT TOWNSHIP,President,,GRN,JILL STEIN,0,0,0,0
Wayne,SCOTT TOWNSHIP,President,,,Write-ins,1,1,0,0
Wayne,SCOTT TOWNSHIP,President,,,Over Votes,0,,,
Wayne,SCOTT TOWNSHIP,President,,,Under Votes,0,,,
Wayne,SCOTT TOWNSHIP,U.S. Senate,,DEM,ROBERT P CASEY JR,48,27,20,1
Wayne,SCOTT TOWNSHIP,U.S. Senate,,REP,DAVE MCCORMICK,182,157,24,1
Wayne,SCOTT TOWNSHIP,U.S. Senate,,LIB,JOHN C THOMAS,1,1,0,0
Wayne,SCOTT TOWNSHIP,U.S. Senate,,GRN,LEILA HAZOU,1,0,1,0
Wayne,SCOTT TOWNSHIP,U.S. Senate,,CST,MARTY SELKER,2,1,1,0
Wayne,SCOTT TOWNSHIP,U.S. Senate,,,Write-ins,0,0,0,0
Wayne,SCOTT TOWNSHIP,U.S. Senate,,,Over Votes,0,,,
Wayne,SCOTT TOWNSHIP,U.S. Senate,,,Under Votes,3,,,
Wayne,SCOTT TOWNSHIP,ATTORNEY GENERAL,,DEM,EUGENE DEPASQUALE,46,24,21,1
Wayne,SCOTT TOWNSHIP,ATTORNEY GENERAL,,REP,DAVE SUNDAY,178,154,23,1
Wayne,SCOTT TOWNSHIP,ATTORNEY GENERAL,,LIB,ROBERT COWBURN,5,5,0,0
Wayne,SCOTT TOWNSHIP,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,0,0,0,0
Wayne,SCOTT TOWNSHIP,ATTORNEY GENERAL,,CST,JUSTIN L MAGILL,3,1,2,0
Wayne,SCOTT TOWNSHIP,ATTORNEY GENERAL,,FWD,ERIC L SETTLE,0,0,0,0
Wayne,SCOTT TOWNSHIP,ATTORNEY GENERAL,,,Write-ins,0,0,0,0
Wayne,SCOTT TOWNSHIP,ATTORNEY GENERAL,,,Over Votes,0,,,
Wayne,SCOTT TOWNSHIP,ATTORNEY GENERAL,,,Under Votes,5,,,
Wayne,SCOTT TOWNSHIP,AUDITOR GENERAL,,DEM,MALCOLM KENYATTA,35,17,17,1
Wayne,SCOTT TOWNSHIP,AUDITOR GENERAL,,REP,TIM DEFOOR,179,151,27,1
Wayne,SCOTT TOWNSHIP,AUDITOR GENERAL,,LIB,REECE SMITH,5,5,0,0
Wayne,SCOTT TOWNSHIP,AUDITOR GENERAL,,ASP,ERIC K ANTON,0,0,0,0
Wayne,SCOTT TOWNSHIP,AUDITOR GENERAL,,CST,BOB GOODRICH,6,4,2,0
Wayne,SCOTT TOWNSHIP,AUDITOR GENERAL,,,Write-ins,0,0,0,0
Wayne,SCOTT TOWNSHIP,AUDITOR GENERAL,,,Over Votes,0,,,
Wayne,SCOTT TOWNSHIP,AUDITOR GENERAL,,,Under Votes,12,,,
Wayne,SCOTT TOWNSHIP,STATE TREASURER,,DEM,ERIN MCCLELLAND,37,20,16,1
Wayne,SCOTT TOWNSHIP,STATE TREASURER,,REP,STACY GARRITY,179,153,25,1
Wayne,SCOTT TOWNSHIP,STATE TREASURER,,LIB,NICKOLAS CIESIELSKI,5,4,1,0
Wayne,SCOTT TOWNSHIP,STATE TREASURER,,CST,TROY BOWMAN,3,2,1,0
Wayne,SCOTT TOWNSHIP,STATE TREASURER,,FWD,CHRIS FOSTER,1,0,1,0
Wayne,SCOTT TOWNSHIP,STATE TREASURER,,,Write-ins,0,0,0,0
Wayne,SCOTT TOWNSHIP,STATE TREASURER,,,Over Votes,0,,,
Wayne,SCOTT TOWNSHIP,STATE TREASURER,,,Under Votes,12,,,
Wayne,SCOTT TOWNSHIP,U.S. House,8,DEM,MATT CARTWRIGHT,51,28,22,1
Wayne,SCOTT TOWNSHIP,U.S. House,8,REP,ROB BRESNAHAN JR,178,153,24,1
Wayne,SCOTT TOWNSHIP,U.S. House,8,,Write-ins,1,1,0,0
Wayne,SCOTT TOWNSHIP,U.S. House,8,,Over Votes,0,,,
Wayne,SCOTT TOWNSHIP,U.S. House,8,,Under Votes,7,,,
Wayne,SCOTT TOWNSHIP,State House,111,REP,JONATHAN FRITZ,204,171,32,1
Wayne,SCOTT TOWNSHIP,State House,111,,Write-ins,3,1,2,0
Wayne,SCOTT TOWNSHIP,State House,111,,Over Votes,0,,,
Wayne,SCOTT TOWNSHIP,State House,111,,Under Votes,30,,,
Wayne,SOUTH CANAAN TOWNSHIP,Registered Voters,,,,1339,,,
Wayne,SOUTH CANAAN TOWNSHIP,Ballots Cast,,,,1071,,,
Wayne,SOUTH CANAAN TOWNSHIP,President,,DEM,KAMALA D HARRIS,273,160,112,1
Wayne,SOUTH CANAAN TOWNSHIP,President,,REP,DONALD J TRUMP,789,636,147,6
Wayne,SOUTH CANAAN TOWNSHIP,President,,LIB,CHASE OLIVER,1,1,0,0
Wayne,SOUTH CANAAN TOWNSHIP,President,,GRN,JILL STEIN,2,2,0,0
Wayne,SOUTH CANAAN TOWNSHIP,President,,,Write-ins,3,2,1,0
Wayne,SOUTH CANAAN TOWNSHIP,President,,,Over Votes,1,,,
Wayne,SOUTH CANAAN TOWNSHIP,President,,,Under Votes,2,,,
Wayne,SOUTH CANAAN TOWNSHIP,U.S. Senate,,DEM,ROBERT P CASEY JR,283,170,112,1
Wayne,SOUTH CANAAN TOWNSHIP,U.S. Senate,,REP,DAVE MCCORMICK,755,611,139,5
Wayne,SOUTH CANAAN TOWNSHIP,U.S. Senate,,LIB,JOHN C THOMAS,16,13,2,1
Wayne,SOUTH CANAAN TOWNSHIP,U.S. Senate,,GRN,LEILA HAZOU,5,1,4,0
Wayne,SOUTH CANAAN TOWNSHIP,U.S. Senate,,CST,MARTY SELKER,3,3,0,0
Wayne,SOUTH CANAAN TOWNSHIP,U.S. Senate,,,Write-ins,1,1,0,0
Wayne,SOUTH CANAAN TOWNSHIP,U.S. Senate,,,Over Votes,0,,,
Wayne,SOUTH CANAAN TOWNSHIP,U.S. Senate,,,Under Votes,8,,,
Wayne,SOUTH CANAAN TOWNSHIP,ATTORNEY GENERAL,,DEM,EUGENE DEPASQUALE,256,150,105,1
Wayne,SOUTH CANAAN TOWNSHIP,ATTORNEY GENERAL,,REP,DAVE SUNDAY,763,612,146,5
Wayne,SOUTH CANAAN TOWNSHIP,ATTORNEY GENERAL,,LIB,ROBERT COWBURN,22,18,3,1
