county,precinct,office,district,party,candidate,votes,election_day,mail,provisional,federal
Centre,36-BENNER NORTH,ATTORNEY GENERAL,,,Not Assigned,0,0,0,0,0
Centre,36-BENNER NORTH,ATTORNEY GENERAL,,,Over Votes,0,0,0,0,0
Centre,36-BENNER NORTH,ATTORNEY GENERAL,,,Under Votes,14,12,2,0,0
Centre,36-BENNER NORTH,AUDITOR GENERAL,,DEM,NINA AHMAD,380,133,242,5,0
Centre,36-BENNER NORTH,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,833,659,168,6,0
Centre,36-BENNER NORTH,AUDITOR GENERAL,,LIB,JENNIFER MOORE,47,35,12,0,0
Centre,36-BENNER NORTH,AUDITOR GENERAL,,GRN,OLIVIA FAISON,14,9,5,0,0
Centre,36-BENNER NORTH,AUDITOR GENERAL,,,Write-ins,0,0,0,0,0
Centre,36-BENNER NORTH,AUDITOR GENERAL,,,Not Assigned,0,0,0,0,0
Centre,36-BENNER NORTH,AUDITOR GENERAL,,,Over Votes,0,0,0,0,0
Centre,36-BENNER NORTH,AUDITOR GENERAL,,,Under Votes,30,24,5,1,0
Centre,36-BENNER NORTH,STATE TREASURER,,DEM,JOE TORSELLA,412,150,257,5,0
Centre,36-BENNER NORTH,STATE TREASURER,,REP,STACY L GARRITY,836,672,157,7,0
Centre,36-BENNER NORTH,STATE TREASURER,,LIB,JOE SOLOSKI,26,17,9,0,0
Centre,36-BENNER NORTH,STATE TREASURER,,GRN,TIMOTHY RUNKLE,6,3,3,0,0
Centre,36-BENNER NORTH,STATE TREASURER,,,Write-ins,0,0,0,0,0
Centre,36-BENNER NORTH,STATE TREASURER,,,Not Assigned,0,0,0,0,0
Centre,36-BENNER NORTH,STATE TREASURER,,,Over Votes,0,0,0,0,0
Centre,36-BENNER NORTH,STATE TREASURER,,,Under Votes,24,18,6,0,0
Centre,36-BENNER NORTH,U.S. House,15,DEM,ROBERT WILLIAMS,384,149,231,4,0
Centre,36-BENNER NORTH,U.S. House,15,REP,GLENN GT THOMPSON,902,699,195,8,0
Centre,36-BENNER NORTH,U.S. House,15,,Write-ins,1,0,1,0,0
Centre,36-BENNER NORTH,U.S. House,15,,Not Assigned,1,0,1,0,0
Centre,36-BENNER NORTH,U.S. House,15,,Over Votes,0,0,0,0,0
Centre,36-BENNER NORTH,U.S. House,15,,Under Votes,17,12,5,0,0
Centre,36-BENNER NORTH,State Assembly,76,DEM,JOE WALTZ,412,150,258,4,0
Centre,36-BENNER NORTH,State Assembly,76,REP,STEPHANIE BOROWICZ,874,697,169,8,0
Centre,36-BENNER NORTH,State Assembly,76,,Write-ins,2,0,2,0,0
Centre,36-BENNER NORTH,State Assembly,76,,Not Assigned,2,0,2,0,0
Centre,36-BENNER NORTH,State Assembly,76,,Over Votes,0,0,0,0,0
Centre,36-BENNER NORTH,State Assembly,76,,Under Votes,16,13,3,0,0
Centre,37-BENNER SOUTH,Registered Voters,,,,1946,,,,
Centre,37-BENNER SOUTH,Ballots Cast,,,,1653,868,773,12,0
Centre,37-BENNER SOUTH,Ballots Cast - Blank,,,,0,0,0,0,0
Centre,37-BENNER SOUTH,President,,DEM,Joseph R. Biden,653,177,472,4,0
Centre,37-BENNER SOUTH,President,,REP,Donald J. Trump,956,679,269,8,0
Centre,37-BENNER SOUTH,President,,LIB,Jo Jorgensen,23,7,16,0,0
Centre,37-BENNER SOUTH,President,,,Write-ins,12,3,9,0,0
Centre,37-BENNER SOUTH,President,,,Write-In: Andrew Yang & variations,0,0,0,0,0
Centre,37-BENNER SOUTH,President,,,Write-In: Brian Carroll & variations,1,1,0,0,0
Centre,37-BENNER SOUTH,President,,,Write-In: Jade Simmons & variations,0,0,0,0,0
Centre,37-BENNER SOUTH,President,,,Write-In: Scattered,7,2,5,0,0
Centre,37-BENNER SOUTH,President,,,Write-In: Bernie Sanders & variations,1,0,1,0,0
Centre,37-BENNER SOUTH,President,,,Write-In: Howie Hawkins & variations,3,0,3,0,0
Centre,37-BENNER SOUTH,President,,,Not Assigned,0,0,0,0,0
Centre,37-BENNER SOUTH,President,,,Over Votes,1,0,1,0,0
Centre,37-BENNER SOUTH,President,,,Under Votes,8,2,6,0,0
Centre,37-BENNER SOUTH,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,641,182,457,2,0
Centre,37-BENNER SOUTH,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,928,642,277,9,0
Centre,37-BENNER SOUTH,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,37,21,16,0,0
Centre,37-BENNER SOUTH,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,23,9,14,0,0
Centre,37-BENNER SOUTH,ATTORNEY GENERAL,,,Write-ins,0,0,0,0,0
Centre,37-BENNER SOUTH,ATTORNEY GENERAL,,,Not Assigned,0,0,0,0,0
Centre,37-BENNER SOUTH,ATTORNEY GENERAL,,,Over Votes,1,0,1,0,0
Centre,37-BENNER SOUTH,ATTORNEY GENERAL,,,Under Votes,23,14,8,1,0
Centre,37-BENNER SOUTH,AUDITOR GENERAL,,DEM,NINA AHMAD,529,133,394,2,0
Centre,37-BENNER SOUTH,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,998,670,319,9,0
Centre,37-BENNER SOUTH,AUDITOR GENERAL,,LIB,JENNIFER MOORE,65,34,31,0,0
Centre,37-BENNER SOUTH,AUDITOR GENERAL,,GRN,OLIVIA FAISON,26,8,18,0,0
Centre,37-BENNER SOUTH,AUDITOR GENERAL,,,Write-ins,1,1,0,0,0
Centre,37-BENNER SOUTH,AUDITOR GENERAL,,,Not Assigned,1,1,0,0,0
Centre,37-BENNER SOUTH,AUDITOR GENERAL,,,Over Votes,1,0,1,0,0
Centre,37-BENNER SOUTH,AUDITOR GENERAL,,,Under Votes,33,22,10,1,0
Centre,37-BENNER SOUTH,STATE TREASURER,,DEM,JOE TORSELLA,599,169,427,3,0
Centre,37-BENNER SOUTH,STATE TREASURER,,REP,STACY L GARRITY,954,655,291,8,0
Centre,37-BENNER SOUTH,STATE TREASURER,,LIB,JOE SOLOSKI,45,19,26,0,0
Centre,37-BENNER SOUTH,STATE TREASURER,,GRN,TIMOTHY RUNKLE,25,8,17,0,0
Centre,37-BENNER SOUTH,STATE TREASURER,,,Write-ins,0,0,0,0,0
Centre,37-BENNER SOUTH,STATE TREASURER,,,Not Assigned,0,0,0,0,0
Centre,37-BENNER SOUTH,STATE TREASURER,,,Over Votes,0,0,0,0,0
Centre,37-BENNER SOUTH,STATE TREASURER,,,Under Votes,30,17,12,1,0
Centre,37-BENNER SOUTH,U.S. House,15,DEM,ROBERT WILLIAMS,579,153,424,2,0
Centre,37-BENNER SOUTH,U.S. House,15,REP,GLENN GT THOMPSON,1050,700,341,9,0
Centre,37-BENNER SOUTH,U.S. House,15,,Write-ins,4,0,4,0,0
Centre,37-BENNER SOUTH,U.S. House,15,,Not Assigned,4,0,4,0,0
Centre,37-BENNER SOUTH,U.S. House,15,,Over Votes,0,0,0,0,0
Centre,37-BENNER SOUTH,U.S. House,15,,Under Votes,20,15,4,1,0
Centre,37-BENNER SOUTH,State Assembly,76,DEM,JOE WALTZ,607,153,452,2,0
Centre,37-BENNER SOUTH,State Assembly,76,REP,STEPHANIE BOROWICZ,1017,695,313,9,0
Centre,37-BENNER SOUTH,State Assembly,76,,Write-ins,6,1,5,0,0
Centre,37-BENNER SOUTH,State Assembly,76,,Not Assigned,6,1,5,0,0
Centre,37-BENNER SOUTH,State Assembly,76,,Over Votes,0,0,0,0,0
Centre,37-BENNER SOUTH,State Assembly,76,,Under Votes,23,19,3,1,0
Centre,38-BOGGS EAST,Registered Voters,,,,777,,,,
Centre,38-BOGGS EAST,Ballots Cast,,,,643,512,126,5,0
Centre,38-BOGGS EAST,Ballots Cast - Blank,,,,0,0,0,0,0
Centre,38-BOGGS EAST,President,,DEM,Joseph R. Biden,136,66,70,0,0
Centre,38-BOGGS EAST,President,,REP,Donald J. Trump,502,442,56,4,0
Centre,38-BOGGS EAST,President,,LIB,Jo Jorgensen,5,4,0,1,0
Centre,38-BOGGS EAST,President,,,Write-ins,0,0,0,0,0
Centre,38-BOGGS EAST,President,,,Write-In: Andrew Yang & variations,0,0,0,0,0
Centre,38-BOGGS EAST,President,,,Write-In: Brian Carroll & variations,0,0,0,0,0
Centre,38-BOGGS EAST,President,,,Write-In: Jade Simmons & variations,0,0,0,0,0
Centre,38-BOGGS EAST,President,,,Write-In: Scattered,0,0,0,0,0
Centre,38-BOGGS EAST,President,,,Write-In: Bernie Sanders & variations,0,0,0,0,0
Centre,38-BOGGS EAST,President,,,Write-In: Howie Hawkins & variations,0,0,0,0,0
Centre,38-BOGGS EAST,President,,,Not Assigned,0,0,0,0,0
Centre,38-BOGGS EAST,President,,,Over Votes,0,0,0,0,0
Centre,38-BOGGS EAST,President,,,Under Votes,0,0,0,0,0
Centre,38-BOGGS EAST,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,160,88,71,1,0
Centre,38-BOGGS EAST,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,460,409,47,4,0
Centre,38-BOGGS EAST,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,6,4,2,0,0
Centre,38-BOGGS EAST,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,5,4,1,0,0
Centre,38-BOGGS EAST,ATTORNEY GENERAL,,,Write-ins,0,0,0,0,0
Centre,38-BOGGS EAST,ATTORNEY GENERAL,,,Not Assigned,0,0,0,0,0
Centre,38-BOGGS EAST,ATTORNEY GENERAL,,,Over Votes,0,0,0,0,0
Centre,38-BOGGS EAST,ATTORNEY GENERAL,,,Under Votes,12,7,5,0,0
Centre,38-BOGGS EAST,AUDITOR GENERAL,,DEM,NINA AHMAD,119,58,60,1,0
Centre,38-BOGGS EAST,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,486,430,52,4,0
Centre,38-BOGGS EAST,AUDITOR GENERAL,,LIB,JENNIFER MOORE,17,11,6,0,0
Centre,38-BOGGS EAST,AUDITOR GENERAL,,GRN,OLIVIA FAISON,5,4,1,0,0
Centre,38-BOGGS EAST,AUDITOR GENERAL,,,Write-ins,0,0,0,0,0
Centre,38-BOGGS EAST,AUDITOR GENERAL,,,Not Assigned,0,0,0,0,0
Centre,38-BOGGS EAST,AUDITOR GENERAL,,,Over Votes,0,0,0,0,0
Centre,38-BOGGS EAST,AUDITOR GENERAL,,,Under Votes,16,9,7,0,0
Centre,38-BOGGS EAST,STATE TREASURER,,DEM,JOE TORSELLA,147,79,67,1,0
Centre,38-BOGGS EAST,STATE TREASURER,,REP,STACY L GARRITY,465,415,46,4,0
Centre,38-BOGGS EAST,STATE TREASURER,,LIB,JOE SOLOSKI,11,7,4,0,0
Centre,38-BOGGS EAST,STATE TREASURER,,GRN,TIMOTHY RUNKLE,6,4,2,0,0
Centre,38-BOGGS EAST,STATE TREASURER,,,Write-ins,0,0,0,0,0
Centre,38-BOGGS EAST,STATE TREASURER,,,Not Assigned,0,0,0,0,0
Centre,38-BOGGS EAST,STATE TREASURER,,,Over Votes,1,1,0,0,0
Centre,38-BOGGS EAST,STATE TREASURER,,,Under Votes,13,6,7,0,0
Centre,38-BOGGS EAST,U.S. House,15,DEM,ROBERT WILLIAMS,128,61,67,0,0
Centre,38-BOGGS EAST,U.S. House,15,REP,GLENN GT THOMPSON,508,444,59,5,0
Centre,38-BOGGS EAST,U.S. House,15,,Write-ins,0,0,0,0,0
Centre,38-BOGGS EAST,U.S. House,15,,Not Assigned,0,0,0,0,0
Centre,38-BOGGS EAST,U.S. House,15,,Over Votes,0,0,0,0,0
Centre,38-BOGGS EAST,U.S. House,15,,Under Votes,7,7,0,0,0
Centre,38-BOGGS EAST,State Assembly,76,DEM,JOE WALTZ,149,79,69,1,0
Centre,38-BOGGS EAST,State Assembly,76,REP,STEPHANIE BOROWICZ,487,429,54,4,0
Centre,38-BOGGS EAST,State Assembly,76,,Write-ins,0,0,0,0,0
Centre,38-BOGGS EAST,State Assembly,76,,Not Assigned,0,0,0,0,0
Centre,38-BOGGS EAST,State Assembly,76,,Over Votes,0,0,0,0,0
Centre,38-BOGGS EAST,State Assembly,76,,Under Votes,7,4,3,0,0
Centre,39-BOGGS WEST,Registered Voters,,,,1094,,,,
Centre,39-BOGGS WEST,Ballots Cast,,,,928,734,184,10,0
Centre,39-BOGGS WEST,Ballots Cast - Blank,,,,0,0,0,0,0
Centre,39-BOGGS WEST,President,,DEM,Joseph R. Biden,209,92,113,4,0
Centre,39-BOGGS WEST,President,,REP,Donald J. Trump,706,629,71,6,0
Centre,39-BOGGS WEST,President,,LIB,Jo Jorgensen,11,11,0,0,0
Centre,39-BOGGS WEST,President,,,Write-ins,1,1,0,0,0
Centre,39-BOGGS WEST,President,,,Write-In: Andrew Yang & variations,0,0,0,0,0
Centre,39-BOGGS WEST,President,,,Write-In: Brian Carroll & variations,0,0,0,0,0
Centre,39-BOGGS WEST,President,,,Write-In: Jade Simmons & variations,0,0,0,0,0
Centre,39-BOGGS WEST,President,,,Write-In: Scattered,0,0,0,0,0
Centre,39-BOGGS WEST,President,,,Write-In: Bernie Sanders & variations,1,1,0,0,0
Centre,39-BOGGS WEST,President,,,Write-In: Howie Hawkins & variations,0,0,0,0,0
Centre,39-BOGGS WEST,President,,,Not Assigned,0,0,0,0,0
Centre,39-BOGGS WEST,President,,,Over Votes,0,0,0,0,0
Centre,39-BOGGS WEST,President,,,Under Votes,1,1,0,0,0
Centre,39-BOGGS WEST,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,224,116,105,3,0
Centre,39-BOGGS WEST,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,664,585,72,7,0
Centre,39-BOGGS WEST,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,18,16,2,0,0
Centre,39-BOGGS WEST,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,7,4,3,0,0
Centre,39-BOGGS WEST,ATTORNEY GENERAL,,,Write-ins,0,0,0,0,0
Centre,39-BOGGS WEST,ATTORNEY GENERAL,,,Not Assigned,0,0,0,0,0
Centre,39-BOGGS WEST,ATTORNEY GENERAL,,,Over Votes,0,0,0,0,0
Centre,39-BOGGS WEST,ATTORNEY GENERAL,,,Under Votes,15,13,2,0,0
Centre,39-BOGGS WEST,AUDITOR GENERAL,,DEM,NINA AHMAD,200,87,109,4,0
Centre,39-BOGGS WEST,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,666,592,68,6,0
Centre,39-BOGGS WEST,AUDITOR GENERAL,,LIB,JENNIFER MOORE,34,30,4,0,0
Centre,39-BOGGS WEST,AUDITOR GENERAL,,GRN,OLIVIA FAISON,6,6,0,0,0
Centre,39-BOGGS WEST,AUDITOR GENERAL,,,Write-ins,0,0,0,0,0
Centre,39-BOGGS WEST,AUDITOR GENERAL,,,Not Assigned,0,0,0,0,0
Centre,39-BOGGS WEST,AUDITOR GENERAL,,,Over Votes,0,0,0,0,0
Centre,39-BOGGS WEST,AUDITOR GENERAL,,,Under Votes,22,19,3,0,0
Centre,39-BOGGS WEST,STATE TREASURER,,DEM,JOE TORSELLA,220,111,106,3,0
Centre,39-BOGGS WEST,STATE TREASURER,,REP,STACY L GARRITY,663,587,71,5,0
Centre,39-BOGGS WEST,STATE TREASURER,,LIB,JOE SOLOSKI,17,13,3,1,0
Centre,39-BOGGS WEST,STATE TREASURER,,GRN,TIMOTHY RUNKLE,9,6,2,1,0
Centre,39-BOGGS WEST,STATE TREASURER,,,Write-ins,1,1,0,0,0
Centre,39-BOGGS WEST,STATE TREASURER,,,Not Assigned,1,1,0,0,0
Centre,39-BOGGS WEST,STATE TREASURER,,,Over Votes,0,0,0,0,0
Centre,39-BOGGS WEST,STATE TREASURER,,,Under Votes,18,16,2,0,0
Centre,39-BOGGS WEST,U.S. House,15,DEM,ROBERT WILLIAMS,191,84,103,4,0
Centre,39-BOGGS WEST,U.S. House,15,REP,GLENN GT THOMPSON,724,638,80,6,0
Centre,39-BOGGS WEST,U.S. House,15,,Write-ins,0,0,0,0,0
Centre,39-BOGGS WEST,U.S. House,15,,Not Assigned,0,0,0,0,0
Centre,39-BOGGS WEST,U.S. House,15,,Over Votes,0,0,0,0,0
Centre,39-BOGGS WEST,U.S. House,15,,Under Votes,13,12,1,0,0
Centre,39-BOGGS WEST,State Assembly,76,DEM,JOE WALTZ,208,95,109,4,0
Centre,39-BOGGS WEST,State Assembly,76,REP,STEPHANIE BOROWICZ,705,626,73,6,0
Centre,39-BOGGS WEST,State Assembly,76,,Write-ins,1,1,0,0,0
Centre,39-BOGGS WEST,State Assembly,76,,Not Assigned,1,1,0,0,0
Centre,39-BOGGS WEST,State Assembly,76,,Over Votes,0,0,0,0,0
Centre,39-BOGGS WEST,State Assembly,76,,Under Votes,14,12,2,0,0
Centre,40-BURNSIDE,Registered Voters,,,,289,,,,
Centre,40-BURNSIDE,Ballots Cast,,,,255,212,42,1,0
Centre,40-BURNSIDE,Ballots Cast - Blank,,,,0,0,0,0,0
Centre,40-BURNSIDE,President,,DEM,Joseph R. Biden,51,30,20,1,0
Centre,40-BURNSIDE,President,,REP,Donald J. Trump,203,182,21,0,0
Centre,40-BURNSIDE,President,,LIB,Jo Jorgensen,1,0,1,0,0
Centre,40-BURNSIDE,President,,,Write-ins,0,0,0,0,0
Centre,40-BURNSIDE,President,,,Write-In: Andrew Yang & variations,0,0,0,0,0
Centre,40-BURNSIDE,President,,,Write-In: Brian Carroll & variations,0,0,0,0,0
Centre,40-BURNSIDE,President,,,Write-In: Jade Simmons & variations,0,0,0,0,0
Centre,40-BURNSIDE,President,,,Write-In: Scattered,0,0,0,0,0
Centre,40-BURNSIDE,President,,,Write-In: Bernie Sanders & variations,0,0,0,0,0
Centre,40-BURNSIDE,President,,,Write-In: Howie Hawkins & variations,0,0,0,0,0
Centre,40-BURNSIDE,President,,,Not Assigned,0,0,0,0,0
Centre,40-BURNSIDE,President,,,Over Votes,0,0,0,0,0
Centre,40-BURNSIDE,President,,,Under Votes,0,0,0,0,0
Centre,40-BURNSIDE,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,61,39,21,1,0
Centre,40-BURNSIDE,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,182,164,18,0,0
Centre,40-BURNSIDE,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,3,3,0,0,0
Centre,40-BURNSIDE,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,4,2,2,0,0
Centre,40-BURNSIDE,ATTORNEY GENERAL,,,Write-ins,0,0,0,0,0
Centre,40-BURNSIDE,ATTORNEY GENERAL,,,Not Assigned,0,0,0,0,0
Centre,40-BURNSIDE,ATTORNEY GENERAL,,,Over Votes,0,0,0,0,0
Centre,40-BURNSIDE,ATTORNEY GENERAL,,,Under Votes,5,4,1,0,0
Centre,40-BURNSIDE,AUDITOR GENERAL,,DEM,NINA AHMAD,44,27,17,0,0
Centre,40-BURNSIDE,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,200,179,21,0,0
Centre,40-BURNSIDE,AUDITOR GENERAL,,LIB,JENNIFER MOORE,2,0,2,0,0
Centre,40-BURNSIDE,AUDITOR GENERAL,,GRN,OLIVIA FAISON,2,1,1,0,0
Centre,40-BURNSIDE,AUDITOR GENERAL,,,Write-ins,0,0,0,0,0
Centre,40-BURNSIDE,AUDITOR GENERAL,,,Not Assigned,0,0,0,0,0
Centre,40-BURNSIDE,AUDITOR GENERAL,,,Over Votes,0,0,0,0,0
Centre,40-BURNSIDE,AUDITOR GENERAL,,,Under Votes,7,5,1,1,0
Centre,40-BURNSIDE,STATE TREASURER,,DEM,JOE TORSELLA,53,32,20,1,0
Centre,40-BURNSIDE,STATE TREASURER,,REP,STACY L GARRITY,191,172,19,0,0
Centre,40-BURNSIDE,STATE TREASURER,,LIB,JOE SOLOSKI,3,1,2,0,0
Centre,40-BURNSIDE,STATE TREASURER,,GRN,TIMOTHY RUNKLE,2,2,0,0,0
Centre,40-BURNSIDE,STATE TREASURER,,,Write-ins,0,0,0,0,0
Centre,40-BURNSIDE,STATE TREASURER,,,Not Assigned,0,0,0,0,0
Centre,40-BURNSIDE,STATE TREASURER,,,Over Votes,0,0,0,0,0
Centre,40-BURNSIDE,STATE TREASURER,,,Under Votes,6,5,1,0,0
Centre,40-BURNSIDE,U.S. House,15,DEM,ROBERT WILLIAMS,39,22,17,0,0
Centre,40-BURNSIDE,U.S. House,15,REP,GLENN GT THOMPSON,213,189,24,0,0
Centre,40-BURNSIDE,U.S. House,15,,Write-ins,0,0,0,0,0
Centre,40-BURNSIDE,U.S. House,15,,Not Assigned,0,0,0,0,0
Centre,40-BURNSIDE,U.S. House,15,,Over Votes,0,0,0,0,0
Centre,40-BURNSIDE,U.S. House,15,,Under Votes,3,1,1,1,0
Centre,40-BURNSIDE,State Assembly,76,DEM,JOE WALTZ,53,32,20,1,0
Centre,40-BURNSIDE,State Assembly,76,REP,STEPHANIE BOROWICZ,194,174,20,0,0
Centre,40-BURNSIDE,State Assembly,76,,Write-ins,1,1,0,0,0
Centre,40-BURNSIDE,State Assembly,76,,Not Assigned,1,1,0,0,0
Centre,40-BURNSIDE,State Assembly,76,,Over Votes,0,0,0,0,0
Centre,40-BURNSIDE,State Assembly,76,,Under Votes,7,5,2,0,0
Centre,6-CENTRE HALL,Registered Voters,,,,930,,,,
Centre,6-CENTRE HALL,Ballots Cast,,,,790,576,212,2,0
Centre,6-CENTRE HALL,Ballots Cast - Blank,,,,0,0,0,0,0
Centre,6-CENTRE HALL,President,,DEM,Joseph R. Biden,256,121,134,1,0
Centre,6-CENTRE HALL,President,,REP,Donald J. Trump,515,442,72,1,0
Centre,6-CENTRE HALL,President,,LIB,Jo Jorgensen,14,9,5,0,0
Centre,6-CENTRE HALL,President,,,Write-ins,4,3,1,0,0
Centre,6-CENTRE HALL,President,,,Write-In: Andrew Yang & variations,0,0,0,0,0
Centre,6-CENTRE HALL,President,,,Write-In: Brian Carroll & variations,2,2,0,0,0
Centre,6-CENTRE HALL,President,,,Write-In: Jade Simmons & variations,0,0,0,0,0
Centre,6-CENTRE HALL,President,,,Write-In: Scattered,2,1,1,0,0
Centre,6-CENTRE HALL,President,,,Write-In: Bernie Sanders & variations,0,0,0,0,0
Centre,6-CENTRE HALL,President,,,Write-In: Howie Hawkins & variations,0,0,0,0,0
Centre,6-CENTRE HALL,President,,,Not Assigned,0,0,0,0,0
Centre,6-CENTRE HALL,President,,,Over Votes,1,1,0,0,0
Centre,6-CENTRE HALL,President,,,Under Votes,0,0,0,0,0
Centre,6-CENTRE HALL,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,276,142,133,1,0
Centre,6-CENTRE HALL,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,491,416,74,1,0
Centre,6-CENTRE HALL,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,7,5,2,0,0
Centre,6-CENTRE HALL,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,4,1,3,0,0
Centre,6-CENTRE HALL,ATTORNEY GENERAL,,,Write-ins,1,1,0,0,0
Centre,6-CENTRE HALL,ATTORNEY GENERAL,,,Not Assigned,1,1,0,0,0
Centre,6-CENTRE HALL,ATTORNEY GENERAL,,,Over Votes,0,0,0,0,0
Centre,6-CENTRE HALL,ATTORNEY GENERAL,,,Under Votes,11,11,0,0,0
Centre,6-CENTRE HALL,AUDITOR GENERAL,,DEM,NINA AHMAD,228,106,121,1,0
Centre,6-CENTRE HALL,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,509,424,84,1,0
Centre,6-CENTRE HALL,AUDITOR GENERAL,,LIB,JENNIFER MOORE,29,25,4,0,0
Centre,6-CENTRE HALL,AUDITOR GENERAL,,GRN,OLIVIA FAISON,5,2,3,0,0
Centre,6-CENTRE HALL,AUDITOR GENERAL,,,Write-ins,1,1,0,0,0
Centre,6-CENTRE HALL,AUDITOR GENERAL,,,Not Assigned,1,1,0,0,0
Centre,6-CENTRE HALL,AUDITOR GENERAL,,,Over Votes,0,0,0,0,0
Centre,6-CENTRE HALL,AUDITOR GENERAL,,,Under Votes,18,18,0,0,0
Centre,6-CENTRE HALL,STATE TREASURER,,DEM,JOE TORSELLA,261,130,130,1,0
Centre,6-CENTRE HALL,STATE TREASURER,,REP,STACY L GARRITY,487,414,72,1,0
Centre,6-CENTRE HALL,STATE TREASURER,,LIB,JOE SOLOSKI,17,13,4,0,0
Centre,6-CENTRE HALL,STATE TREASURER,,GRN,TIMOTHY RUNKLE,8,6,2,0,0
Centre,6-CENTRE HALL,STATE TREASURER,,,Write-ins,1,1,0,0,0
Centre,6-CENTRE HALL,STATE TREASURER,,,Not Assigned,1,1,0,0,0
Centre,6-CENTRE HALL,STATE TREASURER,,,Over Votes,0,0,0,0,0
Centre,6-CENTRE HALL,STATE TREASURER,,,Under Votes,16,12,4,0,0
Centre,6-CENTRE HALL,U.S. House,12,DEM,LEE GRIFFIN,252,123,128,1,0
Centre,6-CENTRE HALL,U.S. House,12,REP,FRED KELLER,526,444,81,1,0
Centre,6-CENTRE HALL,U.S. House,12,,Write-ins,0,0,0,0,0
Centre,6-CENTRE HALL,U.S. House,12,,Write-In: Liz Terwilliger & variations,0,0,0,0,0
Centre,6-CENTRE HALL,U.S. House,12,,Not Assigned,0,0,0,0,0
Centre,6-CENTRE HALL,U.S. House,12,,Over Votes,0,0,0,0,0
Centre,6-CENTRE HALL,U.S. House,12,,Under Votes,12,9,3,0,0
Centre,6-CENTRE HALL,State Assembly,171,DEM,PETER BUCK,205,99,106,0,0
Centre,6-CENTRE HALL,State Assembly,171,REP,KERRY A BENNINGHOFF,576,469,105,2,0
Centre,6-CENTRE HALL,State Assembly,171,,Write-ins,1,1,0,0,0
Centre,6-CENTRE HALL,State Assembly,171,,Not Assigned,1,1,0,0,0
Centre,6-CENTRE HALL,State Assembly,171,,Over Votes,0,0,0,0,0
Centre,6-CENTRE HALL,State Assembly,171,,Under Votes,8,7,1,0,0
Centre,43-COLLEGE EAST,Registered Voters,,,,1829,,,,
Centre,43-COLLEGE EAST,Ballots Cast,,,,1484,691,784,9,0
Centre,43-COLLEGE EAST,Ballots Cast - Blank,,,,0,0,0,0,0
Centre,43-COLLEGE EAST,President,,DEM,Joseph R. Biden,925,263,657,5,0
Centre,43-COLLEGE EAST,President,,REP,Donald J. Trump,534,412,118,4,0
Centre,43-COLLEGE EAST,President,,LIB,Jo Jorgensen,16,10,6,0,0
Centre,43-COLLEGE EAST,President,,,Write-ins,8,6,2,0,0
Centre,43-COLLEGE EAST,President,,,Write-In: Andrew Yang & variations,0,0,0,0,0
Centre,43-COLLEGE EAST,President,,,Write-In: Brian Carroll & variations,1,1,0,0,0
Centre,43-COLLEGE EAST,President,,,Write-In: Jade Simmons & variations,0,0,0,0,0
Centre,43-COLLEGE EAST,President,,,Write-In: Scattered,6,4,2,0,0
Centre,43-COLLEGE EAST,President,,,Write-In: Bernie Sanders & variations,0,0,0,0,0
Centre,43-COLLEGE EAST,President,,,Write-In: Howie Hawkins & variations,1,1,0,0,0
Centre,43-COLLEGE EAST,President,,,Not Assigned,0,0,0,0,0
Centre,43-COLLEGE EAST,President,,,Over Votes,0,0,0,0,0
Centre,43-COLLEGE EAST,President,,,Under Votes,1,0,1,0,0
Centre,43-COLLEGE EAST,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,876,251,620,5,0
Centre,43-COLLEGE EAST,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,539,401,135,3,0
Centre,43-COLLEGE EAST,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,29,20,9,0,0
