county,precint,office,district,party,candidate,votes
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,Ballots Cast - NONPARTISAN, ,NPA,Ballots Cast - NONPARTISAN,0
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,PRESIDENT OF THE UNITED STATES, ,DEM,BERNIE SANDERS,23
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,PRESIDENT OF THE UNITED STATES, ,DEM,JOSEPH R BIDEN,100
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,PRESIDENT OF THE UNITED STATES, ,DEM,TULSI GABBARD,8
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,PRESIDENT OF THE UNITED STATES, ,DEM,Write-In Totals,6
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,PRESIDENT OF THE UNITED STATES, ,DEM,   Write-In: DONALD J TRUMP,6
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,PRESIDENT OF THE UNITED STATES, ,DEM,   Write-In: SCATTERED,0
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,PRESIDENT OF THE UNITED STATES, ,DEM,  Not Assigned,0
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,133
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,ATTORNEY GENERAL, ,DEM,Write-In Totals,3
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,ATTORNEY GENERAL, ,DEM,   Write-In: SCATTERED,0
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,ATTORNEY GENERAL, ,DEM,   Write-In: HEATHER HEIDELBAUGH,3
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,ATTORNEY GENERAL, ,DEM,  Not Assigned,0
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,AUDITOR GENERAL, ,DEM,H SCOTT CONKLIN,94
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,8
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,1
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,5
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,AUDITOR GENERAL, ,DEM,NINA AHMAD,13
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,AUDITOR GENERAL, ,DEM,CHRISTINA M HARTMAN,6
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,AUDITOR GENERAL, ,DEM,Write-In Totals,3
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,AUDITOR GENERAL, ,DEM,   Write-In: TIMOTHY DEFOOR,3
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,AUDITOR GENERAL, ,DEM,   Write-In: SCATTERED,0
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,AUDITOR GENERAL, ,DEM,  Not Assigned,0
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,STATE TREASURER, ,DEM,JOE TORSELLA,125
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,STATE TREASURER, ,DEM,Write-In Totals,3
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,STATE TREASURER, ,DEM,   Write-In: STACEY GARRITY,2
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,STATE TREASURER, ,DEM,   Write-In: SCATTERED,1
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,STATE TREASURER, ,DEM,  Not Assigned,0
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,REPRESENTATIVE IN CONGRESS, ,DEM,ROBERT WILLIAMS,124
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,REPRESENTATIVE IN CONGRESS, ,DEM,Write-In Totals,4
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,REPRESENTATIVE IN CONGRESS, ,DEM,   Write-In: GLENN GT THOMPSON,2
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,REPRESENTATIVE IN CONGRESS, ,DEM,   Write-In: SCATTERED,2
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,REPRESENTATIVE IN CONGRESS, ,DEM,  Not Assigned,0
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 73RD, ,DEM,Write-In Totals,17
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 73RD, ,DEM,   Write-In: SCATTERED,11
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 73RD, ,DEM,   Write-In: TOMMY SANKEY,6
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 73RD, ,DEM,  Not Assigned,0
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,PRESIDENT OF THE UNITED STATES, ,REP,DONALD J TRUMP,162
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,PRESIDENT OF THE UNITED STATES, ,REP,ROQUE ROCKY DE LA FUENTE,9
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,PRESIDENT OF THE UNITED STATES, ,REP,BILL WELD,9
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,PRESIDENT OF THE UNITED STATES, ,REP,Write-In Totals,5
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: BERNIE SANDERS,1
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: JOSEPH BIDEN,1
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: SCATTERED,3
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,PRESIDENT OF THE UNITED STATES, ,REP,  Not Assigned,0
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,173
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,ATTORNEY GENERAL, ,REP,Write-In Totals,2
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,ATTORNEY GENERAL, ,REP,   Write-In: SCATTERED,2
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,ATTORNEY GENERAL, ,REP,   Write-In: JOSH SHAPIRO,0
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,ATTORNEY GENERAL, ,REP,  Not Assigned,0
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,165
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,AUDITOR GENERAL, ,REP,Write-In Totals,3
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,AUDITOR GENERAL, ,REP,   Write-In: NINA AHMAD,0
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,AUDITOR GENERAL, ,REP,   Write-In: TRACIE FOUNTAIN,0
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,AUDITOR GENERAL, ,REP,   Write-In: SCATTERED,2
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,AUDITOR GENERAL, ,REP,   Write-In: MICHAEL LAMB,0
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,AUDITOR GENERAL, ,REP,   Write-In: SCOTT CONKLIN,1
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,AUDITOR GENERAL, ,REP,  Not Assigned,0
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,STATE TREASURER, ,REP,STACY L GARRITY,169
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,STATE TREASURER, ,REP,Write-In Totals,2
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,STATE TREASURER, ,REP,   Write-In: JOE TORSELLA,0
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,STATE TREASURER, ,REP,   Write-In: SCATTERED,2
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,STATE TREASURER, ,REP,  Not Assigned,0
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,REPRESENTATIVE IN CONGRESS, ,REP,GLENN GT THOMPSON,181
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,REPRESENTATIVE IN CONGRESS, ,REP,Write-In Totals,2
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,REPRESENTATIVE IN CONGRESS, ,REP,   Write-In: ROBERT WILLIAMS,0
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,REPRESENTATIVE IN CONGRESS, ,REP,   Write-In: SCATTERED,2
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,REPRESENTATIVE IN CONGRESS, ,REP,  Not Assigned,0
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 73RD, ,REP,TOMMY SANKEY,187
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 73RD, ,REP,Write-In Totals,1
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 73RD, ,REP,   Write-In: SCATTERED,1
Clearfield,CLEARFIELD BOROUGH - 1ST WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 73RD, ,REP,  Not Assigned,0
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,Registered Voters - Total, , ,Registered Voters - Total,962
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,Registered Voters - DEMOCRATIC, ,DEM,Registered Voters - DEMOCRATIC,399
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,Registered Voters - REPUBLICAN, ,REP,Registered Voters - REPUBLICAN,563
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,Registered Voters - NONPARTISAN, ,NPA,Registered Voters - NONPARTISAN,0
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,Ballots Cast - Total, , ,Ballots Cast - Total,424
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,Ballots Cast - DEMOCRATIC, ,DEM,Ballots Cast - DEMOCRATIC,172
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,Ballots Cast - REPUBLICAN, ,REP,Ballots Cast - REPUBLICAN,252
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,Ballots Cast - NONPARTISAN, ,NPA,Ballots Cast - NONPARTISAN,0
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,PRESIDENT OF THE UNITED STATES, ,DEM,BERNIE SANDERS,28
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,PRESIDENT OF THE UNITED STATES, ,DEM,JOSEPH R BIDEN,111
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,PRESIDENT OF THE UNITED STATES, ,DEM,TULSI GABBARD,9
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,PRESIDENT OF THE UNITED STATES, ,DEM,Write-In Totals,18
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,PRESIDENT OF THE UNITED STATES, ,DEM,   Write-In: DONALD J TRUMP,15
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,PRESIDENT OF THE UNITED STATES, ,DEM,   Write-In: SCATTERED,3
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,PRESIDENT OF THE UNITED STATES, ,DEM,  Not Assigned,0
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,158
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,ATTORNEY GENERAL, ,DEM,Write-In Totals,3
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,ATTORNEY GENERAL, ,DEM,   Write-In: SCATTERED,2
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,ATTORNEY GENERAL, ,DEM,   Write-In: HEATHER HEIDELBAUGH,1
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,ATTORNEY GENERAL, ,DEM,  Not Assigned,0
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,AUDITOR GENERAL, ,DEM,H SCOTT CONKLIN,132
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,10
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,6
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,2
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,AUDITOR GENERAL, ,DEM,NINA AHMAD,5
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,AUDITOR GENERAL, ,DEM,CHRISTINA M HARTMAN,11
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,AUDITOR GENERAL, ,DEM,Write-In Totals,1
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,AUDITOR GENERAL, ,DEM,   Write-In: TIMOTHY DEFOOR,1
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,AUDITOR GENERAL, ,DEM,   Write-In: SCATTERED,0
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,AUDITOR GENERAL, ,DEM,  Not Assigned,0
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,STATE TREASURER, ,DEM,JOE TORSELLA,152
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,STATE TREASURER, ,DEM,Write-In Totals,3
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,STATE TREASURER, ,DEM,   Write-In: STACEY GARRITY,1
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,STATE TREASURER, ,DEM,   Write-In: SCATTERED,2
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,STATE TREASURER, ,DEM,  Not Assigned,0
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,REPRESENTATIVE IN CONGRESS, ,DEM,ROBERT WILLIAMS,160
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,REPRESENTATIVE IN CONGRESS, ,DEM,Write-In Totals,2
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,REPRESENTATIVE IN CONGRESS, ,DEM,   Write-In: GLENN GT THOMPSON,0
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,REPRESENTATIVE IN CONGRESS, ,DEM,   Write-In: SCATTERED,2
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,REPRESENTATIVE IN CONGRESS, ,DEM,  Not Assigned,0
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 73RD, ,DEM,Write-In Totals,11
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 73RD, ,DEM,   Write-In: SCATTERED,10
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 73RD, ,DEM,   Write-In: TOMMY SANKEY,1
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 73RD, ,DEM,  Not Assigned,0
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,PRESIDENT OF THE UNITED STATES, ,REP,DONALD J TRUMP,224
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,PRESIDENT OF THE UNITED STATES, ,REP,ROQUE ROCKY DE LA FUENTE,5
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,PRESIDENT OF THE UNITED STATES, ,REP,BILL WELD,11
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,PRESIDENT OF THE UNITED STATES, ,REP,Write-In Totals,4
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: BERNIE SANDERS,0
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: JOSEPH BIDEN,1
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: SCATTERED,3
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,PRESIDENT OF THE UNITED STATES, ,REP,  Not Assigned,0
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,230
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,ATTORNEY GENERAL, ,REP,Write-In Totals,1
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,ATTORNEY GENERAL, ,REP,   Write-In: SCATTERED,0
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,ATTORNEY GENERAL, ,REP,   Write-In: JOSH SHAPIRO,1
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,ATTORNEY GENERAL, ,REP,  Not Assigned,0
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,221
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,AUDITOR GENERAL, ,REP,Write-In Totals,1
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,AUDITOR GENERAL, ,REP,   Write-In: NINA AHMAD,0
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,AUDITOR GENERAL, ,REP,   Write-In: TRACIE FOUNTAIN,0
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,AUDITOR GENERAL, ,REP,   Write-In: SCATTERED,1
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,AUDITOR GENERAL, ,REP,   Write-In: MICHAEL LAMB,0
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,AUDITOR GENERAL, ,REP,   Write-In: SCOTT CONKLIN,0
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,AUDITOR GENERAL, ,REP,  Not Assigned,0
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,STATE TREASURER, ,REP,STACY L GARRITY,227
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,STATE TREASURER, ,REP,Write-In Totals,0
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,STATE TREASURER, ,REP,   Write-In: JOE TORSELLA,0
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,STATE TREASURER, ,REP,   Write-In: SCATTERED,0
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,STATE TREASURER, ,REP,  Not Assigned,0
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,REPRESENTATIVE IN CONGRESS, ,REP,GLENN GT THOMPSON,242
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,REPRESENTATIVE IN CONGRESS, ,REP,Write-In Totals,1
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,REPRESENTATIVE IN CONGRESS, ,REP,   Write-In: ROBERT WILLIAMS,0
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,REPRESENTATIVE IN CONGRESS, ,REP,   Write-In: SCATTERED,1
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,REPRESENTATIVE IN CONGRESS, ,REP,  Not Assigned,0
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 73RD, ,REP,TOMMY SANKEY,240
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 73RD, ,REP,Write-In Totals,3
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 73RD, ,REP,   Write-In: SCATTERED,3
Clearfield,CLEARFIELD BOROUGH - 2ND WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 73RD, ,REP,  Not Assigned,0
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,Registered Voters - Total, , ,Registered Voters - Total,705
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,Registered Voters - DEMOCRATIC, ,DEM,Registered Voters - DEMOCRATIC,319
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,Registered Voters - REPUBLICAN, ,REP,Registered Voters - REPUBLICAN,386
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,Registered Voters - NONPARTISAN, ,NPA,Registered Voters - NONPARTISAN,0
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,Ballots Cast - Total, , ,Ballots Cast - Total,319
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,Ballots Cast - DEMOCRATIC, ,DEM,Ballots Cast - DEMOCRATIC,145
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,Ballots Cast - REPUBLICAN, ,REP,Ballots Cast - REPUBLICAN,174
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,Ballots Cast - NONPARTISAN, ,NPA,Ballots Cast - NONPARTISAN,0
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,PRESIDENT OF THE UNITED STATES, ,DEM,BERNIE SANDERS,27
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,PRESIDENT OF THE UNITED STATES, ,DEM,JOSEPH R BIDEN,107
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,PRESIDENT OF THE UNITED STATES, ,DEM,TULSI GABBARD,4
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,PRESIDENT OF THE UNITED STATES, ,DEM,Write-In Totals,5
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,PRESIDENT OF THE UNITED STATES, ,DEM,   Write-In: DONALD J TRUMP,4
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,PRESIDENT OF THE UNITED STATES, ,DEM,   Write-In: SCATTERED,1
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,PRESIDENT OF THE UNITED STATES, ,DEM,  Not Assigned,0
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,139
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,ATTORNEY GENERAL, ,DEM,Write-In Totals,0
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,ATTORNEY GENERAL, ,DEM,   Write-In: SCATTERED,0
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,ATTORNEY GENERAL, ,DEM,   Write-In: HEATHER HEIDELBAUGH,0
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,ATTORNEY GENERAL, ,DEM,  Not Assigned,0
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,AUDITOR GENERAL, ,DEM,H SCOTT CONKLIN,106
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,9
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,4
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,2
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,AUDITOR GENERAL, ,DEM,NINA AHMAD,6
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,AUDITOR GENERAL, ,DEM,CHRISTINA M HARTMAN,12
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,AUDITOR GENERAL, ,DEM,Write-In Totals,0
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,AUDITOR GENERAL, ,DEM,   Write-In: TIMOTHY DEFOOR,0
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,AUDITOR GENERAL, ,DEM,   Write-In: SCATTERED,0
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,AUDITOR GENERAL, ,DEM,  Not Assigned,0
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,STATE TREASURER, ,DEM,JOE TORSELLA,133
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,STATE TREASURER, ,DEM,Write-In Totals,1
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,STATE TREASURER, ,DEM,   Write-In: STACEY GARRITY,0
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,STATE TREASURER, ,DEM,   Write-In: SCATTERED,1
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,STATE TREASURER, ,DEM,  Not Assigned,0
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,REPRESENTATIVE IN CONGRESS, ,DEM,ROBERT WILLIAMS,138
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,REPRESENTATIVE IN CONGRESS, ,DEM,Write-In Totals,1
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,REPRESENTATIVE IN CONGRESS, ,DEM,   Write-In: GLENN GT THOMPSON,1
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,REPRESENTATIVE IN CONGRESS, ,DEM,   Write-In: SCATTERED,0
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,REPRESENTATIVE IN CONGRESS, ,DEM,  Not Assigned,0
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 73RD, ,DEM,Write-In Totals,6
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 73RD, ,DEM,   Write-In: SCATTERED,5
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 73RD, ,DEM,   Write-In: TOMMY SANKEY,1
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 73RD, ,DEM,  Not Assigned,0
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,PRESIDENT OF THE UNITED STATES, ,REP,DONALD J TRUMP,151
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,PRESIDENT OF THE UNITED STATES, ,REP,ROQUE ROCKY DE LA FUENTE,1
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,PRESIDENT OF THE UNITED STATES, ,REP,BILL WELD,10
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,PRESIDENT OF THE UNITED STATES, ,REP,Write-In Totals,6
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: BERNIE SANDERS,1
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: JOSEPH BIDEN,2
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: SCATTERED,3
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,PRESIDENT OF THE UNITED STATES, ,REP,  Not Assigned,0
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,144
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,ATTORNEY GENERAL, ,REP,Write-In Totals,6
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,ATTORNEY GENERAL, ,REP,   Write-In: SCATTERED,4
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,ATTORNEY GENERAL, ,REP,   Write-In: JOSH SHAPIRO,2
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,ATTORNEY GENERAL, ,REP,  Not Assigned,0
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,145
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,AUDITOR GENERAL, ,REP,Write-In Totals,3
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,AUDITOR GENERAL, ,REP,   Write-In: NINA AHMAD,0
Clearfield,CLEARFIELD BOROUGH - 3RD WARD,AUDITOR GENERAL, ,REP,   Write-In: TRACIE FOUNTAIN,0
