county,precinct,office,district,party,candidate,election_day,mail_in,votes
Mercer,Farrell 2-3,Auditor General,,DEM,Write-In,0,0,0
Mercer,Farrell 2-3,State Treasurer,,DEM,Joe Torsella,69,55,124
Mercer,Farrell 2-3,State Treasurer,,DEM,Write-In,0,0,0
Mercer,Farrell 2-3,U.S. House,16,DEM,Kristy Gnibus,72,58,130
Mercer,Farrell 2-3,U.S. House,16,DEM,Write-In,0,0,0
Mercer,Farrell 2-3,General Assembly,7,DEM,Mark Longietti,93,70,163
Mercer,Farrell 2-3,General Assembly,7,DEM,Write-In,0,0,0
Mercer,Farrell 2-3,President,,REP,Donald J. Trump,18,8,26
Mercer,Farrell 2-3,President,,REP,Roque Rocky De La Fuente,0,0,0
Mercer,Farrell 2-3,President,,REP,Bill Weld,1,0,1
Mercer,Farrell 2-3,President,,REP,Write-In,1,1,2
Mercer,Farrell 2-3,Attorney General,,REP,Heather Heidelbaugh,14,7,21
Mercer,Farrell 2-3,Attorney General,,REP,Write-In,0,0,0
Mercer,Farrell 2-3,Auditor General,,REP,Timothy Defoor,12,7,19
Mercer,Farrell 2-3,Auditor General,,REP,Write-In,0,0,0
Mercer,Farrell 2-3,State Treasurer,,REP,Stacy L. Garrity,13,7,20
Mercer,Farrell 2-3,State Treasurer,,REP,Write-In,0,0,0
Mercer,Farrell 2-3,U.S. House,16,REP,Mike Kelly,15,9,24
Mercer,Farrell 2-3,U.S. House,16,REP,Write-In,0,0,0
Mercer,Farrell 2-3,General Assembly,7,REP,Write-In,4,0,4
Mercer,Farrell 2-3,General Assembly,7,REP,Mark Longietti,4,0,4
Mercer,Farrell 2-4,Registered Voters,,,,,,587
Mercer,Farrell 2-4,Registered Voters,,DEM,,,,469
Mercer,Farrell 2-4,Registered Voters,,REP,,,,118
Mercer,Farrell 2-4,Registered Voters,,NPA,,,,0
Mercer,Farrell 2-4,Ballots Cast,,,,114,131,245
Mercer,Farrell 2-4,Ballots Cast,,DEM,,100,118,218
Mercer,Farrell 2-4,Ballots Cast,,REP,,14,13,27
Mercer,Farrell 2-4,Ballots Cast,,NPA,,0,0,0
Mercer,Farrell 2-4,President,,DEM,Bernie Sanders,6,9,15
Mercer,Farrell 2-4,President,,DEM,Joseph R. Biden,83,98,181
Mercer,Farrell 2-4,President,,DEM,Tulsi Gabbard,1,1,2
Mercer,Farrell 2-4,President,,DEM,Elizabeth Warren,2,0,2
Mercer,Farrell 2-4,President,,DEM,Write-In,3,0,3
Mercer,Farrell 2-4,Attorney General,,DEM,Josh Shapiro,73,93,166
Mercer,Farrell 2-4,Attorney General,,DEM,Write-In,0,0,0
Mercer,Farrell 2-4,Auditor General,,DEM,H. Scott Conklin,4,3,7
Mercer,Farrell 2-4,Auditor General,,DEM,Michael Lamb,38,78,116
Mercer,Farrell 2-4,Auditor General,,DEM,Tracie Fountain,6,6,12
Mercer,Farrell 2-4,Auditor General,,DEM,Rose Rosie Marie Davis,10,0,10
Mercer,Farrell 2-4,Auditor General,,DEM,Nina Ahmad,11,6,17
Mercer,Farrell 2-4,Auditor General,,DEM,Christina M. Hartman,4,2,6
Mercer,Farrell 2-4,Auditor General,,DEM,Write-In,0,0,0
Mercer,Farrell 2-4,State Treasurer,,DEM,Joe Torsella,68,86,154
Mercer,Farrell 2-4,State Treasurer,,DEM,Write-In,0,0,0
Mercer,Farrell 2-4,U.S. House,16,DEM,Kristy Gnibus,66,84,150
Mercer,Farrell 2-4,U.S. House,16,DEM,Write-In,0,0,0
Mercer,Farrell 2-4,General Assembly,7,DEM,Mark Longietti,93,116,209
Mercer,Farrell 2-4,General Assembly,7,DEM,Write-In,0,0,0
Mercer,Farrell 2-4,President,,REP,Donald J. Trump,11,9,20
Mercer,Farrell 2-4,President,,REP,Roque Rocky De La Fuente,0,1,1
Mercer,Farrell 2-4,President,,REP,Bill Weld,2,0,2
Mercer,Farrell 2-4,President,,REP,Write-In,1,2,3
Mercer,Farrell 2-4,Attorney General,,REP,Heather Heidelbaugh,10,12,22
Mercer,Farrell 2-4,Attorney General,,REP,Write-In,0,0,0
Mercer,Farrell 2-4,Auditor General,,REP,Timothy Defoor,10,12,22
Mercer,Farrell 2-4,Auditor General,,REP,Write-In,0,0,0
Mercer,Farrell 2-4,State Treasurer,,REP,Stacy L. Garrity,10,11,21
Mercer,Farrell 2-4,State Treasurer,,REP,Write-In,0,0,0
Mercer,Farrell 2-4,U.S. House,16,REP,Mike Kelly,14,11,25
Mercer,Farrell 2-4,U.S. House,16,REP,Write-In,0,0,0
Mercer,Farrell 2-4,General Assembly,7,REP,Write-In,2,0,2
Mercer,Farrell 2-4,General Assembly,7,REP,Mark Longietti,2,0,2
Mercer,Findley,Registered Voters,,,,,,769
Mercer,Findley,Registered Voters,,DEM,,,,252
Mercer,Findley,Registered Voters,,REP,,,,517
Mercer,Findley,Registered Voters,,NPA,,,,0
Mercer,Findley,Ballots Cast,,,,174,105,279
Mercer,Findley,Ballots Cast,,DEM,,26,49,75
Mercer,Findley,Ballots Cast,,REP,,148,56,204
Mercer,Findley,Ballots Cast,,NPA,,0,0,0
Mercer,Findley,President,,DEM,Bernie Sanders,6,3,9
Mercer,Findley,President,,DEM,Joseph R. Biden,13,42,55
Mercer,Findley,President,,DEM,Tulsi Gabbard,1,1,2
Mercer,Findley,President,,DEM,Elizabeth Warren,2,0,2
Mercer,Findley,President,,DEM,Write-In,4,2,6
Mercer,Findley,Attorney General,,DEM,Josh Shapiro,23,42,65
Mercer,Findley,Attorney General,,DEM,Write-In,0,0,0
Mercer,Findley,Auditor General,,DEM,H. Scott Conklin,2,4,6
Mercer,Findley,Auditor General,,DEM,Michael Lamb,16,30,46
Mercer,Findley,Auditor General,,DEM,Tracie Fountain,1,2,3
Mercer,Findley,Auditor General,,DEM,Rose Rosie Marie Davis,1,1,2
Mercer,Findley,Auditor General,,DEM,Nina Ahmad,1,2,3
Mercer,Findley,Auditor General,,DEM,Christina M. Hartman,3,3,6
Mercer,Findley,Auditor General,,DEM,Write-In,0,0,0
Mercer,Findley,State Treasurer,,DEM,Joe Torsella,22,37,59
Mercer,Findley,State Treasurer,,DEM,Write-In,1,0,1
Mercer,Findley,U.S. House,16,DEM,Kristy Gnibus,21,38,59
Mercer,Findley,U.S. House,16,DEM,Write-In,0,0,0
Mercer,Findley,General Assembly,8,DEM,Phil Heasley,22,38,60
Mercer,Findley,General Assembly,8,DEM,Write-In,1,0,1
Mercer,Findley,President,,REP,Donald J. Trump,143,47,190
Mercer,Findley,President,,REP,Roque Rocky De La Fuente,1,1,2
Mercer,Findley,President,,REP,Bill Weld,3,2,5
Mercer,Findley,President,,REP,Write-In,0,2,2
Mercer,Findley,Attorney General,,REP,Heather Heidelbaugh,125,48,173
Mercer,Findley,Attorney General,,REP,Write-In,2,0,2
Mercer,Findley,Auditor General,,REP,Timothy Defoor,120,47,167
Mercer,Findley,Auditor General,,REP,Write-In,1,0,1
Mercer,Findley,State Treasurer,,REP,Stacy L. Garrity,125,45,170
Mercer,Findley,State Treasurer,,REP,Write-In,1,0,1
Mercer,Findley,U.S. House,16,REP,Mike Kelly,143,48,191
Mercer,Findley,U.S. House,16,REP,Write-In,0,0,0
Mercer,Findley,General Assembly,8,REP,Scott Jaillet,15,7,22
Mercer,Findley,General Assembly,8,REP,Tim Bonner,130,47,177
Mercer,Findley,General Assembly,8,REP,Write-In,0,0,0
Mercer,Fredonia,Registered Voters,,,,,,256
Mercer,Fredonia,Registered Voters,,DEM,,,,96
Mercer,Fredonia,Registered Voters,,REP,,,,160
Mercer,Fredonia,Registered Voters,,NPA,,,,0
Mercer,Fredonia,Ballots Cast,,,,66,18,84
Mercer,Fredonia,Ballots Cast,,DEM,,17,9,26
Mercer,Fredonia,Ballots Cast,,REP,,49,9,58
Mercer,Fredonia,Ballots Cast,,NPA,,0,0,0
Mercer,Fredonia,President,,DEM,Bernie Sanders,7,0,7
Mercer,Fredonia,President,,DEM,Joseph R. Biden,9,8,17
Mercer,Fredonia,President,,DEM,Tulsi Gabbard,0,0,0
Mercer,Fredonia,President,,DEM,Elizabeth Warren,0,0,0
Mercer,Fredonia,President,,DEM,Write-In,1,0,1
Mercer,Fredonia,Attorney General,,DEM,Josh Shapiro,15,9,24
Mercer,Fredonia,Attorney General,,DEM,Write-In,0,0,0
Mercer,Fredonia,Auditor General,,DEM,H. Scott Conklin,2,0,2
Mercer,Fredonia,Auditor General,,DEM,Michael Lamb,7,6,13
Mercer,Fredonia,Auditor General,,DEM,Tracie Fountain,0,0,0
Mercer,Fredonia,Auditor General,,DEM,Rose Rosie Marie Davis,1,0,1
Mercer,Fredonia,Auditor General,,DEM,Nina Ahmad,0,0,0
Mercer,Fredonia,Auditor General,,DEM,Christina M. Hartman,3,2,5
Mercer,Fredonia,Auditor General,,DEM,Write-In,0,0,0
Mercer,Fredonia,State Treasurer,,DEM,Joe Torsella,13,9,22
Mercer,Fredonia,State Treasurer,,DEM,Write-In,0,0,0
Mercer,Fredonia,U.S. House,16,DEM,Kristy Gnibus,13,9,22
Mercer,Fredonia,U.S. House,16,DEM,Write-In,0,0,0
Mercer,Fredonia,General Assembly,8,DEM,Phil Heasley,13,9,22
Mercer,Fredonia,General Assembly,8,DEM,Write-In,0,0,0
Mercer,Fredonia,President,,REP,Donald J. Trump,46,9,55
Mercer,Fredonia,President,,REP,Roque Rocky De La Fuente,0,0,0
Mercer,Fredonia,President,,REP,Bill Weld,1,0,1
Mercer,Fredonia,President,,REP,Write-In,0,0,0
Mercer,Fredonia,Attorney General,,REP,Heather Heidelbaugh,43,7,50
Mercer,Fredonia,Attorney General,,REP,Write-In,1,0,1
Mercer,Fredonia,Auditor General,,REP,Timothy Defoor,40,7,47
Mercer,Fredonia,Auditor General,,REP,Write-In,1,0,1
Mercer,Fredonia,State Treasurer,,REP,Stacy L. Garrity,42,7,49
Mercer,Fredonia,State Treasurer,,REP,Write-In,1,0,1
Mercer,Fredonia,U.S. House,16,REP,Mike Kelly,46,9,55
Mercer,Fredonia,U.S. House,16,REP,Write-In,0,0,0
Mercer,Fredonia,General Assembly,8,REP,Scott Jaillet,11,3,14
Mercer,Fredonia,General Assembly,8,REP,Tim Bonner,36,6,42
Mercer,Fredonia,General Assembly,8,REP,Write-In,0,0,0
Mercer,French Creek,Registered Voters,,,,,,388
Mercer,French Creek,Registered Voters,,DEM,,,,145
Mercer,French Creek,Registered Voters,,REP,,,,243
Mercer,French Creek,Registered Voters,,NPA,,,,0
Mercer,French Creek,Ballots Cast,,,,103,27,130
Mercer,French Creek,Ballots Cast,,DEM,,24,20,44
Mercer,French Creek,Ballots Cast,,REP,,79,7,86
Mercer,French Creek,Ballots Cast,,NPA,,0,0,0
Mercer,French Creek,President,,DEM,Bernie Sanders,3,5,8
Mercer,French Creek,President,,DEM,Joseph R. Biden,18,14,32
Mercer,French Creek,President,,DEM,Tulsi Gabbard,0,0,0
Mercer,French Creek,President,,DEM,Elizabeth Warren,2,0,2
Mercer,French Creek,President,,DEM,Write-In,0,1,1
Mercer,French Creek,Attorney General,,DEM,Josh Shapiro,19,19,38
Mercer,French Creek,Attorney General,,DEM,Write-In,0,0,0
Mercer,French Creek,Auditor General,,DEM,H. Scott Conklin,4,0,4
Mercer,French Creek,Auditor General,,DEM,Michael Lamb,11,10,21
Mercer,French Creek,Auditor General,,DEM,Tracie Fountain,1,3,4
Mercer,French Creek,Auditor General,,DEM,Rose Rosie Marie Davis,2,0,2
Mercer,French Creek,Auditor General,,DEM,Nina Ahmad,1,3,4
Mercer,French Creek,Auditor General,,DEM,Christina M. Hartman,2,3,5
Mercer,French Creek,Auditor General,,DEM,Write-In,0,0,0
Mercer,French Creek,State Treasurer,,DEM,Joe Torsella,19,18,37
Mercer,French Creek,State Treasurer,,DEM,Write-In,0,0,0
Mercer,French Creek,U.S. House,16,DEM,Kristy Gnibus,21,19,40
Mercer,French Creek,U.S. House,16,DEM,Write-In,0,0,0
Mercer,French Creek,General Assembly,8,DEM,Phil Heasley,21,18,39
Mercer,French Creek,General Assembly,8,DEM,Write-In,0,0,0
Mercer,French Creek,President,,REP,Donald J. Trump,75,6,81
Mercer,French Creek,President,,REP,Roque Rocky De La Fuente,2,0,2
Mercer,French Creek,President,,REP,Bill Weld,0,0,0
Mercer,French Creek,President,,REP,Write-In,1,1,2
Mercer,French Creek,Attorney General,,REP,Heather Heidelbaugh,68,7,75
Mercer,French Creek,Attorney General,,REP,Write-In,0,0,0
Mercer,French Creek,Auditor General,,REP,Timothy Defoor,64,7,71
Mercer,French Creek,Auditor General,,REP,Write-In,0,0,0
Mercer,French Creek,State Treasurer,,REP,Stacy L. Garrity,69,7,76
Mercer,French Creek,State Treasurer,,REP,Write-In,0,0,0
Mercer,French Creek,U.S. House,16,REP,Mike Kelly,75,7,82
Mercer,French Creek,U.S. House,16,REP,Write-In,0,0,0
Mercer,French Creek,General Assembly,8,REP,Scott Jaillet,12,0,12
Mercer,French Creek,General Assembly,8,REP,Tim Bonner,65,6,71
Mercer,French Creek,General Assembly,8,REP,Write-In,0,0,0
Mercer,Greene,Registered Voters,,,,,,553
Mercer,Greene,Registered Voters,,DEM,,,,216
Mercer,Greene,Registered Voters,,REP,,,,337
Mercer,Greene,Registered Voters,,NPA,,,,0
Mercer,Greene,Ballots Cast,,,,103,85,188
Mercer,Greene,Ballots Cast,,DEM,,23,45,68
Mercer,Greene,Ballots Cast,,REP,,80,40,120
Mercer,Greene,Ballots Cast,,NPA,,0,0,0
Mercer,Greene,President,,DEM,Bernie Sanders,8,6,14
Mercer,Greene,President,,DEM,Joseph R. Biden,13,39,52
Mercer,Greene,President,,DEM,Tulsi Gabbard,0,0,0
Mercer,Greene,President,,DEM,Elizabeth Warren,0,0,0
Mercer,Greene,President,,DEM,Write-In,1,0,1
Mercer,Greene,Attorney General,,DEM,Josh Shapiro,17,42,59
Mercer,Greene,Attorney General,,DEM,Write-In,1,0,1
Mercer,Greene,Auditor General,,DEM,H. Scott Conklin,7,3,10
Mercer,Greene,Auditor General,,DEM,Michael Lamb,6,27,33
Mercer,Greene,Auditor General,,DEM,Tracie Fountain,2,1,3
Mercer,Greene,Auditor General,,DEM,Rose Rosie Marie Davis,2,2,4
Mercer,Greene,Auditor General,,DEM,Nina Ahmad,0,2,2
Mercer,Greene,Auditor General,,DEM,Christina M. Hartman,2,5,7
Mercer,Greene,Auditor General,,DEM,Write-In,2,0,2
Mercer,Greene,State Treasurer,,DEM,Joe Torsella,16,40,56
Mercer,Greene,State Treasurer,,DEM,Write-In,2,0,2
Mercer,Greene,U.S. House,16,DEM,Kristy Gnibus,18,41,59
Mercer,Greene,U.S. House,16,DEM,Write-In,2,0,2
Mercer,Greene,General Assembly,17,DEM,Write-In,3,5,8
Mercer,Greene,General Assembly,17,DEM,Jeff O'Melian,0,2,2
Mercer,Greene,President,,REP,Donald J. Trump,74,32,106
Mercer,Greene,President,,REP,Roque Rocky De La Fuente,0,0,0
Mercer,Greene,President,,REP,Bill Weld,2,5,7
Mercer,Greene,President,,REP,Write-In,1,2,3
Mercer,Greene,Attorney General,,REP,Heather Heidelbaugh,69,36,105
Mercer,Greene,Attorney General,,REP,Write-In,0,0,0
Mercer,Greene,Auditor General,,REP,Timothy Defoor,69,35,104
Mercer,Greene,Auditor General,,REP,Write-In,0,0,0
Mercer,Greene,State Treasurer,,REP,Stacy L. Garrity,67,35,102
Mercer,Greene,State Treasurer,,REP,Write-In,0,0,0
Mercer,Greene,U.S. House,16,REP,Mike Kelly,77,35,112
Mercer,Greene,U.S. House,16,REP,Write-In,0,0,0
Mercer,Greene,General Assembly,17,REP,Parke Wentling,80,38,118
Mercer,Greene,General Assembly,17,REP,Write-In,0,0,0
Mercer,Greenville 1,Registered Voters,,,,,,472
Mercer,Greenville 1,Registered Voters,,DEM,,,,253
Mercer,Greenville 1,Registered Voters,,REP,,,,219
Mercer,Greenville 1,Registered Voters,,NPA,,,,0
Mercer,Greenville 1,Ballots Cast,,,,84,41,125
Mercer,Greenville 1,Ballots Cast,,DEM,,28,33,61
Mercer,Greenville 1,Ballots Cast,,REP,,56,8,64
Mercer,Greenville 1,Ballots Cast,,NPA,,0,0,0
Mercer,Greenville 1,President,,DEM,Bernie Sanders,6,8,14
Mercer,Greenville 1,President,,DEM,Joseph R. Biden,18,21,39
Mercer,Greenville 1,President,,DEM,Tulsi Gabbard,0,1,1
Mercer,Greenville 1,President,,DEM,Elizabeth Warren,1,0,1
Mercer,Greenville 1,President,,DEM,Write-In,1,1,2
Mercer,Greenville 1,Attorney General,,DEM,Josh Shapiro,24,31,55
Mercer,Greenville 1,Attorney General,,DEM,Write-In,1,0,1
Mercer,Greenville 1,Auditor General,,DEM,H. Scott Conklin,0,0,0
Mercer,Greenville 1,Auditor General,,DEM,Michael Lamb,9,17,26
Mercer,Greenville 1,Auditor General,,DEM,Tracie Fountain,0,4,4
Mercer,Greenville 1,Auditor General,,DEM,Rose Rosie Marie Davis,3,1,4
Mercer,Greenville 1,Auditor General,,DEM,Nina Ahmad,3,4,7
Mercer,Greenville 1,Auditor General,,DEM,Christina M. Hartman,8,4,12
Mercer,Greenville 1,Auditor General,,DEM,Write-In,0,0,0
Mercer,Greenville 1,State Treasurer,,DEM,Joe Torsella,23,31,54
Mercer,Greenville 1,State Treasurer,,DEM,Write-In,0,0,0
Mercer,Greenville 1,U.S. House,16,DEM,Kristy Gnibus,23,31,54
Mercer,Greenville 1,U.S. House,16,DEM,Write-In,1,0,1
Mercer,Greenville 1,General Assembly,7,DEM,Mark Longietti,26,33,59
Mercer,Greenville 1,General Assembly,7,DEM,Write-In,1,0,1
Mercer,Greenville 1,President,,REP,Donald J. Trump,55,8,63
Mercer,Greenville 1,President,,REP,Roque Rocky De La Fuente,0,0,0
Mercer,Greenville 1,President,,REP,Bill Weld,1,0,1
Mercer,Greenville 1,President,,REP,Write-In,0,0,0
Mercer,Greenville 1,Attorney General,,REP,Heather Heidelbaugh,50,6,56
Mercer,Greenville 1,Attorney General,,REP,Write-In,0,0,0
Mercer,Greenville 1,Auditor General,,REP,Timothy Defoor,49,5,54
Mercer,Greenville 1,Auditor General,,REP,Write-In,0,0,0
Mercer,Greenville 1,State Treasurer,,REP,Stacy L. Garrity,50,6,56
Mercer,Greenville 1,State Treasurer,,REP,Write-In,0,0,0
Mercer,Greenville 1,U.S. House,16,REP,Mike Kelly,50,6,56
Mercer,Greenville 1,U.S. House,16,REP,Write-In,1,0,1
Mercer,Greenville 1,General Assembly,7,REP,Write-In,8,2,10
Mercer,Greenville 1,General Assembly,7,REP,Mark Longietti,6,2,8
Mercer,Greenville 2,Registered Voters,,,,,,579
Mercer,Greenville 2,Registered Voters,,DEM,,,,315
Mercer,Greenville 2,Registered Voters,,REP,,,,264
Mercer,Greenville 2,Registered Voters,,NPA,,,,0
Mercer,Greenville 2,Ballots Cast,,,,86,56,142
Mercer,Greenville 2,Ballots Cast,,DEM,,38,35,73
Mercer,Greenville 2,Ballots Cast,,REP,,48,21,69
Mercer,Greenville 2,Ballots Cast,,NPA,,0,0,0
Mercer,Greenville 2,President,,DEM,Bernie Sanders,8,2,10
Mercer,Greenville 2,President,,DEM,Joseph R. Biden,26,32,58
Mercer,Greenville 2,President,,DEM,Tulsi Gabbard,2,0,2
Mercer,Greenville 2,President,,DEM,Elizabeth Warren,1,1,2
Mercer,Greenville 2,President,,DEM,Write-In,0,0,0
Mercer,Greenville 2,Attorney General,,DEM,Josh Shapiro,27,31,58
Mercer,Greenville 2,Attorney General,,DEM,Write-In,0,0,0
Mercer,Greenville 2,Auditor General,,DEM,H. Scott Conklin,3,0,3
Mercer,Greenville 2,Auditor General,,DEM,Michael Lamb,15,21,36
Mercer,Greenville 2,Auditor General,,DEM,Tracie Fountain,1,2,3
Mercer,Greenville 2,Auditor General,,DEM,Rose Rosie Marie Davis,4,2,6
Mercer,Greenville 2,Auditor General,,DEM,Nina Ahmad,2,4,6
Mercer,Greenville 2,Auditor General,,DEM,Christina M. Hartman,6,3,9
Mercer,Greenville 2,Auditor General,,DEM,Write-In,0,0,0
Mercer,Greenville 2,State Treasurer,,DEM,Joe Torsella,27,30,57
Mercer,Greenville 2,State Treasurer,,DEM,Write-In,0,0,0
Mercer,Greenville 2,U.S. House,16,DEM,Kristy Gnibus,27,31,58
Mercer,Greenville 2,U.S. House,16,DEM,Write-In,0,0,0
Mercer,Greenville 2,General Assembly,7,DEM,Mark Longietti,35,34,69
Mercer,Greenville 2,General Assembly,7,DEM,Write-In,0,0,0
Mercer,Greenville 2,President,,REP,Donald J. Trump,44,16,60
Mercer,Greenville 2,President,,REP,Roque Rocky De La Fuente,1,0,1
Mercer,Greenville 2,President,,REP,Bill Weld,0,2,2
Mercer,Greenville 2,President,,REP,Write-In,0,2,2
Mercer,Greenville 2,Attorney General,,REP,Heather Heidelbaugh,45,18,63
Mercer,Greenville 2,Attorney General,,REP,Write-In,0,2,2
Mercer,Greenville 2,Auditor General,,REP,Timothy Defoor,41,17,58
Mercer,Greenville 2,Auditor General,,REP,Write-In,0,2,2
Mercer,Greenville 2,State Treasurer,,REP,Stacy L. Garrity,44,18,62
Mercer,Greenville 2,State Treasurer,,REP,Write-In,0,2,2
Mercer,Greenville 2,U.S. House,16,REP,Mike Kelly,44,20,64
Mercer,Greenville 2,U.S. House,16,REP,Write-In,2,0,2
Mercer,Greenville 2,General Assembly,7,REP,Write-In,9,8,17
Mercer,Greenville 2,General Assembly,7,REP,Mark Longietti,5,8,13
Mercer,Greenville 3,Registered Voters,,,,,,740
Mercer,Greenville 3,Registered Voters,,DEM,,,,324
Mercer,Greenville 3,Registered Voters,,REP,,,,416
Mercer,Greenville 3,Registered Voters,,NPA,,,,0
Mercer,Greenville 3,Ballots Cast,,,,182,101,283
Mercer,Greenville 3,Ballots Cast,,DEM,,71,59,130
Mercer,Greenville 3,Ballots Cast,,REP,,111,42,153
Mercer,Greenville 3,Ballots Cast,,NPA,,0,0,0
Mercer,Greenville 3,President,,DEM,Bernie Sanders,15,14,29
Mercer,Greenville 3,President,,DEM,Joseph R. Biden,41,44,85
Mercer,Greenville 3,President,,DEM,Tulsi Gabbard,3,0,3
Mercer,Greenville 3,President,,DEM,Elizabeth Warren,3,0,3
Mercer,Greenville 3,President,,DEM,Write-In,5,1,6
Mercer,Greenville 3,Attorney General,,DEM,Josh Shapiro,55,52,107
Mercer,Greenville 3,Attorney General,,DEM,Write-In,1,0,1
Mercer,Greenville 3,Auditor General,,DEM,H. Scott Conklin,5,1,6
Mercer,Greenville 3,Auditor General,,DEM,Michael Lamb,30,31,61
Mercer,Greenville 3,Auditor General,,DEM,Tracie Fountain,1,7,8
Mercer,Greenville 3,Auditor General,,DEM,Rose Rosie Marie Davis,5,4,9
Mercer,Greenville 3,Auditor General,,DEM,Nina Ahmad,10,8,18
Mercer,Greenville 3,Auditor General,,DEM,Christina M. Hartman,9,4,13
Mercer,Greenville 3,Auditor General,,DEM,Write-In,0,0,0
Mercer,Greenville 3,State Treasurer,,DEM,Joe Torsella,58,53,111
Mercer,Greenville 3,State Treasurer,,DEM,Write-In,1,0,1
Mercer,Greenville 3,U.S. House,16,DEM,Kristy Gnibus,57,52,109
Mercer,Greenville 3,U.S. House,16,DEM,Write-In,2,0,2
Mercer,Greenville 3,General Assembly,7,DEM,Mark Longietti,66,57,123
Mercer,Greenville 3,General Assembly,7,DEM,Write-In,2,2,4
Mercer,Greenville 3,President,,REP,Donald J. Trump,108,30,138
Mercer,Greenville 3,President,,REP,Roque Rocky De La Fuente,1,2,3
Mercer,Greenville 3,President,,REP,Bill Weld,1,7,8
Mercer,Greenville 3,President,,REP,Write-In,0,0,0
Mercer,Greenville 3,Attorney General,,REP,Heather Heidelbaugh,99,39,138
Mercer,Greenville 3,Attorney General,,REP,Write-In,1,0,1
Mercer,Greenville 3,Auditor General,,REP,Timothy Defoor,95,36,131
Mercer,Greenville 3,Auditor General,,REP,Write-In,1,0,1
Mercer,Greenville 3,State Treasurer,,REP,Stacy L. Garrity,100,37,137
Mercer,Greenville 3,State Treasurer,,REP,Write-In,1,0,1
Mercer,Greenville 3,U.S. House,16,REP,Mike Kelly,105,36,141
Mercer,Greenville 3,U.S. House,16,REP,Write-In,2,0,2
Mercer,Greenville 3,General Assembly,7,REP,Write-In,18,9,27
Mercer,Greenville 3,General Assembly,7,REP,Mark Longietti,7,6,13
Mercer,Greenville 4,Registered Voters,,,,,,691
Mercer,Greenville 4,Registered Voters,,DEM,,,,324
Mercer,Greenville 4,Registered Voters,,REP,,,,367
Mercer,Greenville 4,Registered Voters,,NPA,,,,0
Mercer,Greenville 4,Ballots Cast,,,,133,90,223
Mercer,Greenville 4,Ballots Cast,,DEM,,46,57,103
Mercer,Greenville 4,Ballots Cast,,REP,,87,33,120
Mercer,Greenville 4,Ballots Cast,,NPA,,0,0,0
Mercer,Greenville 4,President,,DEM,Bernie Sanders,2,4,6
Mercer,Greenville 4,President,,DEM,Joseph R. Biden,34,52,86
Mercer,Greenville 4,President,,DEM,Tulsi Gabbard,2,0,2
Mercer,Greenville 4,President,,DEM,Elizabeth Warren,2,0,2
Mercer,Greenville 4,President,,DEM,Write-In,2,0,2
Mercer,Greenville 4,Attorney General,,DEM,Josh Shapiro,39,51,90
Mercer,Greenville 4,Attorney General,,DEM,Write-In,0,0,0
Mercer,Greenville 4,Auditor General,,DEM,H. Scott Conklin,6,1,7
Mercer,Greenville 4,Auditor General,,DEM,Michael Lamb,17,33,50
Mercer,Greenville 4,Auditor General,,DEM,Tracie Fountain,1,5,6
Mercer,Greenville 4,Auditor General,,DEM,Rose Rosie Marie Davis,1,6,7
Mercer,Greenville 4,Auditor General,,DEM,Nina Ahmad,5,0,5
Mercer,Greenville 4,Auditor General,,DEM,Christina M. Hartman,10,4,14
Mercer,Greenville 4,Auditor General,,DEM,Write-In,0,0,0
Mercer,Greenville 4,State Treasurer,,DEM,Joe Torsella,38,49,87
Mercer,Greenville 4,State Treasurer,,DEM,Write-In,0,0,0
Mercer,Greenville 4,U.S. House,16,DEM,Kristy Gnibus,37,48,85
Mercer,Greenville 4,U.S. House,16,DEM,Write-In,0,1,1
Mercer,Greenville 4,General Assembly,7,DEM,Mark Longietti,43,55,98
Mercer,Greenville 4,General Assembly,7,DEM,Write-In,0,0,0
Mercer,Greenville 4,President,,REP,Donald J. Trump,80,28,108
Mercer,Greenville 4,President,,REP,Roque Rocky De La Fuente,0,1,1
Mercer,Greenville 4,President,,REP,Bill Weld,2,2,4
Mercer,Greenville 4,President,,REP,Write-In,3,1,4
Mercer,Greenville 4,Attorney General,,REP,Heather Heidelbaugh,80,32,112
Mercer,Greenville 4,Attorney General,,REP,Write-In,0,0,0
Mercer,Greenville 4,Auditor General,,REP,Timothy Defoor,78,31,109
Mercer,Greenville 4,Auditor General,,REP,Write-In,0,0,0
Mercer,Greenville 4,State Treasurer,,REP,Stacy L. Garrity,78,31,109
Mercer,Greenville 4,State Treasurer,,REP,Write-In,0,0,0
Mercer,Greenville 4,U.S. House,16,REP,Mike Kelly,81,30,111
Mercer,Greenville 4,U.S. House,16,REP,Write-In,3,1,4
Mercer,Greenville 4,General Assembly,7,REP,Write-In,20,6,26
Mercer,Greenville 4,General Assembly,7,REP,Mark Longietti,11,4,15
Mercer,Grove City 1,Registered Voters,,,,,,690
