county,precint,office,district,party,candidate,votes
Beaver,ALIQUIPPA 8,Ballots Cast - DEMOCRATIC, ,DEM,Ballots Cast - DEMOCRATIC,203
Beaver,ALIQUIPPA 8,Ballots Cast - REPUBLICAN, ,REP,Ballots Cast - REPUBLICAN,58
Beaver,ALIQUIPPA 8,Ballots Cast - NONPARTISAN, ,NPA,Ballots Cast - NONPARTISAN,0
Beaver,ALIQUIPPA 8,Ballots Cast - Blank, , ,Ballots Cast - Blank,0
Beaver,ALIQUIPPA 8,PRESIDENT OF THE UNITED STATES, ,DEM,BERNIE SANDERS,33
Beaver,ALIQUIPPA 8,PRESIDENT OF THE UNITED STATES, ,DEM,JOSEPH R. BIDEN,145
Beaver,ALIQUIPPA 8,PRESIDENT OF THE UNITED STATES, ,DEM,TULSI GABBARD,10
Beaver,ALIQUIPPA 8,PRESIDENT OF THE UNITED STATES, ,DEM,Write-In Totals,12
Beaver,ALIQUIPPA 8,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,178
Beaver,ALIQUIPPA 8,ATTORNEY GENERAL, ,DEM,Write-In Totals,2
Beaver,ALIQUIPPA 8,AUDITOR GENERAL, ,DEM,H. SCOTT CONKLIN,7
Beaver,ALIQUIPPA 8,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,133
Beaver,ALIQUIPPA 8,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,15
Beaver,ALIQUIPPA 8,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,3
Beaver,ALIQUIPPA 8,AUDITOR GENERAL, ,DEM,NINA AHMAD,15
Beaver,ALIQUIPPA 8,AUDITOR GENERAL, ,DEM,CHRISTINA M. HARTMAN,11
Beaver,ALIQUIPPA 8,AUDITOR GENERAL, ,DEM,Write-In Totals,0
Beaver,ALIQUIPPA 8,STATE TREASURER, ,DEM,JOE TORSELLA,166
Beaver,ALIQUIPPA 8,STATE TREASURER, ,DEM,Write-In Totals,2
Beaver,ALIQUIPPA 8,REPRESENTATIVE IN CONGRESS, ,DEM,CONOR LAMB,185
Beaver,ALIQUIPPA 8,REPRESENTATIVE IN CONGRESS, ,DEM,Write-In Totals,3
Beaver,ALIQUIPPA 8,REP IN THE GENERAL ASSEMBLY 16TH DISTRICT, ,DEM,ROBERT F. MATZIE,187
Beaver,ALIQUIPPA 8,REP IN THE GENERAL ASSEMBLY 16TH DISTRICT, ,DEM,Write-In Totals,0
Beaver,ALIQUIPPA 8,PRESIDENT OF THE UNITED STATES, ,REP,DONALD J. TRUMP,55
Beaver,ALIQUIPPA 8,PRESIDENT OF THE UNITED STATES, ,REP,ROQUE ROCKY DE LA FUENTE,2
Beaver,ALIQUIPPA 8,PRESIDENT OF THE UNITED STATES, ,REP,BILL WELD,0
Beaver,ALIQUIPPA 8,PRESIDENT OF THE UNITED STATES, ,REP,Write-In Totals,1
Beaver,ALIQUIPPA 8,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,55
Beaver,ALIQUIPPA 8,ATTORNEY GENERAL, ,REP,Write-In Totals,0
Beaver,ALIQUIPPA 8,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,52
Beaver,ALIQUIPPA 8,AUDITOR GENERAL, ,REP,Write-In Totals,1
Beaver,ALIQUIPPA 8,STATE TREASURER, ,REP,STACY L. GARRITY,54
Beaver,ALIQUIPPA 8,STATE TREASURER, ,REP,Write-In Totals,1
Beaver,ALIQUIPPA 8,REPRESENTATIVE IN CONGRESS, ,REP,SEAN PARNELL,56
Beaver,ALIQUIPPA 8,REPRESENTATIVE IN CONGRESS, ,REP,Write-In Totals,0
Beaver,ALIQUIPPA 8,REP IN THE GENERAL ASSEMBLY 16TH DISTRICT, ,REP,RICO ELMORE,54
Beaver,ALIQUIPPA 8,REP IN THE GENERAL ASSEMBLY 16TH DISTRICT, ,REP,Write-In Totals,2
Beaver,ALIQUIPPA 9,Ballots Cast - Total, , ,Ballots Cast - Total,112
Beaver,ALIQUIPPA 9,Ballots Cast - DEMOCRATIC, ,DEM,Ballots Cast - DEMOCRATIC,111
Beaver,ALIQUIPPA 9,Ballots Cast - REPUBLICAN, ,REP,Ballots Cast - REPUBLICAN,1
Beaver,ALIQUIPPA 9,Ballots Cast - NONPARTISAN, ,NPA,Ballots Cast - NONPARTISAN,0
Beaver,ALIQUIPPA 9,Ballots Cast - Blank, , ,Ballots Cast - Blank,0
Beaver,ALIQUIPPA 9,PRESIDENT OF THE UNITED STATES, ,DEM,BERNIE SANDERS,18
Beaver,ALIQUIPPA 9,PRESIDENT OF THE UNITED STATES, ,DEM,JOSEPH R. BIDEN,92
Beaver,ALIQUIPPA 9,PRESIDENT OF THE UNITED STATES, ,DEM,TULSI GABBARD,0
Beaver,ALIQUIPPA 9,PRESIDENT OF THE UNITED STATES, ,DEM,Write-In Totals,0
Beaver,ALIQUIPPA 9,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,94
Beaver,ALIQUIPPA 9,ATTORNEY GENERAL, ,DEM,Write-In Totals,0
Beaver,ALIQUIPPA 9,AUDITOR GENERAL, ,DEM,H. SCOTT CONKLIN,1
Beaver,ALIQUIPPA 9,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,72
Beaver,ALIQUIPPA 9,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,4
Beaver,ALIQUIPPA 9,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,1
Beaver,ALIQUIPPA 9,AUDITOR GENERAL, ,DEM,NINA AHMAD,19
Beaver,ALIQUIPPA 9,AUDITOR GENERAL, ,DEM,CHRISTINA M. HARTMAN,2
Beaver,ALIQUIPPA 9,AUDITOR GENERAL, ,DEM,Write-In Totals,0
Beaver,ALIQUIPPA 9,STATE TREASURER, ,DEM,JOE TORSELLA,92
Beaver,ALIQUIPPA 9,STATE TREASURER, ,DEM,Write-In Totals,0
Beaver,ALIQUIPPA 9,REPRESENTATIVE IN CONGRESS, ,DEM,CONOR LAMB,101
Beaver,ALIQUIPPA 9,REPRESENTATIVE IN CONGRESS, ,DEM,Write-In Totals,0
Beaver,ALIQUIPPA 9,REP IN THE GENERAL ASSEMBLY 16TH DISTRICT, ,DEM,ROBERT F. MATZIE,102
Beaver,ALIQUIPPA 9,REP IN THE GENERAL ASSEMBLY 16TH DISTRICT, ,DEM,Write-In Totals,0
Beaver,ALIQUIPPA 9,PRESIDENT OF THE UNITED STATES, ,REP,DONALD J. TRUMP,1
Beaver,ALIQUIPPA 9,PRESIDENT OF THE UNITED STATES, ,REP,ROQUE ROCKY DE LA FUENTE,0
Beaver,ALIQUIPPA 9,PRESIDENT OF THE UNITED STATES, ,REP,BILL WELD,0
Beaver,ALIQUIPPA 9,PRESIDENT OF THE UNITED STATES, ,REP,Write-In Totals,0
Beaver,ALIQUIPPA 9,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,1
Beaver,ALIQUIPPA 9,ATTORNEY GENERAL, ,REP,Write-In Totals,0
Beaver,ALIQUIPPA 9,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,1
Beaver,ALIQUIPPA 9,AUDITOR GENERAL, ,REP,Write-In Totals,0
Beaver,ALIQUIPPA 9,STATE TREASURER, ,REP,STACY L. GARRITY,1
Beaver,ALIQUIPPA 9,STATE TREASURER, ,REP,Write-In Totals,0
Beaver,ALIQUIPPA 9,REPRESENTATIVE IN CONGRESS, ,REP,SEAN PARNELL,1
Beaver,ALIQUIPPA 9,REPRESENTATIVE IN CONGRESS, ,REP,Write-In Totals,0
Beaver,ALIQUIPPA 9,REP IN THE GENERAL ASSEMBLY 16TH DISTRICT, ,REP,RICO ELMORE,1
Beaver,ALIQUIPPA 9,REP IN THE GENERAL ASSEMBLY 16TH DISTRICT, ,REP,Write-In Totals,0
Beaver,AMBRIDGE BORO 1,Ballots Cast - Total, , ,Ballots Cast - Total,191
Beaver,AMBRIDGE BORO 1,Ballots Cast - DEMOCRATIC, ,DEM,Ballots Cast - DEMOCRATIC,152
Beaver,AMBRIDGE BORO 1,Ballots Cast - REPUBLICAN, ,REP,Ballots Cast - REPUBLICAN,39
Beaver,AMBRIDGE BORO 1,Ballots Cast - NONPARTISAN, ,NPA,Ballots Cast - NONPARTISAN,0
Beaver,AMBRIDGE BORO 1,Ballots Cast - Blank, , ,Ballots Cast - Blank,0
Beaver,AMBRIDGE BORO 1,PRESIDENT OF THE UNITED STATES, ,DEM,BERNIE SANDERS,24
Beaver,AMBRIDGE BORO 1,PRESIDENT OF THE UNITED STATES, ,DEM,JOSEPH R. BIDEN,110
Beaver,AMBRIDGE BORO 1,PRESIDENT OF THE UNITED STATES, ,DEM,TULSI GABBARD,8
Beaver,AMBRIDGE BORO 1,PRESIDENT OF THE UNITED STATES, ,DEM,Write-In Totals,7
Beaver,AMBRIDGE BORO 1,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,131
Beaver,AMBRIDGE BORO 1,ATTORNEY GENERAL, ,DEM,Write-In Totals,2
Beaver,AMBRIDGE BORO 1,AUDITOR GENERAL, ,DEM,H. SCOTT CONKLIN,1
Beaver,AMBRIDGE BORO 1,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,97
Beaver,AMBRIDGE BORO 1,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,1
Beaver,AMBRIDGE BORO 1,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,3
Beaver,AMBRIDGE BORO 1,AUDITOR GENERAL, ,DEM,NINA AHMAD,24
Beaver,AMBRIDGE BORO 1,AUDITOR GENERAL, ,DEM,CHRISTINA M. HARTMAN,10
Beaver,AMBRIDGE BORO 1,AUDITOR GENERAL, ,DEM,Write-In Totals,1
Beaver,AMBRIDGE BORO 1,STATE TREASURER, ,DEM,JOE TORSELLA,124
Beaver,AMBRIDGE BORO 1,STATE TREASURER, ,DEM,Write-In Totals,1
Beaver,AMBRIDGE BORO 1,REPRESENTATIVE IN CONGRESS, ,DEM,CONOR LAMB,131
Beaver,AMBRIDGE BORO 1,REPRESENTATIVE IN CONGRESS, ,DEM,Write-In Totals,3
Beaver,AMBRIDGE BORO 1,REP IN THE GENERAL ASSEMBLY 16TH DISTRICT, ,DEM,ROBERT F. MATZIE,139
Beaver,AMBRIDGE BORO 1,REP IN THE GENERAL ASSEMBLY 16TH DISTRICT, ,DEM,Write-In Totals,3
Beaver,AMBRIDGE BORO 1,PRESIDENT OF THE UNITED STATES, ,REP,DONALD J. TRUMP,36
Beaver,AMBRIDGE BORO 1,PRESIDENT OF THE UNITED STATES, ,REP,ROQUE ROCKY DE LA FUENTE,1
Beaver,AMBRIDGE BORO 1,PRESIDENT OF THE UNITED STATES, ,REP,BILL WELD,1
Beaver,AMBRIDGE BORO 1,PRESIDENT OF THE UNITED STATES, ,REP,Write-In Totals,1
Beaver,AMBRIDGE BORO 1,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,34
Beaver,AMBRIDGE BORO 1,ATTORNEY GENERAL, ,REP,Write-In Totals,0
Beaver,AMBRIDGE BORO 1,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,34
Beaver,AMBRIDGE BORO 1,AUDITOR GENERAL, ,REP,Write-In Totals,0
Beaver,AMBRIDGE BORO 1,STATE TREASURER, ,REP,STACY L. GARRITY,34
Beaver,AMBRIDGE BORO 1,STATE TREASURER, ,REP,Write-In Totals,0
Beaver,AMBRIDGE BORO 1,REPRESENTATIVE IN CONGRESS, ,REP,SEAN PARNELL,33
Beaver,AMBRIDGE BORO 1,REPRESENTATIVE IN CONGRESS, ,REP,Write-In Totals,0
Beaver,AMBRIDGE BORO 1,REP IN THE GENERAL ASSEMBLY 16TH DISTRICT, ,REP,RICO ELMORE,34
Beaver,AMBRIDGE BORO 1,REP IN THE GENERAL ASSEMBLY 16TH DISTRICT, ,REP,Write-In Totals,2
Beaver,AMBRIDGE BORO 2,Ballots Cast - Total, , ,Ballots Cast - Total,227
Beaver,AMBRIDGE BORO 2,Ballots Cast - DEMOCRATIC, ,DEM,Ballots Cast - DEMOCRATIC,173
Beaver,AMBRIDGE BORO 2,Ballots Cast - REPUBLICAN, ,REP,Ballots Cast - REPUBLICAN,54
Beaver,AMBRIDGE BORO 2,Ballots Cast - NONPARTISAN, ,NPA,Ballots Cast - NONPARTISAN,0
Beaver,AMBRIDGE BORO 2,Ballots Cast - Blank, , ,Ballots Cast - Blank,0
Beaver,AMBRIDGE BORO 2,PRESIDENT OF THE UNITED STATES, ,DEM,BERNIE SANDERS,37
Beaver,AMBRIDGE BORO 2,PRESIDENT OF THE UNITED STATES, ,DEM,JOSEPH R. BIDEN,117
Beaver,AMBRIDGE BORO 2,PRESIDENT OF THE UNITED STATES, ,DEM,TULSI GABBARD,5
Beaver,AMBRIDGE BORO 2,PRESIDENT OF THE UNITED STATES, ,DEM,Write-In Totals,10
Beaver,AMBRIDGE BORO 2,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,154
Beaver,AMBRIDGE BORO 2,ATTORNEY GENERAL, ,DEM,Write-In Totals,0
Beaver,AMBRIDGE BORO 2,AUDITOR GENERAL, ,DEM,H. SCOTT CONKLIN,5
Beaver,AMBRIDGE BORO 2,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,108
Beaver,AMBRIDGE BORO 2,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,5
Beaver,AMBRIDGE BORO 2,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,4
Beaver,AMBRIDGE BORO 2,AUDITOR GENERAL, ,DEM,NINA AHMAD,21
Beaver,AMBRIDGE BORO 2,AUDITOR GENERAL, ,DEM,CHRISTINA M. HARTMAN,16
Beaver,AMBRIDGE BORO 2,AUDITOR GENERAL, ,DEM,Write-In Totals,2
Beaver,AMBRIDGE BORO 2,STATE TREASURER, ,DEM,JOE TORSELLA,145
Beaver,AMBRIDGE BORO 2,STATE TREASURER, ,DEM,Write-In Totals,2
Beaver,AMBRIDGE BORO 2,REPRESENTATIVE IN CONGRESS, ,DEM,CONOR LAMB,156
Beaver,AMBRIDGE BORO 2,REPRESENTATIVE IN CONGRESS, ,DEM,Write-In Totals,3
Beaver,AMBRIDGE BORO 2,REP IN THE GENERAL ASSEMBLY 16TH DISTRICT, ,DEM,ROBERT F. MATZIE,165
Beaver,AMBRIDGE BORO 2,REP IN THE GENERAL ASSEMBLY 16TH DISTRICT, ,DEM,Write-In Totals,1
Beaver,AMBRIDGE BORO 2,PRESIDENT OF THE UNITED STATES, ,REP,DONALD J. TRUMP,49
Beaver,AMBRIDGE BORO 2,PRESIDENT OF THE UNITED STATES, ,REP,ROQUE ROCKY DE LA FUENTE,2
Beaver,AMBRIDGE BORO 2,PRESIDENT OF THE UNITED STATES, ,REP,BILL WELD,1
Beaver,AMBRIDGE BORO 2,PRESIDENT OF THE UNITED STATES, ,REP,Write-In Totals,2
Beaver,AMBRIDGE BORO 2,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,48
Beaver,AMBRIDGE BORO 2,ATTORNEY GENERAL, ,REP,Write-In Totals,1
Beaver,AMBRIDGE BORO 2,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,47
Beaver,AMBRIDGE BORO 2,AUDITOR GENERAL, ,REP,Write-In Totals,0
Beaver,AMBRIDGE BORO 2,STATE TREASURER, ,REP,STACY L. GARRITY,49
Beaver,AMBRIDGE BORO 2,STATE TREASURER, ,REP,Write-In Totals,0
Beaver,AMBRIDGE BORO 2,REPRESENTATIVE IN CONGRESS, ,REP,SEAN PARNELL,48
Beaver,AMBRIDGE BORO 2,REPRESENTATIVE IN CONGRESS, ,REP,Write-In Totals,0
Beaver,AMBRIDGE BORO 2,REP IN THE GENERAL ASSEMBLY 16TH DISTRICT, ,REP,RICO ELMORE,47
Beaver,AMBRIDGE BORO 2,REP IN THE GENERAL ASSEMBLY 16TH DISTRICT, ,REP,Write-In Totals,0
Beaver,AMBRIDGE BORO 3,Ballots Cast - Total, , ,Ballots Cast - Total,293
Beaver,AMBRIDGE BORO 3,Ballots Cast - DEMOCRATIC, ,DEM,Ballots Cast - DEMOCRATIC,214
Beaver,AMBRIDGE BORO 3,Ballots Cast - REPUBLICAN, ,REP,Ballots Cast - REPUBLICAN,79
Beaver,AMBRIDGE BORO 3,Ballots Cast - NONPARTISAN, ,NPA,Ballots Cast - NONPARTISAN,0
Beaver,AMBRIDGE BORO 3,Ballots Cast - Blank, , ,Ballots Cast - Blank,1
Beaver,AMBRIDGE BORO 3,PRESIDENT OF THE UNITED STATES, ,DEM,BERNIE SANDERS,41
Beaver,AMBRIDGE BORO 3,PRESIDENT OF THE UNITED STATES, ,DEM,JOSEPH R. BIDEN,149
Beaver,AMBRIDGE BORO 3,PRESIDENT OF THE UNITED STATES, ,DEM,TULSI GABBARD,10
Beaver,AMBRIDGE BORO 3,PRESIDENT OF THE UNITED STATES, ,DEM,Write-In Totals,8
Beaver,AMBRIDGE BORO 3,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,184
Beaver,AMBRIDGE BORO 3,ATTORNEY GENERAL, ,DEM,Write-In Totals,2
Beaver,AMBRIDGE BORO 3,AUDITOR GENERAL, ,DEM,H. SCOTT CONKLIN,4
Beaver,AMBRIDGE BORO 3,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,147
Beaver,AMBRIDGE BORO 3,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,4
Beaver,AMBRIDGE BORO 3,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,3
Beaver,AMBRIDGE BORO 3,AUDITOR GENERAL, ,DEM,NINA AHMAD,24
Beaver,AMBRIDGE BORO 3,AUDITOR GENERAL, ,DEM,CHRISTINA M. HARTMAN,12
Beaver,AMBRIDGE BORO 3,AUDITOR GENERAL, ,DEM,Write-In Totals,2
Beaver,AMBRIDGE BORO 3,STATE TREASURER, ,DEM,JOE TORSELLA,170
Beaver,AMBRIDGE BORO 3,STATE TREASURER, ,DEM,Write-In Totals,3
Beaver,AMBRIDGE BORO 3,REPRESENTATIVE IN CONGRESS, ,DEM,CONOR LAMB,194
Beaver,AMBRIDGE BORO 3,REPRESENTATIVE IN CONGRESS, ,DEM,Write-In Totals,6
Beaver,AMBRIDGE BORO 3,REP IN THE GENERAL ASSEMBLY 16TH DISTRICT, ,DEM,ROBERT F. MATZIE,205
Beaver,AMBRIDGE BORO 3,REP IN THE GENERAL ASSEMBLY 16TH DISTRICT, ,DEM,Write-In Totals,2
Beaver,AMBRIDGE BORO 3,PRESIDENT OF THE UNITED STATES, ,REP,DONALD J. TRUMP,68
Beaver,AMBRIDGE BORO 3,PRESIDENT OF THE UNITED STATES, ,REP,ROQUE ROCKY DE LA FUENTE,2
Beaver,AMBRIDGE BORO 3,PRESIDENT OF THE UNITED STATES, ,REP,BILL WELD,5
Beaver,AMBRIDGE BORO 3,PRESIDENT OF THE UNITED STATES, ,REP,Write-In Totals,2
Beaver,AMBRIDGE BORO 3,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,66
Beaver,AMBRIDGE BORO 3,ATTORNEY GENERAL, ,REP,Write-In Totals,0
Beaver,AMBRIDGE BORO 3,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,62
Beaver,AMBRIDGE BORO 3,AUDITOR GENERAL, ,REP,Write-In Totals,1
Beaver,AMBRIDGE BORO 3,STATE TREASURER, ,REP,STACY L. GARRITY,62
Beaver,AMBRIDGE BORO 3,STATE TREASURER, ,REP,Write-In Totals,1
Beaver,AMBRIDGE BORO 3,REPRESENTATIVE IN CONGRESS, ,REP,SEAN PARNELL,66
Beaver,AMBRIDGE BORO 3,REPRESENTATIVE IN CONGRESS, ,REP,Write-In Totals,2
Beaver,AMBRIDGE BORO 3,REP IN THE GENERAL ASSEMBLY 16TH DISTRICT, ,REP,RICO ELMORE,66
Beaver,AMBRIDGE BORO 3,REP IN THE GENERAL ASSEMBLY 16TH DISTRICT, ,REP,Write-In Totals,2
Beaver,AMBRIDGE BORO 4,Ballots Cast - Total, , ,Ballots Cast - Total,216
Beaver,AMBRIDGE BORO 4,Ballots Cast - DEMOCRATIC, ,DEM,Ballots Cast - DEMOCRATIC,157
Beaver,AMBRIDGE BORO 4,Ballots Cast - REPUBLICAN, ,REP,Ballots Cast - REPUBLICAN,59
Beaver,AMBRIDGE BORO 4,Ballots Cast - NONPARTISAN, ,NPA,Ballots Cast - NONPARTISAN,0
Beaver,AMBRIDGE BORO 4,Ballots Cast - Blank, , ,Ballots Cast - Blank,0
Beaver,AMBRIDGE BORO 4,PRESIDENT OF THE UNITED STATES, ,DEM,BERNIE SANDERS,31
Beaver,AMBRIDGE BORO 4,PRESIDENT OF THE UNITED STATES, ,DEM,JOSEPH R. BIDEN,110
Beaver,AMBRIDGE BORO 4,PRESIDENT OF THE UNITED STATES, ,DEM,TULSI GABBARD,5
Beaver,AMBRIDGE BORO 4,PRESIDENT OF THE UNITED STATES, ,DEM,Write-In Totals,6
Beaver,AMBRIDGE BORO 4,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,138
Beaver,AMBRIDGE BORO 4,ATTORNEY GENERAL, ,DEM,Write-In Totals,5
Beaver,AMBRIDGE BORO 4,AUDITOR GENERAL, ,DEM,H. SCOTT CONKLIN,4
Beaver,AMBRIDGE BORO 4,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,99
Beaver,AMBRIDGE BORO 4,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,4
Beaver,AMBRIDGE BORO 4,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,5
Beaver,AMBRIDGE BORO 4,AUDITOR GENERAL, ,DEM,NINA AHMAD,27
Beaver,AMBRIDGE BORO 4,AUDITOR GENERAL, ,DEM,CHRISTINA M. HARTMAN,8
Beaver,AMBRIDGE BORO 4,AUDITOR GENERAL, ,DEM,Write-In Totals,2
Beaver,AMBRIDGE BORO 4,STATE TREASURER, ,DEM,JOE TORSELLA,132
Beaver,AMBRIDGE BORO 4,STATE TREASURER, ,DEM,Write-In Totals,4
Beaver,AMBRIDGE BORO 4,REPRESENTATIVE IN CONGRESS, ,DEM,CONOR LAMB,139
Beaver,AMBRIDGE BORO 4,REPRESENTATIVE IN CONGRESS, ,DEM,Write-In Totals,5
Beaver,AMBRIDGE BORO 4,REP IN THE GENERAL ASSEMBLY 16TH DISTRICT, ,DEM,ROBERT F. MATZIE,142
Beaver,AMBRIDGE BORO 4,REP IN THE GENERAL ASSEMBLY 16TH DISTRICT, ,DEM,Write-In Totals,4
Beaver,AMBRIDGE BORO 4,PRESIDENT OF THE UNITED STATES, ,REP,DONALD J. TRUMP,54
Beaver,AMBRIDGE BORO 4,PRESIDENT OF THE UNITED STATES, ,REP,ROQUE ROCKY DE LA FUENTE,1
Beaver,AMBRIDGE BORO 4,PRESIDENT OF THE UNITED STATES, ,REP,BILL WELD,1
Beaver,AMBRIDGE BORO 4,PRESIDENT OF THE UNITED STATES, ,REP,Write-In Totals,3
Beaver,AMBRIDGE BORO 4,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,54
Beaver,AMBRIDGE BORO 4,ATTORNEY GENERAL, ,REP,Write-In Totals,1
Beaver,AMBRIDGE BORO 4,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,53
Beaver,AMBRIDGE BORO 4,AUDITOR GENERAL, ,REP,Write-In Totals,1
Beaver,AMBRIDGE BORO 4,STATE TREASURER, ,REP,STACY L. GARRITY,53
Beaver,AMBRIDGE BORO 4,STATE TREASURER, ,REP,Write-In Totals,1
Beaver,AMBRIDGE BORO 4,REPRESENTATIVE IN CONGRESS, ,REP,SEAN PARNELL,54
Beaver,AMBRIDGE BORO 4,REPRESENTATIVE IN CONGRESS, ,REP,Write-In Totals,1
Beaver,AMBRIDGE BORO 4,REP IN THE GENERAL ASSEMBLY 16TH DISTRICT, ,REP,RICO ELMORE,54
Beaver,AMBRIDGE BORO 4,REP IN THE GENERAL ASSEMBLY 16TH DISTRICT, ,REP,Write-In Totals,1
Beaver,AMBRIDGE BORO 5,Ballots Cast - Total, , ,Ballots Cast - Total,215
Beaver,AMBRIDGE BORO 5,Ballots Cast - DEMOCRATIC, ,DEM,Ballots Cast - DEMOCRATIC,175
Beaver,AMBRIDGE BORO 5,Ballots Cast - REPUBLICAN, ,REP,Ballots Cast - REPUBLICAN,40
Beaver,AMBRIDGE BORO 5,Ballots Cast - NONPARTISAN, ,NPA,Ballots Cast - NONPARTISAN,0
Beaver,AMBRIDGE BORO 5,Ballots Cast - Blank, , ,Ballots Cast - Blank,0
Beaver,AMBRIDGE BORO 5,PRESIDENT OF THE UNITED STATES, ,DEM,BERNIE SANDERS,39
Beaver,AMBRIDGE BORO 5,PRESIDENT OF THE UNITED STATES, ,DEM,JOSEPH R. BIDEN,115
Beaver,AMBRIDGE BORO 5,PRESIDENT OF THE UNITED STATES, ,DEM,TULSI GABBARD,5
Beaver,AMBRIDGE BORO 5,PRESIDENT OF THE UNITED STATES, ,DEM,Write-In Totals,11
Beaver,AMBRIDGE BORO 5,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,154
Beaver,AMBRIDGE BORO 5,ATTORNEY GENERAL, ,DEM,Write-In Totals,0
Beaver,AMBRIDGE BORO 5,AUDITOR GENERAL, ,DEM,H. SCOTT CONKLIN,2
Beaver,AMBRIDGE BORO 5,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,121
Beaver,AMBRIDGE BORO 5,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,10
Beaver,AMBRIDGE BORO 5,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,2
Beaver,AMBRIDGE BORO 5,AUDITOR GENERAL, ,DEM,NINA AHMAD,21
Beaver,AMBRIDGE BORO 5,AUDITOR GENERAL, ,DEM,CHRISTINA M. HARTMAN,12
Beaver,AMBRIDGE BORO 5,AUDITOR GENERAL, ,DEM,Write-In Totals,1
Beaver,AMBRIDGE BORO 5,STATE TREASURER, ,DEM,JOE TORSELLA,147
Beaver,AMBRIDGE BORO 5,STATE TREASURER, ,DEM,Write-In Totals,3
Beaver,AMBRIDGE BORO 5,REPRESENTATIVE IN CONGRESS, ,DEM,CONOR LAMB,153
Beaver,AMBRIDGE BORO 5,REPRESENTATIVE IN CONGRESS, ,DEM,Write-In Totals,2
Beaver,AMBRIDGE BORO 5,REP IN THE GENERAL ASSEMBLY 16TH DISTRICT, ,DEM,ROBERT F. MATZIE,162
Beaver,AMBRIDGE BORO 5,REP IN THE GENERAL ASSEMBLY 16TH DISTRICT, ,DEM,Write-In Totals,0
Beaver,AMBRIDGE BORO 5,PRESIDENT OF THE UNITED STATES, ,REP,DONALD J. TRUMP,32
Beaver,AMBRIDGE BORO 5,PRESIDENT OF THE UNITED STATES, ,REP,ROQUE ROCKY DE LA FUENTE,1
Beaver,AMBRIDGE BORO 5,PRESIDENT OF THE UNITED STATES, ,REP,BILL WELD,5
Beaver,AMBRIDGE BORO 5,PRESIDENT OF THE UNITED STATES, ,REP,Write-In Totals,1
Beaver,AMBRIDGE BORO 5,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,32
Beaver,AMBRIDGE BORO 5,ATTORNEY GENERAL, ,REP,Write-In Totals,1
Beaver,AMBRIDGE BORO 5,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,32
Beaver,AMBRIDGE BORO 5,AUDITOR GENERAL, ,REP,Write-In Totals,1
Beaver,AMBRIDGE BORO 5,STATE TREASURER, ,REP,STACY L. GARRITY,33
Beaver,AMBRIDGE BORO 5,STATE TREASURER, ,REP,Write-In Totals,0
