county,precinct,office,district,party,candidate,election_day,mail_in,provisional,votes
Cambria,ASHVILLE BOROUGH,U.S. House,15,DEM,Write-In,0,0,0,0
Cambria,ASHVILLE BOROUGH,State Senate,35,DEM,Shaun Dougherty,13,12,0,25
Cambria,ASHVILLE BOROUGH,State Senate,35,DEM,Write-In,0,0,0,0
Cambria,ASHVILLE BOROUGH,General Assembly,72,DEM,Frank Burns,13,12,0,25
Cambria,ASHVILLE BOROUGH,General Assembly,72,DEM,Write-In,1,0,0,1
Cambria,ASHVILLE BOROUGH,President,,REP,Donald J. Trump,20,2,0,22
Cambria,ASHVILLE BOROUGH,President,,REP,Roque Rocky De La Fuente,0,0,0,0
Cambria,ASHVILLE BOROUGH,President,,REP,Bill Weld,2,0,0,2
Cambria,ASHVILLE BOROUGH,President,,REP,Write-In,0,0,0,0
Cambria,ASHVILLE BOROUGH,Attorney General,,REP,Heather Heidelbaugh,19,1,0,20
Cambria,ASHVILLE BOROUGH,Attorney General,,REP,Write-In,1,0,0,1
Cambria,ASHVILLE BOROUGH,Auditor General,,REP,Timothy Defoor,20,1,0,21
Cambria,ASHVILLE BOROUGH,Auditor General,,REP,Write-In,0,0,0,0
Cambria,ASHVILLE BOROUGH,State Treasurer,,REP,Stacy L. Garrity,20,2,0,22
Cambria,ASHVILLE BOROUGH,State Treasurer,,REP,Write-In,0,0,0,0
Cambria,ASHVILLE BOROUGH,U.S. House,15,REP,Glenn Gt Thompson,21,1,0,22
Cambria,ASHVILLE BOROUGH,U.S. House,15,REP,Write-In,0,0,0,0
Cambria,ASHVILLE BOROUGH,State Senate,35,REP,Wayne Langerholc Jr.,21,2,0,23
Cambria,ASHVILLE BOROUGH,State Senate,35,REP,Write-In,0,0,0,0
Cambria,ASHVILLE BOROUGH,General Assembly,72,REP,Howard Terndrup,12,0,0,12
Cambria,ASHVILLE BOROUGH,General Assembly,72,REP,Jerry Carnicella,8,2,0,10
Cambria,ASHVILLE BOROUGH,General Assembly,72,REP,Write-In,0,0,0,0
Cambria,BARR TOWNSHIP,Registered Voters,,,,,,,1290
Cambria,BARR TOWNSHIP,Registered Voters,,DEM,,,,,454
Cambria,BARR TOWNSHIP,Registered Voters,,REP,,,,,743
Cambria,BARR TOWNSHIP,Ballots Cast,,,,356,162,10,528
Cambria,BARR TOWNSHIP,Ballots Cast,,DEM,,95,105,2,202
Cambria,BARR TOWNSHIP,Ballots Cast,,REP,,261,57,8,326
Cambria,BARR TOWNSHIP,President,,DEM,Bernie Sanders,15,6,0,21
Cambria,BARR TOWNSHIP,President,,DEM,Joseph R. Biden,32,85,1,118
Cambria,BARR TOWNSHIP,President,,DEM,Tulsi Gabbard,13,2,0,15
Cambria,BARR TOWNSHIP,President,,DEM,Write-In,23,5,1,29
Cambria,BARR TOWNSHIP,Attorney General,,DEM,Josh Shapiro,70,98,1,169
Cambria,BARR TOWNSHIP,Attorney General,,DEM,Write-In,6,1,0,7
Cambria,BARR TOWNSHIP,Auditor General,,DEM,H. Scott Conklin,52,73,2,127
Cambria,BARR TOWNSHIP,Auditor General,,DEM,Michael Lamb,19,18,0,37
Cambria,BARR TOWNSHIP,Auditor General,,DEM,Tracie Fountain,5,2,0,7
Cambria,BARR TOWNSHIP,Auditor General,,DEM,Rose Rosie Marie Davis,2,1,0,3
Cambria,BARR TOWNSHIP,Auditor General,,DEM,Nina Ahmad,2,3,0,5
Cambria,BARR TOWNSHIP,Auditor General,,DEM,Christina M. Hartman,3,2,0,5
Cambria,BARR TOWNSHIP,Auditor General,,DEM,Write-In,4,1,0,5
Cambria,BARR TOWNSHIP,State Treasurer,,DEM,Joe Torsella,68,94,1,163
Cambria,BARR TOWNSHIP,State Treasurer,,DEM,Write-In,6,2,0,8
Cambria,BARR TOWNSHIP,U.S. House,15,DEM,Robert Williams,70,92,1,163
Cambria,BARR TOWNSHIP,U.S. House,15,DEM,Write-In,6,1,0,7
Cambria,BARR TOWNSHIP,State Senate,35,DEM,Shaun Dougherty,72,98,1,171
Cambria,BARR TOWNSHIP,State Senate,35,DEM,Write-In,7,2,0,9
Cambria,BARR TOWNSHIP,General Assembly,73,DEM,Write-In,13,6,1,20
Cambria,BARR TOWNSHIP,President,,REP,Donald J. Trump,258,52,8,318
Cambria,BARR TOWNSHIP,President,,REP,Roque Rocky De La Fuente,0,0,0,0
Cambria,BARR TOWNSHIP,President,,REP,Bill Weld,1,4,0,5
Cambria,BARR TOWNSHIP,President,,REP,Write-In,1,0,0,1
Cambria,BARR TOWNSHIP,Attorney General,,REP,Heather Heidelbaugh,233,52,8,293
Cambria,BARR TOWNSHIP,Attorney General,,REP,Write-In,1,0,0,1
Cambria,BARR TOWNSHIP,Auditor General,,REP,Timothy Defoor,234,51,8,293
Cambria,BARR TOWNSHIP,Auditor General,,REP,Write-In,1,0,0,1
Cambria,BARR TOWNSHIP,State Treasurer,,REP,Stacy L. Garrity,233,53,8,294
Cambria,BARR TOWNSHIP,State Treasurer,,REP,Write-In,0,0,0,0
Cambria,BARR TOWNSHIP,U.S. House,15,REP,Glenn Gt Thompson,235,53,8,296
Cambria,BARR TOWNSHIP,U.S. House,15,REP,Write-In,0,0,0,0
Cambria,BARR TOWNSHIP,State Senate,35,REP,Wayne Langerholc Jr.,240,55,7,302
Cambria,BARR TOWNSHIP,State Senate,35,REP,Write-In,0,0,0,0
Cambria,BARR TOWNSHIP,General Assembly,73,REP,Tommy Sankey,230,57,7,294
Cambria,BARR TOWNSHIP,General Assembly,73,REP,Write-In,0,0,0,0
Cambria,BLACKLICK TOWNSHIP,Registered Voters,,,,,,,1169
Cambria,BLACKLICK TOWNSHIP,Registered Voters,,DEM,,,,,544
Cambria,BLACKLICK TOWNSHIP,Registered Voters,,REP,,,,,515
Cambria,BLACKLICK TOWNSHIP,Ballots Cast,,,,251,138,6,395
Cambria,BLACKLICK TOWNSHIP,Ballots Cast,,DEM,,99,88,0,187
Cambria,BLACKLICK TOWNSHIP,Ballots Cast,,REP,,152,50,6,208
Cambria,BLACKLICK TOWNSHIP,President,,DEM,Bernie Sanders,22,5,0,27
Cambria,BLACKLICK TOWNSHIP,President,,DEM,Joseph R. Biden,50,73,0,123
Cambria,BLACKLICK TOWNSHIP,President,,DEM,Tulsi Gabbard,13,2,0,15
Cambria,BLACKLICK TOWNSHIP,President,,DEM,Write-In,6,3,0,9
Cambria,BLACKLICK TOWNSHIP,Attorney General,,DEM,Josh Shapiro,90,85,0,175
Cambria,BLACKLICK TOWNSHIP,Attorney General,,DEM,Write-In,0,0,0,0
Cambria,BLACKLICK TOWNSHIP,Auditor General,,DEM,H. Scott Conklin,50,50,0,100
Cambria,BLACKLICK TOWNSHIP,Auditor General,,DEM,Michael Lamb,16,24,0,40
Cambria,BLACKLICK TOWNSHIP,Auditor General,,DEM,Tracie Fountain,8,2,0,10
Cambria,BLACKLICK TOWNSHIP,Auditor General,,DEM,Rose Rosie Marie Davis,6,2,0,8
Cambria,BLACKLICK TOWNSHIP,Auditor General,,DEM,Nina Ahmad,2,1,0,3
Cambria,BLACKLICK TOWNSHIP,Auditor General,,DEM,Christina M. Hartman,7,8,0,15
Cambria,BLACKLICK TOWNSHIP,Auditor General,,DEM,Write-In,0,0,0,0
Cambria,BLACKLICK TOWNSHIP,State Treasurer,,DEM,Joe Torsella,86,85,0,171
Cambria,BLACKLICK TOWNSHIP,State Treasurer,,DEM,Write-In,0,0,0,0
Cambria,BLACKLICK TOWNSHIP,U.S. House,15,DEM,Robert Williams,83,84,0,167
Cambria,BLACKLICK TOWNSHIP,U.S. House,15,DEM,Write-In,0,0,0,0
Cambria,BLACKLICK TOWNSHIP,State Senate,35,DEM,Shaun Dougherty,85,85,0,170
Cambria,BLACKLICK TOWNSHIP,State Senate,35,DEM,Write-In,2,0,0,2
Cambria,BLACKLICK TOWNSHIP,General Assembly,73,DEM,Write-In,6,9,0,15
Cambria,BLACKLICK TOWNSHIP,President,,REP,Donald J. Trump,150,44,6,200
Cambria,BLACKLICK TOWNSHIP,President,,REP,Roque Rocky De La Fuente,0,2,0,2
Cambria,BLACKLICK TOWNSHIP,President,,REP,Bill Weld,1,1,0,2
Cambria,BLACKLICK TOWNSHIP,President,,REP,Write-In,1,1,0,2
Cambria,BLACKLICK TOWNSHIP,Attorney General,,REP,Heather Heidelbaugh,136,47,5,188
Cambria,BLACKLICK TOWNSHIP,Attorney General,,REP,Write-In,0,0,0,0
Cambria,BLACKLICK TOWNSHIP,Auditor General,,REP,Timothy Defoor,135,47,5,187
Cambria,BLACKLICK TOWNSHIP,Auditor General,,REP,Write-In,0,0,0,0
Cambria,BLACKLICK TOWNSHIP,State Treasurer,,REP,Stacy L. Garrity,136,48,5,189
Cambria,BLACKLICK TOWNSHIP,State Treasurer,,REP,Write-In,0,0,0,0
Cambria,BLACKLICK TOWNSHIP,U.S. House,15,REP,Glenn Gt Thompson,142,47,5,194
Cambria,BLACKLICK TOWNSHIP,U.S. House,15,REP,Write-In,1,0,0,1
Cambria,BLACKLICK TOWNSHIP,State Senate,35,REP,Wayne Langerholc Jr.,145,48,6,199
Cambria,BLACKLICK TOWNSHIP,State Senate,35,REP,Write-In,0,0,0,0
Cambria,BLACKLICK TOWNSHIP,General Assembly,73,REP,Tommy Sankey,138,47,5,190
Cambria,BLACKLICK TOWNSHIP,General Assembly,73,REP,Write-In,0,0,0,0
Cambria,BROWNSTOWN BOROUGH,Registered Voters,,,,,,,474
Cambria,BROWNSTOWN BOROUGH,Registered Voters,,DEM,,,,,258
Cambria,BROWNSTOWN BOROUGH,Registered Voters,,REP,,,,,180
Cambria,BROWNSTOWN BOROUGH,Ballots Cast,,,,112,97,1,210
Cambria,BROWNSTOWN BOROUGH,Ballots Cast,,DEM,,55,60,0,115
Cambria,BROWNSTOWN BOROUGH,Ballots Cast,,REP,,57,37,1,95
Cambria,BROWNSTOWN BOROUGH,President,,DEM,Bernie Sanders,13,12,0,25
Cambria,BROWNSTOWN BOROUGH,President,,DEM,Joseph R. Biden,26,44,0,70
Cambria,BROWNSTOWN BOROUGH,President,,DEM,Tulsi Gabbard,2,2,0,4
Cambria,BROWNSTOWN BOROUGH,President,,DEM,Write-In,3,1,0,4
Cambria,BROWNSTOWN BOROUGH,Attorney General,,DEM,Josh Shapiro,47,58,0,105
Cambria,BROWNSTOWN BOROUGH,Attorney General,,DEM,Write-In,1,0,0,1
Cambria,BROWNSTOWN BOROUGH,Auditor General,,DEM,H. Scott Conklin,22,34,0,56
Cambria,BROWNSTOWN BOROUGH,Auditor General,,DEM,Michael Lamb,18,15,0,33
Cambria,BROWNSTOWN BOROUGH,Auditor General,,DEM,Tracie Fountain,1,0,0,1
Cambria,BROWNSTOWN BOROUGH,Auditor General,,DEM,Rose Rosie Marie Davis,1,1,0,2
Cambria,BROWNSTOWN BOROUGH,Auditor General,,DEM,Nina Ahmad,1,3,0,4
Cambria,BROWNSTOWN BOROUGH,Auditor General,,DEM,Christina M. Hartman,4,2,0,6
Cambria,BROWNSTOWN BOROUGH,Auditor General,,DEM,Write-In,0,0,0,0
Cambria,BROWNSTOWN BOROUGH,State Treasurer,,DEM,Joe Torsella,43,57,0,100
Cambria,BROWNSTOWN BOROUGH,State Treasurer,,DEM,Write-In,0,0,0,0
Cambria,BROWNSTOWN BOROUGH,U.S. House,13,DEM,Todd Rowley,44,56,0,100
Cambria,BROWNSTOWN BOROUGH,U.S. House,13,DEM,Write-In,0,1,0,1
Cambria,BROWNSTOWN BOROUGH,State Senate,35,DEM,Shaun Dougherty,44,58,0,102
Cambria,BROWNSTOWN BOROUGH,State Senate,35,DEM,Write-In,1,1,0,2
Cambria,BROWNSTOWN BOROUGH,General Assembly,71,DEM,Write-In,14,6,0,20
Cambria,BROWNSTOWN BOROUGH,President,,REP,Donald J. Trump,53,36,1,90
Cambria,BROWNSTOWN BOROUGH,President,,REP,Roque Rocky De La Fuente,1,0,0,1
Cambria,BROWNSTOWN BOROUGH,President,,REP,Bill Weld,1,0,0,1
Cambria,BROWNSTOWN BOROUGH,President,,REP,Write-In,0,0,0,0
Cambria,BROWNSTOWN BOROUGH,Attorney General,,REP,Heather Heidelbaugh,52,30,1,83
Cambria,BROWNSTOWN BOROUGH,Attorney General,,REP,Write-In,0,1,0,1
Cambria,BROWNSTOWN BOROUGH,Auditor General,,REP,Timothy Defoor,49,29,1,79
Cambria,BROWNSTOWN BOROUGH,Auditor General,,REP,Write-In,1,1,0,2
Cambria,BROWNSTOWN BOROUGH,State Treasurer,,REP,Stacy L. Garrity,51,30,1,82
Cambria,BROWNSTOWN BOROUGH,State Treasurer,,REP,Write-In,0,1,0,1
Cambria,BROWNSTOWN BOROUGH,U.S. House,13,REP,John Joyce,52,34,1,87
Cambria,BROWNSTOWN BOROUGH,U.S. House,13,REP,Write-In,0,1,0,1
Cambria,BROWNSTOWN BOROUGH,State Senate,35,REP,Wayne Langerholc Jr.,55,33,1,89
Cambria,BROWNSTOWN BOROUGH,State Senate,35,REP,Write-In,0,2,0,2
Cambria,BROWNSTOWN BOROUGH,General Assembly,71,REP,Jim Rigby,57,37,1,95
Cambria,BROWNSTOWN BOROUGH,General Assembly,71,REP,Write-In,0,0,0,0
Cambria,CAMBRIA TOWNSHIP NO. 1,Registered Voters,,,,,,,1173
Cambria,CAMBRIA TOWNSHIP NO. 1,Registered Voters,,DEM,,,,,579
Cambria,CAMBRIA TOWNSHIP NO. 1,Registered Voters,,REP,,,,,506
Cambria,CAMBRIA TOWNSHIP NO. 1,Ballots Cast,,,,235,230,3,468
Cambria,CAMBRIA TOWNSHIP NO. 1,Ballots Cast,,DEM,,87,166,0,253
Cambria,CAMBRIA TOWNSHIP NO. 1,Ballots Cast,,REP,,148,64,3,215
Cambria,CAMBRIA TOWNSHIP NO. 1,President,,DEM,Bernie Sanders,5,20,0,25
Cambria,CAMBRIA TOWNSHIP NO. 1,President,,DEM,Joseph R. Biden,49,111,0,160
Cambria,CAMBRIA TOWNSHIP NO. 1,President,,DEM,Tulsi Gabbard,12,13,0,25
Cambria,CAMBRIA TOWNSHIP NO. 1,President,,DEM,Write-In,10,10,0,20
Cambria,CAMBRIA TOWNSHIP NO. 1,Attorney General,,DEM,Josh Shapiro,70,150,0,220
Cambria,CAMBRIA TOWNSHIP NO. 1,Attorney General,,DEM,Write-In,1,2,0,3
Cambria,CAMBRIA TOWNSHIP NO. 1,Auditor General,,DEM,H. Scott Conklin,59,82,0,141
Cambria,CAMBRIA TOWNSHIP NO. 1,Auditor General,,DEM,Michael Lamb,13,38,0,51
Cambria,CAMBRIA TOWNSHIP NO. 1,Auditor General,,DEM,Tracie Fountain,0,1,0,1
Cambria,CAMBRIA TOWNSHIP NO. 1,Auditor General,,DEM,Rose Rosie Marie Davis,3,2,0,5
Cambria,CAMBRIA TOWNSHIP NO. 1,Auditor General,,DEM,Nina Ahmad,0,14,0,14
Cambria,CAMBRIA TOWNSHIP NO. 1,Auditor General,,DEM,Christina M. Hartman,2,15,0,17
Cambria,CAMBRIA TOWNSHIP NO. 1,Auditor General,,DEM,Write-In,1,2,0,3
Cambria,CAMBRIA TOWNSHIP NO. 1,State Treasurer,,DEM,Joe Torsella,69,148,0,217
Cambria,CAMBRIA TOWNSHIP NO. 1,State Treasurer,,DEM,Write-In,1,3,0,4
Cambria,CAMBRIA TOWNSHIP NO. 1,U.S. House,15,DEM,Robert Williams,66,149,0,215
Cambria,CAMBRIA TOWNSHIP NO. 1,U.S. House,15,DEM,Write-In,1,3,0,4
Cambria,CAMBRIA TOWNSHIP NO. 1,State Senate,35,DEM,Shaun Dougherty,70,147,0,217
Cambria,CAMBRIA TOWNSHIP NO. 1,State Senate,35,DEM,Write-In,2,5,0,7
Cambria,CAMBRIA TOWNSHIP NO. 1,General Assembly,72,DEM,Frank Burns,75,155,0,230
Cambria,CAMBRIA TOWNSHIP NO. 1,General Assembly,72,DEM,Write-In,3,3,0,6
Cambria,CAMBRIA TOWNSHIP NO. 1,President,,REP,Donald J. Trump,143,55,3,201
Cambria,CAMBRIA TOWNSHIP NO. 1,President,,REP,Roque Rocky De La Fuente,0,1,0,1
Cambria,CAMBRIA TOWNSHIP NO. 1,President,,REP,Bill Weld,1,2,0,3
Cambria,CAMBRIA TOWNSHIP NO. 1,President,,REP,Write-In,0,2,0,2
Cambria,CAMBRIA TOWNSHIP NO. 1,Attorney General,,REP,Heather Heidelbaugh,134,58,3,195
Cambria,CAMBRIA TOWNSHIP NO. 1,Attorney General,,REP,Write-In,0,0,0,0
Cambria,CAMBRIA TOWNSHIP NO. 1,Auditor General,,REP,Timothy Defoor,131,57,3,191
Cambria,CAMBRIA TOWNSHIP NO. 1,Auditor General,,REP,Write-In,0,0,0,0
Cambria,CAMBRIA TOWNSHIP NO. 1,State Treasurer,,REP,Stacy L. Garrity,129,55,3,187
Cambria,CAMBRIA TOWNSHIP NO. 1,State Treasurer,,REP,Write-In,0,0,0,0
Cambria,CAMBRIA TOWNSHIP NO. 1,U.S. House,15,REP,Glenn Gt Thompson,136,60,3,199
Cambria,CAMBRIA TOWNSHIP NO. 1,U.S. House,15,REP,Write-In,0,0,0,0
Cambria,CAMBRIA TOWNSHIP NO. 1,State Senate,35,REP,Wayne Langerholc Jr.,138,61,3,202
Cambria,CAMBRIA TOWNSHIP NO. 1,State Senate,35,REP,Write-In,0,1,0,1
Cambria,CAMBRIA TOWNSHIP NO. 1,General Assembly,72,REP,Howard Terndrup,116,53,2,171
Cambria,CAMBRIA TOWNSHIP NO. 1,General Assembly,72,REP,Jerry Carnicella,22,9,1,32
Cambria,CAMBRIA TOWNSHIP NO. 1,General Assembly,72,REP,Write-In,7,0,0,7
Cambria,CAMBRIA TOWNSHIP - COLVER,Registered Voters,,,,,,,791
Cambria,CAMBRIA TOWNSHIP - COLVER,Registered Voters,,DEM,,,,,389
Cambria,CAMBRIA TOWNSHIP - COLVER,Registered Voters,,REP,,,,,337
Cambria,CAMBRIA TOWNSHIP - COLVER,Ballots Cast,,,,255,92,0,347
Cambria,CAMBRIA TOWNSHIP - COLVER,Ballots Cast,,DEM,,127,65,0,192
Cambria,CAMBRIA TOWNSHIP - COLVER,Ballots Cast,,REP,,128,27,0,155
Cambria,CAMBRIA TOWNSHIP - COLVER,President,,DEM,Bernie Sanders,18,10,0,28
Cambria,CAMBRIA TOWNSHIP - COLVER,President,,DEM,Joseph R. Biden,46,43,0,89
Cambria,CAMBRIA TOWNSHIP - COLVER,President,,DEM,Tulsi Gabbard,15,4,0,19
Cambria,CAMBRIA TOWNSHIP - COLVER,President,,DEM,Write-In,32,3,0,35
Cambria,CAMBRIA TOWNSHIP - COLVER,Attorney General,,DEM,Josh Shapiro,103,61,0,164
Cambria,CAMBRIA TOWNSHIP - COLVER,Attorney General,,DEM,Write-In,8,1,0,9
Cambria,CAMBRIA TOWNSHIP - COLVER,Auditor General,,DEM,H. Scott Conklin,71,34,0,105
Cambria,CAMBRIA TOWNSHIP - COLVER,Auditor General,,DEM,Michael Lamb,16,16,0,32
Cambria,CAMBRIA TOWNSHIP - COLVER,Auditor General,,DEM,Tracie Fountain,3,2,0,5
Cambria,CAMBRIA TOWNSHIP - COLVER,Auditor General,,DEM,Rose Rosie Marie Davis,4,3,0,7
Cambria,CAMBRIA TOWNSHIP - COLVER,Auditor General,,DEM,Nina Ahmad,5,4,0,9
Cambria,CAMBRIA TOWNSHIP - COLVER,Auditor General,,DEM,Christina M. Hartman,5,3,0,8
Cambria,CAMBRIA TOWNSHIP - COLVER,Auditor General,,DEM,Write-In,8,0,0,8
Cambria,CAMBRIA TOWNSHIP - COLVER,State Treasurer,,DEM,Joe Torsella,97,60,0,157
Cambria,CAMBRIA TOWNSHIP - COLVER,State Treasurer,,DEM,Write-In,9,0,0,9
Cambria,CAMBRIA TOWNSHIP - COLVER,U.S. House,15,DEM,Robert Williams,102,57,0,159
Cambria,CAMBRIA TOWNSHIP - COLVER,U.S. House,15,DEM,Write-In,10,1,0,11
Cambria,CAMBRIA TOWNSHIP - COLVER,State Senate,35,DEM,Shaun Dougherty,99,58,0,157
Cambria,CAMBRIA TOWNSHIP - COLVER,State Senate,35,DEM,Write-In,9,0,0,9
Cambria,CAMBRIA TOWNSHIP - COLVER,General Assembly,72,DEM,Frank Burns,117,60,0,177
Cambria,CAMBRIA TOWNSHIP - COLVER,General Assembly,72,DEM,Write-In,7,3,0,10
Cambria,CAMBRIA TOWNSHIP - COLVER,President,,REP,Donald J. Trump,124,23,0,147
Cambria,CAMBRIA TOWNSHIP - COLVER,President,,REP,Roque Rocky De La Fuente,2,0,0,2
Cambria,CAMBRIA TOWNSHIP - COLVER,President,,REP,Bill Weld,2,2,0,4
Cambria,CAMBRIA TOWNSHIP - COLVER,President,,REP,Write-In,0,1,0,1
Cambria,CAMBRIA TOWNSHIP - COLVER,Attorney General,,REP,Heather Heidelbaugh,113,23,0,136
Cambria,CAMBRIA TOWNSHIP - COLVER,Attorney General,,REP,Write-In,3,0,0,3
Cambria,CAMBRIA TOWNSHIP - COLVER,Auditor General,,REP,Timothy Defoor,111,23,0,134
Cambria,CAMBRIA TOWNSHIP - COLVER,Auditor General,,REP,Write-In,3,0,0,3
Cambria,CAMBRIA TOWNSHIP - COLVER,State Treasurer,,REP,Stacy L. Garrity,113,23,0,136
Cambria,CAMBRIA TOWNSHIP - COLVER,State Treasurer,,REP,Write-In,2,0,0,2
Cambria,CAMBRIA TOWNSHIP - COLVER,U.S. House,15,REP,Glenn Gt Thompson,118,27,0,145
Cambria,CAMBRIA TOWNSHIP - COLVER,U.S. House,15,REP,Write-In,1,0,0,1
Cambria,CAMBRIA TOWNSHIP - COLVER,State Senate,35,REP,Wayne Langerholc Jr.,118,25,0,143
Cambria,CAMBRIA TOWNSHIP - COLVER,State Senate,35,REP,Write-In,0,0,0,0
Cambria,CAMBRIA TOWNSHIP - COLVER,General Assembly,72,REP,Howard Terndrup,87,20,0,107
Cambria,CAMBRIA TOWNSHIP - COLVER,General Assembly,72,REP,Jerry Carnicella,29,5,0,34
Cambria,CAMBRIA TOWNSHIP - COLVER,General Assembly,72,REP,Write-In,11,1,0,12
Cambria,CAMBRIA TOWNSHIP - REVLOC,Registered Voters,,,,,,,498
Cambria,CAMBRIA TOWNSHIP - REVLOC,Registered Voters,,DEM,,,,,244
Cambria,CAMBRIA TOWNSHIP - REVLOC,Registered Voters,,REP,,,,,215
Cambria,CAMBRIA TOWNSHIP - REVLOC,Ballots Cast,,,,144,59,5,208
Cambria,CAMBRIA TOWNSHIP - REVLOC,Ballots Cast,,DEM,,73,43,1,117
Cambria,CAMBRIA TOWNSHIP - REVLOC,Ballots Cast,,REP,,71,16,4,91
Cambria,CAMBRIA TOWNSHIP - REVLOC,President,,DEM,Bernie Sanders,15,3,0,18
Cambria,CAMBRIA TOWNSHIP - REVLOC,President,,DEM,Joseph R. Biden,30,33,1,64
Cambria,CAMBRIA TOWNSHIP - REVLOC,President,,DEM,Tulsi Gabbard,7,3,0,10
Cambria,CAMBRIA TOWNSHIP - REVLOC,President,,DEM,Write-In,13,2,0,15
Cambria,CAMBRIA TOWNSHIP - REVLOC,Attorney General,,DEM,Josh Shapiro,61,41,1,103
Cambria,CAMBRIA TOWNSHIP - REVLOC,Attorney General,,DEM,Write-In,1,0,0,1
Cambria,CAMBRIA TOWNSHIP - REVLOC,Auditor General,,DEM,H. Scott Conklin,48,32,1,81
Cambria,CAMBRIA TOWNSHIP - REVLOC,Auditor General,,DEM,Michael Lamb,7,6,0,13
Cambria,CAMBRIA TOWNSHIP - REVLOC,Auditor General,,DEM,Tracie Fountain,6,2,0,8
Cambria,CAMBRIA TOWNSHIP - REVLOC,Auditor General,,DEM,Rose Rosie Marie Davis,3,0,0,3
Cambria,CAMBRIA TOWNSHIP - REVLOC,Auditor General,,DEM,Nina Ahmad,0,0,0,0
Cambria,CAMBRIA TOWNSHIP - REVLOC,Auditor General,,DEM,Christina M. Hartman,3,1,0,4
Cambria,CAMBRIA TOWNSHIP - REVLOC,Auditor General,,DEM,Write-In,0,0,0,0
Cambria,CAMBRIA TOWNSHIP - REVLOC,State Treasurer,,DEM,Joe Torsella,59,38,1,98
Cambria,CAMBRIA TOWNSHIP - REVLOC,State Treasurer,,DEM,Write-In,1,0,0,1
Cambria,CAMBRIA TOWNSHIP - REVLOC,U.S. House,15,DEM,Robert Williams,59,39,1,99
Cambria,CAMBRIA TOWNSHIP - REVLOC,U.S. House,15,DEM,Write-In,1,0,0,1
Cambria,CAMBRIA TOWNSHIP - REVLOC,State Senate,35,DEM,Shaun Dougherty,58,39,1,98
Cambria,CAMBRIA TOWNSHIP - REVLOC,State Senate,35,DEM,Write-In,1,0,0,1
Cambria,CAMBRIA TOWNSHIP - REVLOC,General Assembly,72,DEM,Frank Burns,64,41,1,106
Cambria,CAMBRIA TOWNSHIP - REVLOC,General Assembly,72,DEM,Write-In,3,0,0,3
Cambria,CAMBRIA TOWNSHIP - REVLOC,President,,REP,Donald J. Trump,69,13,4,86
Cambria,CAMBRIA TOWNSHIP - REVLOC,President,,REP,Roque Rocky De La Fuente,1,1,0,2
Cambria,CAMBRIA TOWNSHIP - REVLOC,President,,REP,Bill Weld,0,0,0,0
Cambria,CAMBRIA TOWNSHIP - REVLOC,President,,REP,Write-In,1,2,0,3
Cambria,CAMBRIA TOWNSHIP - REVLOC,Attorney General,,REP,Heather Heidelbaugh,67,11,4,82
Cambria,CAMBRIA TOWNSHIP - REVLOC,Attorney General,,REP,Write-In,0,1,0,1
Cambria,CAMBRIA TOWNSHIP - REVLOC,Auditor General,,REP,Timothy Defoor,67,11,4,82
Cambria,CAMBRIA TOWNSHIP - REVLOC,Auditor General,,REP,Write-In,0,1,0,1
Cambria,CAMBRIA TOWNSHIP - REVLOC,State Treasurer,,REP,Stacy L. Garrity,65,12,4,81
Cambria,CAMBRIA TOWNSHIP - REVLOC,State Treasurer,,REP,Write-In,0,0,0,0
Cambria,CAMBRIA TOWNSHIP - REVLOC,U.S. House,15,REP,Glenn Gt Thompson,65,12,4,81
Cambria,CAMBRIA TOWNSHIP - REVLOC,U.S. House,15,REP,Write-In,0,0,0,0
Cambria,CAMBRIA TOWNSHIP - REVLOC,State Senate,35,REP,Wayne Langerholc Jr.,67,13,4,84
Cambria,CAMBRIA TOWNSHIP - REVLOC,State Senate,35,REP,Write-In,0,0,0,0
Cambria,CAMBRIA TOWNSHIP - REVLOC,General Assembly,72,REP,Howard Terndrup,54,10,4,68
Cambria,CAMBRIA TOWNSHIP - REVLOC,General Assembly,72,REP,Jerry Carnicella,16,3,0,19
Cambria,CAMBRIA TOWNSHIP - REVLOC,General Assembly,72,REP,Write-In,1,1,0,2
Cambria,CAMBRIA TOWNSHIP NO. 4,Registered Voters,,,,,,,1013
Cambria,CAMBRIA TOWNSHIP NO. 4,Registered Voters,,DEM,,,,,428
Cambria,CAMBRIA TOWNSHIP NO. 4,Registered Voters,,REP,,,,,491
Cambria,CAMBRIA TOWNSHIP NO. 4,Ballots Cast,,,,238,160,0,398
Cambria,CAMBRIA TOWNSHIP NO. 4,Ballots Cast,,DEM,,86,100,0,186
Cambria,CAMBRIA TOWNSHIP NO. 4,Ballots Cast,,REP,,152,60,0,212
Cambria,CAMBRIA TOWNSHIP NO. 4,President,,DEM,Bernie Sanders,19,6,0,25
Cambria,CAMBRIA TOWNSHIP NO. 4,President,,DEM,Joseph R. Biden,37,78,0,115
Cambria,CAMBRIA TOWNSHIP NO. 4,President,,DEM,Tulsi Gabbard,5,9,0,14
Cambria,CAMBRIA TOWNSHIP NO. 4,President,,DEM,Write-In,19,3,0,22
Cambria,CAMBRIA TOWNSHIP NO. 4,Attorney General,,DEM,Josh Shapiro,74,93,0,167
