county,precinct,office,district,party,candidate,votes,election_day_votes,mail-in/absentee_votes,provisional_votes
Fayette,North Union Township 1 - 50-01,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,North Union Township 2 - 50-02,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,North Union Township 3 - 50-03,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,North Union Township 4 - 50-04,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,North Union Township 5 - 50-05,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Ohiopyle Borough - 52-01,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Perry Township - 54-01,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Perryopolis Borough - 56-01,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Point Marion Borough - 58-01,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Redstone Township 1 - 60-01,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Redstone Township 2 - 60-02,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Redstone Township 3 - 60-03,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Redstone Township 4 - 60-04,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Saltlick Township - 62-01,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Smithfield Borough - 64-01,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,South Connellsville Borough - 66-01,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,South Union Township 1 - 68-01,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,South Union Township 2 - 68-02,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,South Union Township 3 - 68-03,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Springfield Township 1 - 70-01,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Springfield Township 2 - 70-02,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Springhill Township - 72-01,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Stewart Township - 74-01,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Uniontown City 1 - 76-01,Judge of the Superior Court,,,Write-in,1,1,0,0
Fayette,Uniontown City 2 - 76-02,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Uniontown City 3 - 76-03,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Uniontown City 4 - 76-04,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Uniontown City 5 - 76-05,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Uniontown City 6 - 76-06,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Uniontown City 7 - 76-07,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Upper Tyrone Township - 78-01,Judge of the Superior Court,,,Write-in,1,1,0,0
Fayette,Vanderbilt Borough - 80-01,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Washington Township - 82-01,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Wharton Township - 84-01,Judge of the Superior Court,,,Write-in,1,1,0,0
Fayette,Belle Vernon Borough - 02-01,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Brownsville Township - 04-01,Judge of the Superior Court,,,JOHN MICHAELS,1,1,0,0
Fayette,Brownsville Borough 1 - 06-01,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Brownsville Borough 2 - 06-02,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Brownsville Borough 3 - 06-03,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Bullskin Township 1 - 08-01,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Bullskin Township 2 - 08-02,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Bullskin Township 3 - 08-03,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Connellsville City 1- 10-01,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Connellsville City 2- 10-02,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Connellsville City 3- 10-03,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Connellsville City 4- 10-04,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Connellsville Township - 12-01,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Dawson Borough - 14-01,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Dunbar Township 1 - 16-01,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Dunbar Township 2 - 16-02,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Dunbar  Borough - 18-01,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Everson Borough - 20-01,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Fairchance Borough - 22-01,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Fayette City Borough - 24-01,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Franklin Township 1 - 26-01,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Franklin Township 2 - 26-02,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Georges Township 1 - 28-01,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Georges Township 2 - 28-02,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Georges Township 3 - 28-03,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,German Township 1 - 30-01,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,German Township 2 - 30-02,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,German Township 3 - 30-03,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,German Township 4 - 30-04,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Henry Clay Township - 32-01,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Jefferson Township - 34-01,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Lower Tyrone Township - 36-01,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Luzerne Township 1 - 38-01,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Luzerne Township 2 - 38-02,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Luzerne Township 3 - 38-03,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Luzerne Township 4 - 38-04,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Markleysburg Borough - 40-01,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Masontown Borough - 42-01,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Menallen Township 1 - 44-01,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Menallen Township 2 - 44-02,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Menallen Township 3 - 44-03,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Newell Borough - 46-01,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Nicholson Township - 48-01,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,North Union Township 1 - 50-01,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,North Union Township 2 - 50-02,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,North Union Township 3 - 50-03,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,North Union Township 4 - 50-04,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,North Union Township 5 - 50-05,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Ohiopyle Borough - 52-01,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Perry Township - 54-01,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Perryopolis Borough - 56-01,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Point Marion Borough - 58-01,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Redstone Township 1 - 60-01,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Redstone Township 2 - 60-02,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Redstone Township 3 - 60-03,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Redstone Township 4 - 60-04,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Saltlick Township - 62-01,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Smithfield Borough - 64-01,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,South Connellsville Borough - 66-01,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,South Union Township 1 - 68-01,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,South Union Township 2 - 68-02,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,South Union Township 3 - 68-03,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Springfield Township 1 - 70-01,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Springfield Township 2 - 70-02,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Springhill Township - 72-01,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Stewart Township - 74-01,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Uniontown City 1 - 76-01,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Uniontown City 2 - 76-02,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Uniontown City 3 - 76-03,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Uniontown City 4 - 76-04,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Uniontown City 5 - 76-05,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Uniontown City 6 - 76-06,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Uniontown City 7 - 76-07,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Upper Tyrone Township - 78-01,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Vanderbilt Borough - 80-01,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Washington Township - 82-01,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Wharton Township - 84-01,Judge of the Superior Court,,,JOHN MICHAELS,0,0,0,0
Fayette,Belle Vernon Borough - 02-01,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Brownsville Township - 04-01,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Brownsville Borough 1 - 06-01,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Brownsville Borough 2 - 06-02,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Brownsville Borough 3 - 06-03,Judge of the Superior Court,,,DAVID WECHT,1,1,0,0
Fayette,Bullskin Township 1 - 08-01,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Bullskin Township 2 - 08-02,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Bullskin Township 3 - 08-03,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Connellsville City 1- 10-01,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Connellsville City 2- 10-02,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Connellsville City 3- 10-03,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Connellsville City 4- 10-04,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Connellsville Township - 12-01,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Dawson Borough - 14-01,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Dunbar Township 1 - 16-01,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Dunbar Township 2 - 16-02,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Dunbar  Borough - 18-01,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Everson Borough - 20-01,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Fairchance Borough - 22-01,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Fayette City Borough - 24-01,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Franklin Township 1 - 26-01,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Franklin Township 2 - 26-02,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Georges Township 1 - 28-01,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Georges Township 2 - 28-02,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Georges Township 3 - 28-03,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,German Township 1 - 30-01,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,German Township 2 - 30-02,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,German Township 3 - 30-03,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,German Township 4 - 30-04,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Henry Clay Township - 32-01,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Jefferson Township - 34-01,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Lower Tyrone Township - 36-01,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Luzerne Township 1 - 38-01,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Luzerne Township 2 - 38-02,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Luzerne Township 3 - 38-03,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Luzerne Township 4 - 38-04,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Markleysburg Borough - 40-01,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Masontown Borough - 42-01,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Menallen Township 1 - 44-01,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Menallen Township 2 - 44-02,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Menallen Township 3 - 44-03,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Newell Borough - 46-01,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Nicholson Township - 48-01,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,North Union Township 1 - 50-01,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,North Union Township 2 - 50-02,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,North Union Township 3 - 50-03,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,North Union Township 4 - 50-04,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,North Union Township 5 - 50-05,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Ohiopyle Borough - 52-01,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Perry Township - 54-01,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Perryopolis Borough - 56-01,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Point Marion Borough - 58-01,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Redstone Township 1 - 60-01,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Redstone Township 2 - 60-02,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Redstone Township 3 - 60-03,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Redstone Township 4 - 60-04,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Saltlick Township - 62-01,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Smithfield Borough - 64-01,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,South Connellsville Borough - 66-01,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,South Union Township 1 - 68-01,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,South Union Township 2 - 68-02,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,South Union Township 3 - 68-03,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Springfield Township 1 - 70-01,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Springfield Township 2 - 70-02,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Springhill Township - 72-01,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Stewart Township - 74-01,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Uniontown City 1 - 76-01,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Uniontown City 2 - 76-02,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Uniontown City 3 - 76-03,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Uniontown City 4 - 76-04,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Uniontown City 5 - 76-05,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Uniontown City 6 - 76-06,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Uniontown City 7 - 76-07,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Upper Tyrone Township - 78-01,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Vanderbilt Borough - 80-01,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Washington Township - 82-01,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Wharton Township - 84-01,Judge of the Superior Court,,,DAVID WECHT,0,0,0,0
Fayette,Belle Vernon Borough - 02-01,Judge of the Superior Court,,,LARRY KESLAR,0,0,0,0
Fayette,Brownsville Township - 04-01,Judge of the Superior Court,,,LARRY KESLAR,0,0,0,0
Fayette,Brownsville Borough 1 - 06-01,Judge of the Superior Court,,,LARRY KESLAR,0,0,0,0
Fayette,Brownsville Borough 2 - 06-02,Judge of the Superior Court,,,LARRY KESLAR,0,0,0,0
Fayette,Brownsville Borough 3 - 06-03,Judge of the Superior Court,,,LARRY KESLAR,0,0,0,0
Fayette,Bullskin Township 1 - 08-01,Judge of the Superior Court,,,LARRY KESLAR,0,0,0,0
Fayette,Bullskin Township 2 - 08-02,Judge of the Superior Court,,,LARRY KESLAR,0,0,0,0
Fayette,Bullskin Township 3 - 08-03,Judge of the Superior Court,,,LARRY KESLAR,1,1,0,0
Fayette,Connellsville City 1- 10-01,Judge of the Superior Court,,,LARRY KESLAR,0,0,0,0
Fayette,Connellsville City 2- 10-02,Judge of the Superior Court,,,LARRY KESLAR,0,0,0,0
Fayette,Connellsville City 3- 10-03,Judge of the Superior Court,,,LARRY KESLAR,0,0,0,0
Fayette,Connellsville City 4- 10-04,Judge of the Superior Court,,,LARRY KESLAR,0,0,0,0
Fayette,Connellsville Township - 12-01,Judge of the Superior Court,,,LARRY KESLAR,0,0,0,0
Fayette,Dawson Borough - 14-01,Judge of the Superior Court,,,LARRY KESLAR,0,0,0,0
Fayette,Dunbar Township 1 - 16-01,Judge of the Superior Court,,,LARRY KESLAR,0,0,0,0
Fayette,Dunbar Township 2 - 16-02,Judge of the Superior Court,,,LARRY KESLAR,0,0,0,0
Fayette,Dunbar  Borough - 18-01,Judge of the Superior Court,,,LARRY KESLAR,0,0,0,0
Fayette,Everson Borough - 20-01,Judge of the Superior Court,,,LARRY KESLAR,0,0,0,0
Fayette,Fairchance Borough - 22-01,Judge of the Superior Court,,,LARRY KESLAR,0,0,0,0
Fayette,Fayette City Borough - 24-01,Judge of the Superior Court,,,LARRY KESLAR,0,0,0,0
Fayette,Franklin Township 1 - 26-01,Judge of the Superior Court,,,LARRY KESLAR,0,0,0,0
Fayette,Franklin Township 2 - 26-02,Judge of the Superior Court,,,LARRY KESLAR,0,0,0,0
Fayette,Georges Township 1 - 28-01,Judge of the Superior Court,,,LARRY KESLAR,0,0,0,0
Fayette,Georges Township 2 - 28-02,Judge of the Superior Court,,,LARRY KESLAR,0,0,0,0
Fayette,Georges Township 3 - 28-03,Judge of the Superior Court,,,LARRY KESLAR,0,0,0,0
Fayette,German Township 1 - 30-01,Judge of the Superior Court,,,LARRY KESLAR,0,0,0,0
Fayette,German Township 2 - 30-02,Judge of the Superior Court,,,LARRY KESLAR,0,0,0,0
Fayette,German Township 3 - 30-03,Judge of the Superior Court,,,LARRY KESLAR,0,0,0,0
Fayette,German Township 4 - 30-04,Judge of the Superior Court,,,LARRY KESLAR,0,0,0,0
Fayette,Henry Clay Township - 32-01,Judge of the Superior Court,,,LARRY KESLAR,0,0,0,0
Fayette,Jefferson Township - 34-01,Judge of the Superior Court,,,LARRY KESLAR,0,0,0,0
Fayette,Lower Tyrone Township - 36-01,Judge of the Superior Court,,,LARRY KESLAR,0,0,0,0
Fayette,Luzerne Township 1 - 38-01,Judge of the Superior Court,,,LARRY KESLAR,0,0,0,0
